Question ID,Question Text,Response Text,Min Agreement Rate,44+,55+,Africa,Asia,Central America,Central Asia,Eastern Africa,Eastern Asia,Eastern Europe,Europe,North America,Norther Europe,Northern Africa,Northern America,O2: 18-25,O2: 26-35,O2: 36-45,O2: 46-55,O2: 56-65,O3: Female,O3: Male,O4: Rural,O4: Suburban,O4: Urban,O5: Equally concerned and excited,O5: More concerned than excited,O5: More excited than concerned,O6: Buddhism,O6: Christianity,O6: Hinduism,O6: I do not identify with any religious group or faith,O6: Islam,O6: Judaism,O6: Other religious group,Oceania,South America,South Eastern Asia,Souther Asia,Southern Europe,Western Asia,Western Europe
0fa377dc-add4-4478-b962-afe20aa744f5,"If you could have your AI  think, behave / respond  like any person in the world, who would it be and why?","If I would prefer the AI behave like someone, unless it's someone out of your reach, why would I be using AI instead of talking to that person? It would probably just be like an alternate version of myself with way more knowledge, and maybe with specific roles. I don't think there is anyone in specific I woulf have as the AI personality that I could go to to ask about everything.",0.4300,0.5100,0.4300,0.4900,0.5400,0.6100,0.4400,0.4900,0.4400,0.5900,0.6000,0.5500,0.5900,0.4500,0.5300,0.5200,0.5300,0.5900,0.5400,0.4500,0.5300,0.5400,0.5300,0.5200,0.5400,0.5600,0.4800,0.5200,0.6100,0.5000,0.6300,0.5400,0.5000,0.5000,0.5000,0.6000,0.4600,0.5000,0.6000,0.7300,0.4900,0.5300
0fa377dc-add4-4478-b962-afe20aa744f5,"If you could have your AI  think, behave / respond  like any person in the world, who would it be and why?","I cannot choose anyone because everyone has limitations and is inevitably influenced by his or her position, and I hope AI can make fair judgments.",0.4300,0.5100,0.4300,0.4900,0.5400,0.5000,0.4400,0.4700,0.4700,0.6300,0.5900,0.5000,0.4700,0.4800,0.4900,0.5100,0.5400,0.5500,0.5400,0.4500,0.5200,0.5300,0.5700,0.5200,0.5300,0.5600,0.4600,0.5000,0.5700,0.4900,0.5600,0.5800,0.4700,0.5900,0.5000,0.5300,0.5000,0.5600,0.5500,0.7300,0.5900,0.6300
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,"I would expect it to be unbiased and not be racist or have problematic responses. If it's unsure about any of its response, I would expect it to say that to me so that I can do my own further research",0.7300,0.8200,0.9200,0.8500,0.8200,0.8900,0.8500,0.8600,0.8200,0.7500,0.7400,0.8400,0.7400,0.8200,0.8300,0.8000,0.8200,0.8300,0.7900,0.9500,0.8200,0.8100,0.7800,0.7800,0.8300,0.8200,0.7900,0.8100,1.0000,0.7900,0.8100,0.8300,0.8400,0.8800,0.7500,0.7600,0.8000,0.8800,0.8000,0.7400,0.8000,0.7300
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,I would AI to consistently demonstrate in accuracy and confidentiality. ,0.7200,0.8500,0.9600,0.8400,0.8200,0.7900,0.9000,0.8500,0.7800,0.7200,0.7700,0.8200,0.7800,0.7900,0.8200,0.8100,0.8000,0.8400,0.8100,1.0000,0.8200,0.8100,0.8100,0.7900,0.8300,0.8300,0.7900,0.8000,1.0000,0.8100,0.8200,0.7800,0.8600,0.8800,0.8300,0.9400,0.7600,0.8400,0.8200,0.7400,0.8400,0.8200
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,"Basics in the information you are giving me, sometimes I need to know where you got certain information so I can back it up accurately. Also, I would like you to demonstrate consistency and confidence.",0.7200,0.8500,0.9600,0.8200,0.8400,0.7400,1.0000,0.8300,0.8500,0.7500,0.7300,0.8100,0.7200,0.7900,0.8200,0.8000,0.8200,0.8000,0.8200,0.9500,0.8100,0.8100,0.7700,0.8200,0.8200,0.8200,0.8200,0.8000,1.0000,0.7900,0.8400,0.8100,0.8200,0.8800,0.7500,0.7600,0.8200,0.8600,0.8200,0.7400,0.8200,0.7300
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,"First, the AI assistant should be polite and culturally appropriate. It should also provide accurate and up-to-date responses. I would also appreciate if the responses provided a few pointers on things I can look into based on the prompts I submit.",0.7200,0.8400,0.9600,0.8000,0.8300,0.7400,0.9000,0.8200,0.8000,0.7200,0.7600,0.8200,0.7400,0.7300,0.8300,0.8100,0.7900,0.8100,0.8000,1.0000,0.8100,0.8100,0.8000,0.8000,0.8100,0.8200,0.7800,0.7800,1.0000,0.8000,0.8300,0.7600,0.8400,0.8000,0.8300,0.9400,0.7500,0.8300,0.8400,0.8300,0.7800,0.7700
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,The AI assistant should consistently provide accurate and reliable information. It should be able to verify the accuracy of its responses and be transparent about any limitations or uncertainties. The AI assistant should respect my privacy and confidentiality. It should not share or disclose any personal or sensitive information without my explicit consent.,0.7200,0.8300,0.9600,0.8000,0.8200,0.7400,0.9000,0.8200,0.8000,0.7500,0.7400,0.8000,0.7200,0.7300,0.8100,0.8000,0.7900,0.8000,0.7900,1.0000,0.8000,0.8000,0.7700,0.7900,0.8000,0.8200,0.8100,0.7700,1.0000,0.8000,0.8200,0.7500,0.8400,0.8000,0.8300,0.9400,0.7300,0.8300,0.8300,0.7400,0.7800,0.7700
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,"Those principles would be. 

-being analytical and logical

-Resources should be foolproof

-Cover all the aspects of the queries

",0.7100,0.8200,0.9600,0.8400,0.8100,0.8400,0.8500,0.8400,0.7800,0.7200,0.7300,0.8300,0.7400,0.7900,0.8300,0.8000,0.8000,0.8200,0.7800,1.0000,0.8000,0.8100,0.8200,0.7800,0.8100,0.8200,0.7700,0.7900,1.0000,0.8100,0.8600,0.7700,0.8200,0.7600,0.7100,0.8800,0.7500,0.8700,0.8200,0.7400,0.7300,0.7300
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,I would like it to be more honest and accurate with answers ,0.7000,0.8500,0.9200,0.8400,0.8300,0.8400,0.9000,0.8500,0.8600,0.7800,0.7400,0.8600,0.7600,0.7900,0.8600,0.8000,0.8100,0.8700,0.8200,0.9000,0.8400,0.8000,0.7700,0.8000,0.8300,0.8300,0.8000,0.8200,0.8300,0.8000,0.8100,0.8500,0.8200,0.9600,0.7900,0.7600,0.8200,0.8400,0.8100,0.7000,0.8600,0.7300
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,I would like it to give me only truthful and most recent information. I would also like for it to be consistent in its way of talking. I would like it to stay supportive - like an assistant.,0.7000,0.8500,1.0000,0.8300,0.8400,0.7400,0.9500,0.8500,0.8300,0.7500,0.7300,0.8100,0.7000,0.7600,0.8200,0.8100,0.8000,0.8200,0.8000,1.0000,0.8100,0.8100,0.8000,0.7900,0.8200,0.8200,0.8100,0.7900,1.0000,0.8000,0.8300,0.7800,0.8500,0.8400,0.8300,0.8800,0.7500,0.8700,0.8300,0.7400,0.8000,0.7500
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,Source. I would like when AI give me the right factuality,0.7000,0.8700,1.0000,0.8000,0.8300,0.7400,1.0000,0.8100,0.8500,0.7500,0.7200,0.8000,0.7000,0.7600,0.8100,0.7800,0.8000,0.8000,0.8400,1.0000,0.8100,0.8000,0.7700,0.8100,0.8100,0.8100,0.8200,0.7900,1.0000,0.7900,0.8200,0.8000,0.8200,0.8800,0.7900,0.8200,0.8100,0.8400,0.8100,0.7400,0.8200,0.7300
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,I hope it will be sincere and accurate.,0.7000,0.8400,0.8800,0.8300,0.8100,0.7900,0.9000,0.8400,0.7800,0.7800,0.7400,0.8200,0.7400,0.7900,0.8300,0.7900,0.8000,0.8000,0.8200,0.8600,0.8200,0.7900,0.7600,0.7800,0.8100,0.8100,0.8100,0.7800,0.7900,0.7900,0.7900,0.8100,0.8100,0.9200,0.7900,0.7600,0.7700,0.8400,0.7900,0.7800,0.8400,0.7000
3fb376d6-ea90-4ebe-aa7c-e499bdbbe559,"What kind of personality traits would be most helpful for your needs? For instance:
Should it be more analytical or creative?
Would you like it to ask clarifying questions or work with what you provide?
Should it challenge your ideas or mainly provide support?","It should be more analytical, and ask to clarify the question, if the model cannot return a comprehensive answer. And it should mainly support.",0.4800,0.5900,0.6000,0.5600,0.5700,0.5000,0.5500,0.5800,0.6100,0.5300,0.5300,0.5300,0.5400,0.5200,0.5300,0.5400,0.5700,0.5200,0.5900,0.5700,0.5400,0.5800,0.5900,0.5600,0.5500,0.5300,0.5500,0.6000,0.4800,0.5500,0.5400,0.5700,0.5800,0.5200,0.6300,0.5900,0.5700,0.6000,0.5600,0.5800,0.5100,0.4800
