Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4
7d11c9f0-3c3e-4a4f-88dc-645551e2a821,Environmental sustainability is not followed by majority of companies which are using technology. For example solar panels are not recycling completely in US.,Negative,Sustainability,,,
02f9efad-c1f2-43ec-818b-d0e0f49906f5,"Ethical Use: When developing and implementing new technology, it is important to consider society's needs and wider ethical consequences into account. This includes preventing harm and staying away from initiatives that might be used unscrupulously such as deepfake technology used for illicit reasons. Assessing possible risks and making sure technology upholds moral standards while positively influencing societal well-being are all part of ethical use.",Neutral,Responsibility,Social Responsibility,,
45f36cae-5b82-41a1-ab33-7901956ecbf7,Ethische Flexibilität ist auch ein sehr wichtiger Punkt ,Neutral,Other,,,
cd62c4fc-04c8-4f6e-a2b8-04d1dd7caf39,"Honesty should be the main factor. There is a large AI model that is not open source. If it is really operated with integrity, the results should be shared.

",Neutral,Honesty,Integrity,Transparency,
419bd37a-b1b9-41f4-bd38-c30a11887984,I believe people are not being able to get out of their comfort zone and challenge their own ideas or social norms. People become more polarized and less likely to be emphatic with other people who have different opinions or mentalities,Neutral,Compassion,Equity,,
50921594-039a-40b2-bf61-37326d859f1b,I believe that many morals are being undermined today due to the development of artificial intelligence and will be undermined in the future. Selfishness and irresponsibility will spread among people.,Neutral,Other,,,
f370762e-7dcf-4698-92fd-4264fba362f8,"I choose ethical and virtue. One specific ethical principle that is often overlooked in the development of technology today is transparency . Transparency in technology encompasses clear communication about how technologies operate, the data they collect, and the implications of their use. This principle is crucial for fostering trust between technology developers and users, as well as ensuring accountability for the impacts of technological innovations.",Neutral,Artificial Intelligence,Transparency,Trust,
1f6917b7-5436-4d1c-bb91-5a92c8669e3f,I think a general respect for the consumer is necessary but sorely lacking in the modern technology industry. Everything is getting worse for the consumer because all decisions are made for the sole purpose of profit ,Negative,Social Responsibility,,,
edbd0554-1717-4e37-972c-d82d00f7402f,"I think empathy is important but often missing in how technology is developed today, because tech tools are usually made to be efficient, not always considering how people feel or the emotional impact they might have.",Neutral,Compassion,Empathy,,
91666811-bceb-420e-8c8a-b8b126e2f71a,"I think environmental responsibility and environmental stewardship is often overlooked at the expense of profit making by corporations. For instance, the use of lithium-ion from cobalt, which is used to make smartphones and electric vehicles, often goes against environmental protection and community wellbeing.",Neutral,Environmental Stewardship,Social Responsibility,,
b7b8caac-1f19-4c5b-8a9e-ef8b0befd875,I think it is the concern for environmental issues. Technology that is developed today has little concern for environment issues like they do not care. climate change affects all of us so we should start addressing it now.,Neutral,Environmental Stewardship,,,
41755948-c396-41c8-b900-79023f6cd8e5,"I think one of the moral issues with today’s technology is the over-commodification of sex, the over-consumption of sex, which I think is very personal and only belongs to intimate relationships.",Neutral,Other,,,
993a7ba0-66ed-446f-ab80-fb696519cc2e,"I think privacy, because it has gained some attention, it is frequently overshadowed by other priorities such as innovation, user engagement, or profitability.",Neutral,Privacy,,,
3c862771-c11b-4dc2-b311-9f074a547b44,I think technology should be built to preserve humanity and protect people.It shouldnt be used to destroy humans and humans values.,Negative,Altruism,Artificial Intelligence,Responsibility,
1df60f94-621a-4a60-9a2c-be9089a557b4,I think that family and spending quality time with the people you love is not reflected in the way that technology is developed today. I think that It almost is the opposite of traditional values . ,Neutral,Altruism,Social Responsibility,,
598a1cb9-8163-4f0c-b8c1-6d9736146bac,"I think the most important ethical principles are honesty, justice and data privacy. I think these issues are ignored.",Neutral,Honesty,Privacy,,
84ba41a2-6d2b-465e-aac1-597feee9b2f0,I think there is a lot of greed connected to the development of technology today. I think the goal of technology is to help humans rather than satisfy one's greed.,Negative,Altruism,Responsibility,,
77c844c6-1f0b-48db-915d-19b7722bddd9,I would say Transparency. No matter how convenient technology is. It's potential impact on individual is obscure ,Neutral,Transparency,,,
8fa2e7f0-17a7-4251-95fc-e38d8f11577b,"I would say that humility is quite underrepresented. We should recognize our limitations in technology and their consequences in the world. This field should be open to feedback, and serve humanity, not the other way around. Innovation should be balanced with the need to respect and protect human values. It should not be driven by efficiency, power, and control.
",Neutral,Altruism,Empathy,Responsibility,
058ef555-ab09-4a37-a1ac-875af52ac66f,In my opinion one moral principle that is important but is not reflected in technology is empathy. Technology is unable to show feelings and empathy towards others. ,Negative,Artificial Intelligence,Empathy,,
a9468c44-5e1d-4de7-9e55-f32f40886571,"In my view, technology may miss out on certain human values, leading to different behaviors. Therefore, it is important to consider these values and develop various solutions or scenarios accordingly.",Neutral,Other,,,
24ab85e3-4979-4b78-a8da-c39be93c6cf6,"Integrity, we are losing it easily as technologies develop",Neutral,Integrity,,,
d08b5b48-24d2-4bec-a19c-9349561cae54,Loyalty. As technology has developed people became more selfish and dishonest ,Neutral,Loyalty,Loyalty to humans,,
05cf2069-0745-418f-9927-e57b1886ea01,"Maintain basic human dignity. Today, many technology companies are emboldened by their monopoly or policy bias and ignore the needs and opinions of users.",Neutral,Human Dignity,Uninformative answer,,
7b2d9d84-7844-4185-8ffd-c9af2d1367cb,"Many technologies are developed with an emphasis on efficiency, productivity, and optimization, often at the expense of human understanding and empathy. For example, automated systems in customer service or healthcare are designed to process as many interactions as quickly as possible, but they often lack the capacity to truly understand the unique needs, emotions, or concerns of each individual. The impersonal nature of these systems can make people feel misunderstood or undervalued.",Neutral,Artificial Intelligence,Empathy,Human Rights,
be5ab625-cca1-4a48-a660-2544473ebb25,Most companies usually are more concern about their profits than how their creation can benefit on helping environment and people generally.,Neutral,Altruism,Social Responsibility,,
b513c4b5-f123-4383-a804-2cb45166dc25,"One ethical principle that I believe is important but not sufficiently reflected in the way technology is developed today is transparency. Many companies that build AI and other advanced technologies do so behind closed doors, without openly sharing the processes, algorithms, or data behind their systems. This lack of transparency can lead to issues such as biased AI models, unethical use of data, or unintended societal harm without proper accountability.

Transparency in development would mean ",Neutral,Artificial Intelligence,Transparency,,
5abcf7fe-2ce5-4dd6-8580-1185428499fc,"One ethical principle that is crucial but often under-represented in the development of technology, including AI, is transparency. Transparency involves openness about how technologies function, including the algorithms, data sources, and decision-making processes involved.",Neutral,Artificial Intelligence,Transparency,,
3117bef1-2d41-4a6a-8afd-9352c3cfc35d,"One ethical principle that is important but not fully reflected in today's technology development is respect for human life. Often, the focus innovation, and efficiency can overshadow the need to ensure that technology prioritizes human well-being and safety.",Neutral,Human Dignity,Responsibility,,
e7111d18-ceb9-45b6-adcc-1ecfa30aad5a,"One ethical principle that is often underrepresented in technology development today is transparency. In the context of AI and other emerging technologies, transparency means being open and clear about how systems work, how data is collected and used, and what impacts these technologies may have on individuals and society.

Transparency is crucial because it promotes accountability and trust between technology creators and users.",Neutral,Artificial Intelligence,Transparency,Trust,
bebe0016-f652-4a93-8b78-23067d74aba2,"One ethical principle that seems important but isn't fully reflected in today's technology is **privacy and data autonomy**. While technology has advanced rapidly, the protection of personal data and giving individuals full control over their digital information often lags behind. Many platforms collect and exploit personal data without transparent consent or fair compensation, raising concerns about privacy and misuse.",Negative,Privacy,User Autonomy,,
9aa1f17d-05a5-4556-b2ad-f556f8fffa6f,"One ethical value I think is important but often not reflected by technology is respect for human autonomy. Many technologies, particularly AI and algorithm-driven platforms, tend to nudge, manipulate, or steer users’ behavior in subtle ways—whether it’s influencing what we buy, who we interact with, or how we spend our time.
",Neutral,Artificial Intelligence,User Autonomy,,
3768afba-b4e2-42fb-974d-889f3f697de3,"One important ethical principle not fully reflected in technology development today is transparency. Transparency involves clear and open communication about how technologies work, their potential impacts and how decisions are made. Currently, many tech companies lack transparency about data usage, algorithms and decision-making processes. This opacity can lead to mistrust, unintended consequences and ethical concerns, as users and stakeholders are often left in the dark.",Neutral,Artificial Intelligence,Transparency,,
eb9874aa-71e3-489e-b4f8-0ad25c773ed0,"One important value often overlooked in technology development is Transparency. Many technologies, including AI, operate as ""black boxes"" where the decision-making process is not clear. This lack of transparency can lead to distrust and unintended consequences. Ensuring that technology's functions and decision-making processes are open and understandable is crucial for accountability ethical use.",Neutral,Artificial Intelligence,Transparency,Trust,
8a66fbcc-43d2-4654-a7b4-2c2e1d149756,People have become intolerant to small struggles,Negative,Uninformative answer,,,
1d8f9cfb-81fe-44b8-90d9-15fa992c09ef,"Perhaps today’s technology is too rational? There is not much empathy and compassion, so most of it only provides rational or even cold advice, which can sometimes seem a bit rude. Perhaps being polite and friendly would greatly increase the score.",Neutral,Empathy,,,
dc04e9cd-563a-4f2d-8f05-3607526d8717,"Privacy is a crucial ethical principle that is often not fully reflected in today's technology development. While technology advances rapidly, privacy concerns are frequently overshadowed by the pursuit of convenience and greed.",Neutral,Human Rights,Privacy,,
a227bd94-52a8-4dc3-b122-9eb13a2629d6,"Privacy is a crucial value not fully reflected in today's technology. Despite its benefits, tech often prioritizes convenience and data collection over safeguarding personal information. This erosion of privacy compromises individual autonomy and trust, as constant data surveillance and exploitation become common. Ensuring privacy respects personal boundaries and maintains control over one’s own information, which is often overlooked in current tech developments.",Neutral,Privacy,,,
5eb5ce86-7838-41ef-a24c-df299b5ceeb6,Privacy. Technology is unpredictable and sometimes information is leaked.,Neutral,Privacy,,,
d40d7d9e-aff2-4d4d-b679-7232dcd984f9,Protecting the more vulnerable people among us. Making sure that they are not harmed by technology or its use in any way. Making sure that the primary focus is on helping not using people for profit.,Neutral,Altruism,Human Rights,,
852642b1-8686-4f96-825c-1149ec1c009c,Respect - some technological innovations are an infringement of people's privacy e.g the use of facial recognition systems. ,Negative,Privacy,Respect,,
f58e2ea7-4c13-4ada-b9cf-13014f7bd59d,Respect and treat every living life fairly. Life safety should take precedence over other things.,Neutral,Respect,Value of Life,,
8205c86c-fd42-4de6-8c87-fd70d7946fbe,Respect and value the value of everyone. There are still many places that have the prejudice that women are weak and cannot accomplish many things.,Neutral,Diversity,Respect,,
b54dbce6-02c7-4437-a89c-3671bd2c786d,"Respect for elderly. Their emotional well-being improves, and they can even have better health outcomes. Younger people also gain perspective and enjoyment from intergenerational relationships. For some caregivers, respecting their aging loved ones can be complicated by personality clashes, health concerns, and ",Neutral,Human Dignity,,,
3d8e201f-b621-4e12-8c7b-bb7671bfa0f3,Respect for human life by valuing and respecting the value of each individual ,Neutral,Respect,,,
4c18ad34-71c2-470f-bd58-1e11ccf6aa5d,Respect for human life like in social media platforms like body shaming.,Neutral,Value of Life,,,
d293230b-6015-4463-8748-c12039f6e666,Respect for human's life. I think this might be tough for a technology to understand since it will require feelings and also empathy.,Neutral,Artificial Intelligence,Empathy,Human Rights,
0b2ea548-1de2-4bac-a0fe-6feafb92d114,Respect. By using technology we are loosing respect towards human. We are respecting the technology more than humans. ,Neutral,Respect,,,
2183a6d9-f97d-4259-b334-3d0a68bb0e1a,"Respect. Some people still lack respect today and technology doesn't teach respect, I think it's time technology teaches respect ",Neutral,Artificial Intelligence,Respect,,
54ed534d-71d2-4718-88fd-41576605ee8c,"Responsibility is an important but often overlooked ethical value in technology development. While developers and companies often focus on the innovation and efficiency of technology, they often overlook the negative impacts that technology may have. Responsibility means that when developing technology, we must not only consider its functionality, but also assess its potential social and ethical risks. This includes preventing technology from being abused, ensuring transparency, and taking responsibility for the negative impacts caused by technology. Ensuring that technology does not bring unfair or harmful consequences while providing benefits is key to responsible development and application.",Neutral,Responsibility,,,
50dab16e-7805-4f61-a19c-84413e49e9f4,"Sustainability, since technology sometimes pollutes a lot",Neutral,Environmental Stewardship,Social Responsibility,,
3276dc96-1f63-45ed-8241-ddcecb4bbcdc,Taking ownership of one’s actions and their consequences. Many food and pharma companies facing no consequences for their misused techniques by reducing the quality of peoples live for their profits,Neutral,Responsibility,,,
6278ef79-e88b-42be-963a-9347d229dd64,The biggest think to consider is empathy. ,Neutral,Empathy,,,
8b15a5a4-f77d-42e8-a54f-272e8aa62af3,"The principle of transparency and explainability, this implies that technologies must be developed and operated in such a way that their functions, processes and decisions are understandable to users and those responsible for supervision",Neutral,Openness,Transparency,,
b7bf621a-f789-4891-9fe2-ee6d484381f1,Think about the consequences that may be caused to others.,Neutral,Accountability,,,
dec62ddb-6ff1-471b-b770-1be5147d1e7e,"Tolerance. I think that as technology becomes more and more advanced, it is no longer possible to tolerate human flaws or shortcomings.",Neutral,Other,,,
a87462dd-7a95-48f1-bb03-5867a30c6f28,"Transparency and responsibility are often lacking in today's technological development. Transparency requires that the development process be open to the public to help users understand the operation and impact of the technology. Responsibility involves taking responsibility for the consequences of technology, ensuring that technology is not abused and protecting user data. Emphasizing these two points helps build trust, prevent abuse and promote fairness.",Neutral,Responsibility,Transparency,,
ee237295-cb34-4fc2-a37f-8c495ec2e9da,"Transparency is one ethical concept that, in my opinion, is essential yet is frequently ignored in the advancement of technology, especially artificial intelligence. Ensuring transparency and comprehensibility of the procedures, choices, and information utilized in technology development for stakeholders and users
",Neutral,Artificial Intelligence,Transparency,Trust,
4eba123b-f74e-40bf-be62-4fee61d39c18,"Treat others how you would like to be treated. Respect for human life: Valuing and respecting the worth of every individual.

",Neutral,Human Dignity,Responsibility,,
805a4ffe-0763-478c-b829-4101eeb51bef,Treat others the way You like to be treated,Neutral,Compassion,,,
ac9d8ff5-4a56-414b-8142-88bb03da0e54,Truth and honesty are considered very important. This principle teaches that maintaining truth in your words and actions builds trust and credibility in personal and professional relationships.,Positive,Truthfulness,,,
997858d5-6fa2-4662-a5ff-c03932da23b2,We should value and respect the worth of every individual and there should be policy of second chance always. The human analyst and the AI both should be equally considered to understand the situation emotionally as well as practically. ,Neutral,Empathy,Human Dignity,,
a5418aa1-695c-44d6-b604-51d1c8f64f34,care about others feelings and if it may put others in a bad position ,Neutral,Compassion,,,
c2046b5c-1253-4a30-bbad-ad5c86ff824b,consideration-many technological advancements fail to acknowledge the outcome that they will be responsible for in the near future. ,Neutral,Responsibility,,,
9422df0f-8484-473f-b526-bf67628b2182,empathy or lack of emotions,Neutral,Other,,,
4bcc7c10-6473-4fd0-b7f8-2f30d8478a38,"empathy, AI will never understand how a human feels",Negative,Empathy,,,
c7d6fcb4-9662-4581-8ec7-3be87f92e5a4,human empathy is lacking. People are ruthless in many comment sections on social media. very harsh words. bullies.,Negative,Empathy,,,
3c8a5f64-35af-41bb-93e3-e4111cf58127,"respect , and in todays society we forget to relate the term ""respect is a wo traffic"" we tend more often than not to think respect should be given basend on one""s standing in the society when infact it should be earned",Negative,Respect,,,
f1641099-2db8-4509-9dbd-8497d20fd9cf,respect understanding and valuing opinions of others is important,Neutral,Respect,,,
890630db-7d65-486f-94b1-e751650fcc58,technology should respect human emotions,Neutral,Artificial Intelligence,Compassion,,
62b994b3-e59e-43b5-9666-93c5bd7a700c,the way the invasion of privacy is being treated today is ridiculous. It is taken way too lightly and the government and corporates do not care about the people even more.,Negative,Privacy,,,
50ea7d4e-0b99-4505-9cfa-58f4b1ef4d24, Caring for and preserving the environment for future generations. Valuing and respecting the worth of every individual,Positive,Environmental Stewardship,Human Dignity,Respect,
141b9c37-4dfd-4b74-8b16-7bcecc72c828," One ethical principle that I believe is important but not adequately reflected in technology development today is digital stewardship.

Digital stewardship refers to the responsible and sustainable management of digital resources, data infrastructure to ensure their long term availability, accessibility, and benefit to society. principle encompasses.",Neutral,Sustainability,,,
69a7f268-66f6-40e5-8c04-c99467f6b9a4,"""Don't make decisions for others.""

Today's algorithm updates and iterations, social media algorithm recommendations seem to know what we are thinking, but sometimes there are errors. For example, if I accidentally click on a post, but I am not actually interested in it, the algorithm will continue to recommend posts with similar content. This is called depriving users of their own power to choose and decide in order to increase user experience.",Neutral,User Autonomy,,,
51f7bfa4-5345-4790-a03f-c51a8fc96cc1,"AI is biased, and sometimes its decisions are susceptible to discriminatory outcomes.",Negative,Artificial Intelligence,Equity,Unbiasedness,
69eb870f-f7f7-4cd0-8ccd-75ab1dd55da4,Accountability and balancing power impact,Neutral,Responsibility,Social Responsibility,,
a2efa1bc-56fb-4dc3-9065-c2adf28e9073,Accountability and ethical responsibility for the consequences of innovation.,Positive,Accountability,Responsibility,,
4f729dbe-240c-4734-9d37-8c2cb047c983,"Accountability is crucial but often lacking in tech development. Many companies focus on innovation and profit without strong mechanisms to address the negative impacts of their products, such as biases or privacy issues. Ensuring accountability would make tech developers responsible for their creations and their consequences.",Neutral,Accountability,Transparency,,
4bf584ce-fb31-4ae0-8df8-54a9d971b89f,Accountability is often not reflected in the way technology developed today. Some tech company can be doing whatever they want without consequences ,Negative,Accountability,,,
73d707e1-3e97-4321-aad5-2a0a43cd2465,"Accountability, since most technology is developed for the benefit presented with little accountability.",Neutral,Responsibility,,,
4343a7dc-5ff7-4825-8d2f-b7d1a3ee48fe,Accountability. I think it's easy to blame AI for things that we humans choose to do. Reading about fake news and blaming AI when it is our duty to fact check data.,Neutral,Accountability,,,
525d9604-e51b-42b3-8237-f6358f160f26,Accountability. Many people don't like taking responsibility for their actions and that's a major issue today. It is the reason for issues like corruption and discrimination,Neutral,Accountability,Responsibility,,
3bed963b-ccf2-4713-b0c1-2b23992a76d1,Accountability. The way we are developing new things and the rate at which it goes is not reflective for this.,Neutral,Responsibility,,,
5b6c6d61-3cf8-4392-a29a-d5b0c32d05a7,Accountability..guys nolonger want to be accountable after what they see online,Negative,Accountability,,,
8ab1a018-1533-481b-a8b8-e0be1332ac10,Accountability: I believe that companies in the technology industry are not held accountable for the negative effects of the technologies they develop,Negative,Integrity,Responsibility,,
3ae40fe5-05f8-40d8-a33d-c292864e0487,"Accountability: Taking ownership of one’s actions and their consequences. Implementing transparency and accountability tools during digital transformation in systems and algorithms helps protect users and enterprises against undesirable results and ensures the application of appropriate policies, procedures and laws to the digital environment.",Neutral,Accountability,Transparency,,
f412b0f7-d388-455b-9e4c-0233358dbcc7,"Accountability:humans can show up and be accountable for their own actions, an AI can not be accountable for the damage it can cause to people, it doesn't have human emotions or feelings ",Negative,Responsibility,,,
a7b82dff-9da4-45d9-a707-84240171b87a,"An important principle often overlooked in current tech development is **""human-centeredness.""** This includes:

1. **Privacy Protection**: Ensuring personal data security and privacy.
2. **Fairness**: Avoiding algorithmic bias and promoting social equity.
3. **Transparency**: Making sure users understand how technology works and its impact.

These principles help ensure that technology serves human well-being, not just technological advancement",Neutral,Artificial Intelligence,Empathy,Privacy,Transparency
837b7061-fb1c-4a6f-8ce8-f72bf9a09d87,"Be compassionate, responsible, and understand human ethics to guide their behavior.",Neutral,Compassion,Responsibility,,
081fc272-5ed3-4e92-89a3-1a050eae568a,"Before introducing a technology, the government should take proper action atleast a wekkm",Negative,Other,,,
69bd3530-180e-4345-a08f-1c87a6ecedc2,"Bias, i think AI could be bias if not monitored often ",Neutral,Artificial Intelligence,Unbiasedness,,
ab7d1c2a-ebaf-40d2-b431-a58458d306c0,"Caring for the vulnerable population. It should always be considered default, but the majority of times, the major developers of technology are men, gets good income, able-bodied, etc.",Neutral,Altruism,,,
886d587b-2ff2-4c8f-964e-502e768175b1,Commitment to ethical values and standards for the benefit of all individuals and societies equally and fairly.,Neutral,Altruism,Fairness,,
d75c5952-ba11-4fc8-895e-3caf9f0f25b3,"Communication between people, I think technology hurts it a lot
",Negative,Compassion,,,
c093c623-20c2-4dc6-a981-5dceb3bd7238,"Companies are more interested in competing with each other than in providing an ideal product for the consumer, so it is the principle of wanting a better future for everyone that they often fail to fulfill.",Neutral,Social Responsibility,,,
28fb2898-60c4-4b09-96cb-6eb3443fcfd9,Companies involved in developing technologies are rampant in their development such technology without thinking about the side effects or negative side of such technologies. They are thinking only for their profits or market share. They are just trying out bid the other technology developing company. A rampant race is going among themselves to be the first without giving a heed about its ill effects.,Neutral,Artificial Intelligence,Responsibility,Social Responsibility,
af1fab08-f14e-4304-99fc-19db3fa918e5,Companies should always feels the need to help the people and not just make the largest amount of money.,Neutral,Altruism,Social Responsibility,,
92a4eabe-1fb1-4cf0-8e00-fc527f9bf6c1,"Compassion.

This is an important value as it portrays humanly understanding to cater for one's needs with care.",Neutral,Compassion,,,
c5d7a219-7ab7-4a34-8529-61f9921c98c0,Compassion. AI can only objectively analyze the pros and cons and will not sympathize with vulnerable groups.,Neutral,Artificial Intelligence,Compassion,,
0c8bb05e-7eb4-4ddd-b6a6-9d2de2b51c46,Compassion. Having actual feelings rather than words is missing from these technologies. These are just machines. They don't do anything other than what they are dedicated for,Neutral,Compassion,,,
1b8c5eba-2960-4d9e-a0ef-c418048e7655,"Compassion. Technology is unable to account for it, humans instead are good at it",Neutral,Artificial Intelligence,Compassion,,
f74089d0-f67c-43a6-8810-41e6a536fe22,"Consideration. There are some people who find it difficult to adapt to new ways of technology, hence there should be considered. ",Neutral,Altruism,Fairness,,
f3450b3b-dc20-4fb9-8261-cceeeac0cb79,"Consumer welfare. Many technologies are developed based on the ""flaws"" of the human brain, which leads to addiction and negative effects on people.",Neutral,Social Responsibility,,,
02d7f57b-25da-44b4-acb4-96a7c6fed7ce,"Control of AI not to be used in dangerous acts, such developing contagious diseases, weapons, invading privacy, monitoring and over relying on it ",Neutral,Responsibility,,,
e26abcb8-bb62-4dfd-aa7c-3de2b649720e,Emotions and respect. Technology dont have it and will not ever have it. The day they sense or emotions we will be victim of hypocrisy by the technology ,Neutral,Empathy,,,
6cba4510-a7d1-4077-a041-a3ffea5e0c5f,Empathy - I think the current AI development tends to objectified and generalise certain issues and groups of people. ,Neutral,Altruism,Empathy,,
a6eda887-3642-4127-b63c-4fde33a91c65,Empathy and Compassion ,Neutral,Compassion,,,
b93aa624-f10f-4c9a-a693-2277ead2d5ca,Empathy and Kindness,Neutral,Compassion,Empathy,,
6c947e81-591c-4439-95a3-aaf9df92db2f,Empathy and compassion ,Positive,Compassion,Empathy,,
c3a34bc5-647b-4459-a388-eac143da89cd,Empathy and compassion. As if most developments are made to satisfy the interests of the elites and not ordinary people. We develop technologies more for profit than to help the weak.,Neutral,Artificial Intelligence,Compassion,Empathy,
8b32e02b-2074-415e-8621-743941721b19,Empathy and understanding ,Positive,Empathy,,,
fd5e931c-7907-487e-bf09-ae927472a4e1,Empathy is lacking. ,Negative,Empathy,,,
acb8f613-65b6-47b0-a244-aed27970fa38,"Empathy is one aspect which i feel even with advancement, Ai is yet to really understand and side with humans emotionally.",Neutral,Artificial Intelligence,Empathy,,
ba9772e2-2feb-4777-be87-17f4bbd26492,"Empathy is something that should be in built in everyone and everything around the world and that is one of the saving graces that, we, as humans have.",Positive,Empathy,,,
8d9e8cae-4c4b-49b6-acb4-402622364f98,Empathy this AI lacks empathy when being built ,Negative,Empathy,,,
52cbd553-a23f-4497-8cfd-61e19f560a97,"Empathy, I don’t think technology would be able to fully grasp human emotions and connections",Neutral,Empathy,,,
ef73e8f8-a14d-48a2-9da6-cae241b8f80a,"Empathy, I'm really sure AI is not programmed with that. Only human have the empathy. ",Neutral,Artificial Intelligence,Empathy,,
f8816310-3e3f-4146-8606-c5cfea14c1c9,"Empathy, compassion and love",Positive,Compassion,,,
