Participant ID,Duration_seconds,LowQualityTag_Perc,UniversalDisagreement_Perc,ASC_Score_Raw,LLM_Judge_Score,LLM_anthropic_claude_sonnet_4,LLM_openai_gpt_4o_mini,LLM_google_gemini_2.5_flash_preview,Duration_Norm,LowQualityTag_Norm,UniversalDisagreement_Norm,ASC_Norm,LLM_Judge_Norm,PRI_Score_Heuristic,PRI_Score_Enhanced,PRI_Score,PRI_Scale_1_5
150a305d-22c9-4009-9bb0-d89bf1a01f08,1980.0,0.08333333333333333,0.0,0.08,0.6333333333333333,0.7,0.6,0.6,0.36666666666666664,0.8,1.0,0.92,0.6799999999999999,0.7340000000000001,0.7253333333333334,0.7253333333333334,3.9013333333333335
40692755-cb5e-4122-b9ad-3f6f5ba4f1d5,3240.0,0.0,0.0,0.24,0.8166666666666668,0.85,0.8,0.8,0.6,1.0,1.0,0.76,0.9000000000000001,0.832,0.854,0.854,4.416
e8952211-4a25-4491-a920-c7c3659cc4ac,3780.0,0.0,0.0,0.36,0.5,0.4,0.6,0.5,0.7,1.0,1.0,0.64,0.52,0.838,0.742,0.742,3.968
081fc272-5ed3-4e92-89a3-1a050eae568a,1800.0,0.0,0.058823529411764705,0.32,0.5,0.4,0.6,0.5,0.3333333333333333,1.0,0.6666666666666667,0.6799999999999999,0.52,0.6693333333333333,0.6246666666666667,0.6246666666666667,3.498666666666667
9ff9fda8-a931-43c4-b805-3d6ce57436c9,1020.0,0.0,0.0,0.14285714285714285,0.4666666666666666,0.4,0.6,0.4,0.18888888888888888,1.0,1.0,0.8571428571428572,0.4799999999999999,0.7280952380952381,0.6603492063492062,0.6603492063492062,3.641396825396825
0c8bb05e-7eb4-4ddd-b6a6-9d2de2b51c46,2040.0,0.08333333333333333,0.058823529411764705,0.52,0.75,0.75,0.8,0.7,0.37777777777777777,0.8,0.6666666666666667,0.48,0.82,0.5826666666666667,0.6535555555555556,0.6535555555555556,3.6142222222222222
3276dc96-1f63-45ed-8241-ddcecb4bbcdc,3120.0,0.0,0.0,0.2,0.7333333333333334,0.7,0.8,0.7,0.5777777777777777,1.0,1.0,0.8,0.8,0.8333333333333334,0.8255555555555556,0.8255555555555556,4.302222222222222
ab6bbbc0-9a80-4edc-b3ba-f239d5560893,2940.0,0.0,0.0,0.2,0.7000000000000001,0.7,0.8,0.6,0.5444444444444444,1.0,1.0,0.8,0.76,0.8233333333333334,0.8068888888888889,0.8068888888888889,4.227555555555556
f2ac5f97-7cd7-4f83-b5b5-779347371f76,2160.0,0.0,0.058823529411764705,0.76,0.4666666666666666,0.4,0.6,0.4,0.4,1.0,0.6666666666666667,0.24,0.4799999999999999,0.6013333333333334,0.5599999999999999,0.5599999999999999,3.2399999999999998
136560cc-5b44-42ab-9425-14eddabe0804,2100.0,0.0,0.0,0.36,0.4666666666666666,0.4,0.6,0.4,0.3888888888888889,1.0,1.0,0.64,0.4799999999999999,0.7446666666666667,0.6677777777777778,0.6677777777777778,3.671111111111111
372fee12-f789-453f-bef2-b04e8402b3f1,2880.0,0.0,0.0,0.2,0.8666666666666667,0.85,0.9,0.85,0.5333333333333333,1.0,1.0,0.8,0.96,0.82,0.8646666666666667,0.8646666666666667,4.458666666666667
7a99c1ae-d829-4d99-8ab0-3d29d931bd8a,2280.0,0.0,0.0,0.2,0.7333333333333334,0.7,0.8,0.7,0.4222222222222222,1.0,1.0,0.8,0.8,0.7866666666666667,0.7944444444444444,0.7944444444444444,4.177777777777777
f0b411db-2a7a-4127-a3bd-44aa87ee25e0,1500.0,0.08333333333333333,0.058823529411764705,0.32,0.7166666666666667,0.7,0.8,0.65,0.2777777777777778,0.8,0.6666666666666667,0.6799999999999999,0.78,0.5926666666666667,0.6515555555555556,0.6515555555555556,3.606222222222222
5b49980e-c2f2-415d-b016-5ce936b5a51c,2220.0,0.0,0.0,0.16,0.7333333333333334,0.7,0.8,0.7,0.4111111111111111,1.0,1.0,0.84,0.8,0.7913333333333333,0.7982222222222223,0.7982222222222223,4.1928888888888896
418edaff-63d4-4b4e-bcc8-5b4bea3c96e1,300.0,0.0,0.0,,0.5666666666666667,0.4,0.6,0.7,0.05555555555555555,1.0,1.0,,0.6,,,,
d40d7d9e-aff2-4d4d-b679-7232dcd984f9,2400.0,0.0,0.0,0.4,0.8166666666666668,0.85,0.8,0.8,0.4444444444444444,1.0,1.0,0.6,0.9000000000000001,0.7533333333333333,0.7988888888888889,0.7988888888888889,4.195555555555556
3bed963b-ccf2-4713-b0c1-2b23992a76d1,2580.0,0.25,0.058823529411764705,0.48,0.6333333333333333,0.7,0.6,0.6,0.4777777777777778,0.4,0.6666666666666667,0.52,0.6799999999999999,0.5006666666666667,0.5575555555555556,0.5575555555555556,3.2302222222222223
bfc61888-a3cc-48e3-a8cc-ae0b57eacb80,900.0,0.16666666666666666,0.0,0.3125,0.4666666666666666,0.4,0.6,0.4,0.16666666666666666,0.6000000000000001,1.0,0.6875,0.4799999999999999,0.5675000000000001,0.5504583333333333,0.5504583333333333,3.201833333333333
4e5edd1f-207d-4f81-b054-3d556e8cff5e,3600.0,0.08333333333333333,0.0,0.0,0.3,0.2,0.4,0.3,0.6666666666666666,0.8,1.0,1.0,0.27999999999999997,0.8399999999999999,0.6773333333333333,0.6773333333333333,3.7093333333333334
59829b2d-4b97-4e28-b7ff-53fcbba790e3,2700.0,0.0,0.0,0.4,0.8666666666666667,0.85,0.9,0.85,0.5,1.0,1.0,0.6,0.96,0.7699999999999999,0.8280000000000001,0.8280000000000001,4.312
b180b263-59b3-4cfc-9528-1713153bf1df,1920.0,0.0,0.0,0.08,0.7333333333333334,0.7,0.8,0.7,0.35555555555555557,1.0,1.0,0.92,0.8,0.7906666666666667,0.7991111111111111,0.7991111111111111,4.196444444444444
0a91cae1-6975-4750-8ad9-dbe4a0796923,2040.0,0.0,0.0,0.16,0.7166666666666667,0.7,0.8,0.65,0.37777777777777777,1.0,1.0,0.84,0.78,0.7813333333333333,0.7855555555555556,0.7855555555555556,4.142222222222222
00428a33-ef0f-43e7-bbd5-53fd816e8dd6,2160.0,0.0,0.0,0.24,0.75,0.75,0.8,0.7,0.4,1.0,1.0,0.76,0.82,0.772,0.79,0.79,4.16
6d1ba170-a27d-4192-9ae4-c117375432bc,2820.0,0.0,0.0,0.32,0.75,0.75,0.8,0.7,0.5222222222222223,1.0,1.0,0.6799999999999999,0.82,0.7926666666666667,0.8024444444444444,0.8024444444444444,4.209777777777777
1a3caa7d-bf31-4ef0-b630-40d0697bd0aa,2100.0,0.0,0.0,0.16,0.6166666666666667,0.4,0.8,0.65,0.3888888888888889,1.0,1.0,0.84,0.66,0.7846666666666667,0.7517777777777779,0.7517777777777779,4.0071111111111115
e27c7103-8646-486e-8620-43cdefe92908,120.0,0.0,0.0,,0.6666666666666666,0.7,0.6,0.7,0.022222222222222223,1.0,1.0,,0.72,,,,
4b48d4c0-540c-4c1f-9ffb-887d39311d5b,1740.0,0.0,0.0,0.28,0.75,0.75,0.8,0.7,0.32222222222222224,1.0,1.0,0.72,0.82,0.7406666666666667,0.7684444444444445,0.7684444444444445,4.073777777777778
7aec18ca-d35c-41fb-acd0-914dcee2568a,2640.0,0.08333333333333333,0.058823529411764705,0.48,0.7333333333333334,0.7,0.8,0.7,0.4888888888888889,0.8,0.6666666666666667,0.52,0.8,0.624,0.6757777777777778,0.6757777777777778,3.7031111111111112
d5b929e3-f2f1-4839-bd4a-43e0bf8dcdf2,4080.0,0.25,0.0,0.12,0.3666666666666667,0.3,0.4,0.4,0.7555555555555555,0.4,1.0,0.88,0.36000000000000004,0.7226666666666667,0.6211111111111111,0.6211111111111111,3.4844444444444442
5f06e308-d07c-4cf9-81ca-0a601ae95935,3000.0,0.0,0.0,0.32,0.7333333333333334,0.7,0.8,0.7,0.5555555555555556,1.0,1.0,0.6799999999999999,0.8,0.8026666666666668,0.8031111111111111,0.8031111111111111,4.212444444444444
8bb5d019-fbab-44ef-be15-6917f0dd978a,120.0,0.0,0.0,,0.7166666666666667,0.7,0.6,0.85,0.022222222222222223,1.0,1.0,,0.78,,,,
c774a29d-c46d-4c45-8ce3-f33c23066ba9,3420.0,0.0,0.0,0.28,0.7000000000000001,0.7,0.8,0.6,0.6333333333333333,1.0,1.0,0.72,0.76,0.834,0.8126666666666666,0.8126666666666666,4.250666666666667
6017407e-cbe6-4969-af72-af9b9e2d07d4,2700.0,0.0,0.0,0.12,0.8166666666666668,0.85,0.9,0.7,0.5,1.0,1.0,0.88,0.9000000000000001,0.826,0.8520000000000001,0.8520000000000001,4.408
16a1d525-fe79-4307-8f10-a2ca038d5cd8,1740.0,0.0,0.0,0.08,0.75,0.75,0.8,0.7,0.32222222222222224,1.0,1.0,0.92,0.82,0.7806666666666667,0.7984444444444445,0.7984444444444445,4.193777777777778
c3810b78-90a2-441b-8451-edbd22b1bd27,1800.0,0.0,0.0,0.32,0.8166666666666668,0.85,0.9,0.7,0.3333333333333333,1.0,1.0,0.6799999999999999,0.9000000000000001,0.736,0.7886666666666666,0.7886666666666666,4.1546666666666665
6c111eca-36a7-4adb-8563-0868eae6ffff,3300.0,0.0,0.0,0.16,0.7333333333333334,0.7,0.8,0.7,0.6111111111111112,1.0,1.0,0.84,0.8,0.8513333333333334,0.8382222222222222,0.8382222222222222,4.352888888888889
b7662cd0-4b56-4c0d-b465-15b07a9e8fa6,1920.0,0.08333333333333333,0.058823529411764705,0.4,0.7000000000000001,0.7,0.8,0.6,0.35555555555555557,0.8,0.6666666666666667,0.6,0.76,0.6000000000000001,0.6491111111111111,0.6491111111111111,3.5964444444444443
071dad7a-73b3-4a58-b017-2dceff252c6a,1620.0,0.08333333333333333,0.0,0.48,0.6999999999999998,0.7,0.7,0.7,0.3,0.8,1.0,0.52,0.7599999999999998,0.634,0.6759999999999999,0.6759999999999999,3.7039999999999997
25a482f7-caff-4be6-b6ec-dbe5edb4c864,3480.0,0.0,0.0,0.36,0.7666666666666666,0.8,0.8,0.7,0.6444444444444445,1.0,1.0,0.64,0.8399999999999999,0.8213333333333334,0.8268888888888888,0.8268888888888888,4.307555555555555
f6f94058-98d7-441e-b427-85300251b498,1320.0,0.0,0.058823529411764705,0.32,0.6,0.4,0.8,0.6,0.24444444444444444,1.0,0.6666666666666667,0.6799999999999999,0.64,0.6426666666666666,0.6428888888888888,0.6428888888888888,3.5715555555555554
d15fbc21-a4c2-4cba-9100-ff8d097ed36a,1560.0,0.0,0.0,0.36,0.7333333333333334,0.7,0.8,0.7,0.28888888888888886,1.0,1.0,0.64,0.8,0.7146666666666667,0.7437777777777778,0.7437777777777778,3.975111111111111
a22e02fc-3db5-4d0a-84c8-876c10936c7e,2520.0,0.08333333333333333,0.0,0.32,0.6333333333333333,0.4,0.8,0.7,0.4666666666666667,0.8,1.0,0.6799999999999999,0.6799999999999999,0.7160000000000001,0.7093333333333333,0.7093333333333333,3.837333333333333
613e035e-33bc-4f0f-9227-fdee187ec2a5,300.0,0.0,0.0,0.4,0.4666666666666666,0.4,0.6,0.4,0.05555555555555555,1.0,1.0,0.6,0.4799999999999999,0.6366666666666666,0.5951111111111111,0.5951111111111111,3.3804444444444446
bffab039-6256-4dba-9769-c5fdc66c91b3,3780.0,0.0,0.0,0.2,0.75,0.75,0.8,0.7,0.7,1.0,1.0,0.8,0.82,0.87,0.856,0.856,4.4239999999999995
13599dfa-b698-4695-9a55-b3e2cf87614a,4680.0,0.0,0.0,0.2,0.6,0.6,0.6,0.6,0.8666666666666667,1.0,1.0,0.8,0.64,0.92,0.8353333333333333,0.8353333333333333,4.341333333333333
5f7be659-0b8e-451e-9d9a-edc0e668dbda,1560.0,0.08333333333333333,0.0,0.16,0.6,0.6,0.6,0.6,0.28888888888888886,0.8,1.0,0.84,0.64,0.6946666666666667,0.6857777777777778,0.6857777777777778,3.7431111111111113
170bed66-3208-42c1-8fbf-92167d703b8b,2040.0,0.0,0.0,0.24,0.5333333333333333,0.5,0.6,0.5,0.37777777777777777,1.0,1.0,0.76,0.5599999999999999,0.7653333333333333,0.7075555555555555,0.7075555555555555,3.830222222222222
20868cae-7be0-4370-8e62-489c6dc9c736,3960.0,0.0,0.0,0.08,0.75,0.75,0.8,0.7,0.7333333333333333,1.0,1.0,0.92,0.82,0.904,0.8806666666666667,0.8806666666666667,4.522666666666667
d0b84494-d80e-4420-9ecc-7df59bfd6811,4800.0,0.0,0.0,0.2,0.7666666666666666,0.7,0.9,0.7,0.8888888888888888,1.0,1.0,0.8,0.8399999999999999,0.9266666666666666,0.8997777777777778,0.8997777777777778,4.599111111111111
6358d154-bd3a-44ee-beb4-39bc09f47983,2280.0,0.16666666666666666,0.058823529411764705,0.6,0.75,0.75,0.8,0.7,0.4222222222222222,0.6000000000000001,0.6666666666666667,0.4,0.82,0.52,0.6104444444444445,0.6104444444444445,3.441777777777778
921cf60b-8fd2-4a88-a91d-951ac041a6a0,1560.0,0.0,0.0,0.36,0.7333333333333334,0.7,0.8,0.7,0.28888888888888886,1.0,1.0,0.64,0.8,0.7146666666666667,0.7437777777777778,0.7437777777777778,3.975111111111111
5f86ba3d-04ce-486f-88fa-122726020cec,3000.0,0.0,0.0,0.44,0.7000000000000001,0.7,0.8,0.6,0.5555555555555556,1.0,1.0,0.56,0.76,0.7786666666666667,0.7731111111111111,0.7731111111111111,4.092444444444444
cab03570-33fa-455b-98b1-3bedcd78402d,600.0,0.0,0.0,,0.6166666666666667,0.6,0.6,0.65,0.1111111111111111,1.0,1.0,,0.66,,,,
b4d5d6a5-08de-4bb3-a54c-af5e2ec2718d,1740.0,0.0,0.0,,0.6333333333333333,0.7,0.6,0.6,0.32222222222222224,1.0,1.0,,0.6799999999999999,,,,
57cb4af4-69c2-4adc-a2e1-d1fdec501ad9,4680.0,0.0,0.0,0.24,0.8000000000000002,0.8,0.8,0.8,0.8666666666666667,1.0,1.0,0.76,0.8800000000000001,0.912,0.9013333333333333,0.9013333333333333,4.605333333333333
59700db4-cecd-4d91-96f4-34aedc65e32e,5220.0,0.25,0.0,0.16,0.75,,0.8,0.7,0.9666666666666667,0.4,1.0,0.84,0.82,0.778,0.7953333333333333,0.7953333333333333,4.181333333333333
c1041f8e-b39f-417c-a09f-c832ca035d1c,2580.0,0.0,0.0,0.2,0.5,,,,0.4777777777777778,1.0,1.0,0.8,0.52,0.8033333333333333,0.7215555555555556,0.7215555555555556,3.8862222222222225
08b454f2-74a7-4baf-b137-fb95e0b9b47f,1740.0,0.0,0.0,0.32,0.8166666666666668,0.85,0.9,0.7,0.32222222222222224,1.0,1.0,0.6799999999999999,0.9000000000000001,0.7326666666666667,0.7864444444444445,0.7864444444444445,4.145777777777778
5f0058e9-5173-49e5-95f2-879301f12b75,1020.0,0.08333333333333333,0.0,0.0,0.3,,,0.3,0.18888888888888888,0.8,1.0,1.0,0.27999999999999997,0.6966666666666667,0.5817777777777777,0.5817777777777777,3.327111111111111
08e767f0-28cd-4cd9-b004-f22d944582ed,1080.0,0.08333333333333333,0.0,0.0,0.5666666666666667,0.6,0.6,0.5,0.2,0.8,1.0,1.0,0.6,0.7,0.6799999999999999,0.6799999999999999,3.7199999999999998
e61e56f6-0316-4e24-9280-d72d4bb24a2e,2100.0,0.0,0.0,0.32,0.75,,0.8,0.7,0.3888888888888889,1.0,1.0,0.6799999999999999,0.82,0.7526666666666667,0.7757777777777778,0.7757777777777778,4.103111111111112
ac0f2355-5741-438d-8d7f-9d3a193ec0c3,5400.0,0.0,0.0,0.4,0.7333333333333334,0.7,0.8,0.7,1.0,1.0,1.0,0.6,0.8,0.92,0.88,0.88,4.52
45f36cae-5b82-41a1-ab33-7901956ecbf7,2280.0,0.16666666666666666,0.11764705882352941,0.28,0.7250000000000001,,0.8,0.65,0.4222222222222222,0.6000000000000001,0.33333333333333337,0.72,0.79,0.5173333333333333,0.5994444444444444,0.5994444444444444,3.397777777777778
51715562-f010-40ee-b109-d8d09601e449,1860.0,0.0,0.0,0.6,0.7666666666666666,0.7,0.8,0.8,0.34444444444444444,1.0,1.0,0.4,0.8399999999999999,0.6833333333333333,0.7308888888888888,0.7308888888888888,3.9235555555555552
805a4ffe-0763-478c-b829-4101eeb51bef,3540.0,0.0,0.058823529411764705,0.12,0.5,,,,0.6555555555555556,1.0,0.6666666666666667,0.88,0.52,0.806,0.7191111111111111,0.7191111111111111,3.8764444444444446
bb3e3a53-011f-4dc4-9424-781b4ee3ecc5,81300.0,0.0,0.0,0.12,0.6499999999999999,,0.6,0.7,1.0,1.0,1.0,0.88,0.6999999999999998,0.9760000000000001,0.892,0.892,4.568
872fa11f-ac34-40d2-8df1-8c8d4713acd0,2700.0,0.08333333333333333,0.0,0.32,0.5,,0.6,0.4,0.5,0.8,1.0,0.6799999999999999,0.52,0.7260000000000001,0.668,0.668,3.672
fccbd88e-bfeb-4dc4-a3ad-6509b66ea4fb,3600.0,0.08333333333333333,0.058823529411764705,0.36,0.5,,0.6,0.4,0.6666666666666666,0.8,0.6666666666666667,0.64,0.52,0.7013333333333333,0.6453333333333333,0.6453333333333333,3.5813333333333333
47f819e7-297a-42fb-8f80-5f27305affed,3600.0,0.0,0.0,0.24,0.875,,0.9,0.85,0.6666666666666666,1.0,1.0,0.76,0.97,0.852,0.8883333333333334,0.8883333333333334,4.553333333333334
51d40973-8706-47ee-9cae-aaac14e8fdcc,2220.0,0.0,0.0,0.16,0.875,,0.9,0.85,0.4111111111111111,1.0,1.0,0.84,0.97,0.7913333333333333,0.8492222222222223,0.8492222222222223,4.396888888888889
37eee4a1-d9c0-4668-866a-a39e029343ef,2940.0,0.0,0.0,0.08,0.5,,,,0.5444444444444444,1.0,1.0,0.92,0.52,0.8473333333333334,0.7528888888888889,0.7528888888888889,4.011555555555556
1df60f94-621a-4a60-9a2c-be9089a557b4,1800.0,0.1111111111111111,0.0,0.0,0.5,,,,0.3333333333333333,0.7333333333333334,1.0,1.0,0.52,0.72,0.6693333333333334,0.6693333333333334,3.677333333333334
2a02341b-0976-49e1-b34d-d3a7a25d986b,2160.0,0.08333333333333333,0.0,0.36,0.6499999999999999,,0.7,0.6,0.4,0.8,1.0,0.64,0.6999999999999998,0.6880000000000001,0.696,0.696,3.784
525cae64-433d-4efc-bd04-00282ac9c63b,480.0,0.0,0.0,,0.35,,0.4,0.3,0.08888888888888889,1.0,1.0,,0.33999999999999997,,,,
de76353a-59d8-4add-b934-a44871d09146,4920.0,0.0,0.0,0.3333333333333333,0.5,,,,0.9111111111111111,1.0,1.0,0.6666666666666667,0.52,0.9066666666666665,0.7882222222222223,0.7882222222222223,4.152888888888889
f0f67abe-f8be-4797-b899-3fd4dfae3c94,2820.0,0.0,0.058823529411764705,0.44,0.8500000000000001,,0.9,0.8,0.5222222222222223,1.0,0.6666666666666667,0.56,0.9400000000000001,0.7020000000000001,0.7704444444444445,0.7704444444444445,4.081777777777778
affa6ec0-965f-43e3-bb5d-a128b3b2bef4,1920.0,0.08333333333333333,0.0,0.24,0.5,,,,0.35555555555555557,0.8,1.0,0.76,0.52,0.6986666666666667,0.6511111111111112,0.6511111111111112,3.604444444444445
06d9a392-a6fe-4fdc-8f03-d9bad2ddd523,3960.0,0.0,0.0,0.32,0.5,,,,0.7333333333333333,1.0,1.0,0.6799999999999999,0.52,0.856,0.7546666666666667,0.7546666666666667,4.018666666666666
4d675918-da25-4bc3-aede-1df3427a88bb,3360.0,0.25,0.058823529411764705,0.28,0.5,,,,0.6222222222222222,0.4,0.6666666666666667,0.72,0.52,0.584,0.5684444444444445,0.5684444444444445,3.273777777777778
b7fa7018-7181-4146-901a-30cba1cee833,2760.0,0.0,0.0,0.2,0.5,,,,0.5111111111111111,1.0,1.0,0.8,0.52,0.8133333333333334,0.7282222222222222,0.7282222222222222,3.912888888888889
af1fab08-f14e-4304-99fc-19db3fa918e5,2280.0,0.08333333333333333,0.0,0.48,0.75,,0.8,0.7,0.4222222222222222,0.8,1.0,0.52,0.82,0.6706666666666666,0.7184444444444444,0.7184444444444444,3.8737777777777778
1f8d9935-c58c-47f6-8c13-da088d406ec7,2460.0,0.0,0.0,0.08,0.5,,,,0.45555555555555555,1.0,1.0,0.92,0.52,0.8206666666666668,0.7351111111111112,0.7351111111111112,3.9404444444444446
1ab091ac-9236-45a0-b4dd-abd47f64ae1f,2460.0,0.0,0.0,0.36,0.5,,,,0.45555555555555555,1.0,1.0,0.64,0.52,0.7646666666666667,0.6931111111111111,0.6931111111111111,3.7724444444444445
070c4ed1-a874-4735-9c2d-0d75e7e61ac8,3060.0,0.08333333333333333,0.0,0.24,0.5,,,,0.5666666666666667,0.8,1.0,0.76,0.52,0.762,0.6933333333333334,0.6933333333333334,3.7733333333333334
7e813b3b-9c08-48c0-a28d-f5bd8b5ee8d9,2400.0,0.0,0.0,0.16,0.5,,,,0.4444444444444444,1.0,1.0,0.84,0.52,0.8013333333333333,0.7208888888888889,0.7208888888888889,3.8835555555555556
fa0df00b-c6cd-414f-817d-06845a82773d,5160.0,0.0,0.0,0.4,0.7833333333333333,0.75,0.8,0.8,0.9555555555555556,1.0,1.0,0.6,0.86,0.9066666666666666,0.8891111111111111,0.8891111111111111,4.556444444444445
d8c981a6-2895-4000-a34a-56264099ec4f,6180.0,0.0,0.0,0.2,0.8166666666666668,0.85,0.8,0.8,1.0,1.0,1.0,0.8,0.9000000000000001,0.9600000000000001,0.9400000000000001,0.9400000000000001,4.76
62268789-9dd4-42fe-9e2d-e2f94294b91c,420.0,0.0,0.0,0.0,0.43333333333333335,0.3,0.6,0.4,0.07777777777777778,1.0,1.0,1.0,0.44,0.7233333333333334,0.6475555555555556,0.6475555555555556,3.590222222222222
7099390b-69d2-432e-81af-b94c9850c932,3480.0,0.0,0.0,0.52,0.75,0.75,0.8,0.7,0.6444444444444445,1.0,1.0,0.48,0.82,0.7893333333333333,0.7968888888888889,0.7968888888888889,4.187555555555555
ec8f595c-9c28-43dd-b1ea-470cd4abf642,3120.0,0.0,0.0,0.12,0.75,0.75,0.8,0.7,0.5777777777777777,1.0,1.0,0.88,0.82,0.8493333333333334,0.8435555555555556,0.8435555555555556,4.3742222222222225
bc8f8d95-7a33-4819-b8a6-5ee0be40cd94,2040.0,0.08333333333333333,0.0,0.16,0.7666666666666666,0.8,0.8,0.7,0.37777777777777777,0.8,1.0,0.84,0.8399999999999999,0.7213333333333334,0.7635555555555555,0.7635555555555555,4.054222222222222
81553250-feba-4a1d-9758-353cffb34fcd,2160.0,0.08333333333333333,0.0,0.16,0.75,0.75,0.8,0.7,0.4,0.8,1.0,0.84,0.82,0.7280000000000001,0.762,0.762,4.048
60561b39-cfd0-45c5-89a6-eb7b212ad8c3,5640.0,0.0,0.0,0.28,0.7666666666666666,0.8,0.8,0.7,1.0,1.0,1.0,0.72,0.8399999999999999,0.9440000000000001,0.9099999999999999,0.9099999999999999,4.64
48795bb0-554e-44f6-ade4-0c4d40ba2d4b,3060.0,0.0,0.0,0.24,0.7333333333333334,0.7,0.8,0.7,0.5666666666666667,1.0,1.0,0.76,0.8,0.822,0.8173333333333334,0.8173333333333334,4.269333333333334
9e22c22a-09e6-4c7e-ab8b-58aa5ec3ecaa,2880.0,0.0,0.0,0.2,0.8666666666666667,0.85,0.9,0.85,0.5333333333333333,1.0,1.0,0.8,0.96,0.82,0.8646666666666667,0.8646666666666667,4.458666666666667
