Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9
22f34a13-a6f7-4689-9117-7f51f14b7a47,"Topics about future plans like marriage, and family planning should be discussed with family members. Community elders should be concerned with talks about community development projects.",Neutral,Community development and social service,Family planning and having children,Marriage and relationships,,,,,,
5f0eb47e-4980-4975-a083-2d5955a3c7d0,Topics regarding life choices should always be discussed within the family circle before making a choice.,Neutral,Other,,,,,,,,
94a124b7-120d-4057-925e-f3193c623c93,"
Important life decisions, such as career choices, marriage, financial investments, and matters of health or education, should always be discussed with family members or community elders to seek their guidance, wisdom, and perspective.",Neutral,Career and education choices,Financial decisions and investments,Health and medical treatment,Major life changes and milestones,Marriage and relationships,,,,
a964c763-d1cc-4f88-8aad-c2ca89ec8618,"ABOUT THE EDUCATION, MARRIAGES AND CAREER OPTIONS AND WHICH IS GOOD FOR OUR DEVELOPMENT AND FUTURE",Positive,Career and education choices,Marriage and relationships,Raising and educating children,,,,,,
7f88dc49-70ab-48bc-bd9b-90ee51e372b2,About major decisions like career or social relationships,Neutral,Career and education choices,Interpersonal relationships and family dynamics,,,,,,,
655b8d9d-f3f3-4317-8687-25eeff516b1a,"Although it should be preference of an individual but one might discuss about career, shifting to a new location or country permanently, etc.",Neutral,Career and education choices,Relocation and moving decisions,,,,,,,
6f2966a6-e212-4e68-8503-b2730fee28bc,Any life choices that affect them directly or should be discussed within the family.,Neutral,Other,,,,,,,,
d334251a-a7ae-40f6-b7eb-797560512899,"Any life decisions that might have an impact on me/my future, and directly or indirectly my family. ",Neutral,Other,,,,,,,,
3525f143-3349-4ea4-bc70-475bbff48100,"Any major decisions like choosing a career path, moving to a different city, or making any major financial expense like buying a house should be discussed with family members and other adults. They can provide a perspective which we might not be able to see",Neutral,Career and education choices,Financial decisions and investments,Relocation and moving decisions,,,,,,
8f6155a9-cec1-4448-9a64-99edbe4740fd,"Big choices that affect your future, such as career changes, city or country changes, or serious relationship issues.",Neutral,Career and education choices,Marriage and relationships,Relocation and moving decisions,,,,,,
c8542667-633b-4327-801e-41d9347a8813,"Big life decisions like marriage, career changes, or major financial choices should always be discussed with family or elders, as their advice is highly valued in making thoughtful, well-rounded decisions.",Positive,Career and education choices,Financial decisions and investments,Marriage and relationships,,,,,,
3ed1edc8-f2de-40e0-b117-64bdbaeefe04,"Career advices ( eg: selecting career after graduating from school), regarding marriage, financial decision should be discussed with elders",Neutral,Career and education choices,Financial decisions and investments,Marriage and relationships,,,,,,
6bb50096-64d9-499b-ba0b-212b6486250a,"Career choices, marriage, financial investments, and health matters should be discussed with family or elders for guidance aligned with cultural values and long-term well-being.",Neutral,Career and education choices,Financial decisions and investments,Health and medical treatment,Marriage and relationships,,,,,
8af810d8-e7d8-4160-b986-80aaccd7eece,"Certain life decisions are closely tied to family values and traditions, making it important to discuss them with family or elders. These include decisions about marriage, career moves, major financial commitments, health treatments, parenting, relocation, end-of-life plans, and cultural or religious practices. Involving family helps ensure that choices align with shared values and allows you to benefit from their wisdom and experience.",Neutral,Career and education choices,Cultural and ethical values,End-of-life planning and wills,Family planning and having children,Financial decisions and investments,Health and medical treatment,Marriage and relationships,Relocation and moving decisions,
ca5a25f4-a494-476e-869b-789d7c1f2d2e,"Decisions about marriage, education, major financial matters, and significant life changes should be discussed with family members or elders, valuing their experience and guidance.",Neutral,Career and education choices,Financial decisions and investments,Major life changes and milestones,Marriage and relationships,,,,,
2ac729fa-4d5c-4906-8c62-687259fdd4b7,Decisions involving the family or future life must be discussed together,Neutral,Other,,,,,,,,
714909a6-53b8-48b2-8e32-0dc61d95ac4b,Decisions like marriage career choices and health should be discussed with family and elders ,Neutral,Career and education choices,Health and medical treatment,Marriage and relationships,,,,,,
31f44025-5b8b-41fc-85e3-df58cb41c5dc,Decisions related to career goals as well as topics such as marriage,Neutral,Career and education choices,Marriage and relationships,,,,,,,
e281252f-00f7-4480-b5e9-7fee5364a574,"Depending on the relationships you have with your family: choosing a career, applying for or changing jobs, getting married, having children.",Neutral,Career and education choices,Family planning and having children,Marriage and relationships,,,,,,
82026b3c-00e0-4e66-9d13-1becf7a2869b,Discussions about marriage and buying a new house should always be discussed with family members and these decisions impact their lives too.,Neutral,Buying or selling property,Marriage and relationships,,,,,,,
fbebe3cc-d42d-40bb-9b1d-edfafba6b107,"Family issues such as everything related to money, inheritance, care, work, income, sexuality issues, security, values, human relationships, future",Neutral,Financial decisions and investments,Interpersonal relationships and family dynamics,Property and inheritance distribution,Raising and educating children,,,,,
2ae831c0-a50e-4f0d-b4fa-2150dcece1af,"Financial topics, health topics, among family members when you want to move out or you want to get married.
If they want to introduce a new system in the community ",Neutral,Community development and social service,Financial decisions and investments,Marriage and relationships,Relocation and moving decisions,,,,,
6e6471a6-b82c-475b-ac32-5665cef27b7b,"For example, going abroad",Neutral,Relocation and moving decisions,,,,,,,,
cd61ca43-e49f-482c-8815-b275e2088a01,"I think all topics should be discussed with people close to oneself, as they have the best information on you and your happiness in mind. (Unless there is no good relationship with those people)",Neutral,Other,,,,,,,,
e122ae04-0516-4f28-868f-f72b2c0dcda2,"I think, when looking at this question from a dark point of view, ending life support is something that should be discussed with family members or community elders before making this choice. From a lighter perspective, I think things like marriage or moving far away are things that I personally think should be discussed first.",Neutral,End-of-life planning and wills,Marriage and relationships,Relocation and moving decisions,,,,,,
c4e9a3db-08b8-4450-893a-38f25e7ccd4a,"I would say, marriage, actual profitable business ideas could be some, which should be discussed with family members or so.",Neutral,Marriage and relationships,Starting a business or entrepreneurship,,,,,,,
5b27c0a2-0725-4dbd-9cce-0c7de1803300,"Important decisions such as career choices, marriage, financial matters, and major life changes like moving or starting a business are often discussed with elder family members. Their wisdom and experience are valued, and their advice is considered crucial before making significant decisions.",Neutral,Career and education choices,Financial decisions and investments,Major life changes and milestones,Marriage and relationships,Starting a business or entrepreneurship,,,,
68f7de91-17f3-4e4f-bbd0-b4ba56ff88e5,"Important life decisions like marriage, career changes, and major financial choices should always be discussed with family or community elders for their wisdom and guidance.",Neutral,Career and education choices,Financial decisions and investments,Major life changes and milestones,Marriage and relationships,,,,,
1720db13-f61b-492f-8d41-8136bc905096,"Important life decisions such as marriage, career choices, and major financial matters should always be discussed with family members or community elders.Their guidance is rooted in experience and wisdom that ensures the decisions align with cultural values, religious principles and the well being of the community.",Positive,Career and education choices,Financial decisions and investments,Marriage and relationships,Religious and cultural practices,,,,,
97730491-5a25-49e3-a09f-732e3ca3da67,"Important life decisions, such as marriage, career changes, and major financial choices, should always be discussed with family members or community elders. Their guidance is valued for its wisdom, cultural perspective, and consideration of long-term impacts on the family and community.",Neutral,Career and education choices,Financial decisions and investments,Major life changes and milestones,Marriage and relationships,,,,,
877bb4fa-4b87-4743-99fd-f98fafee28c7,"Important life decisions, such as marriage, career changes, financial matters, and major health choices, should always be discussed with family members or community elders. Their experience, wisdom, and perspective can provide valuable guidance and ensure decisions align with cultural and ethical values.",Positive,Career and education choices,Cultural and ethical values,Financial decisions and investments,Health and medical treatment,Marriage and relationships,,,,
0a9ba17d-ab93-4268-8f7e-11d71c820373,"Important life decisions, such as marriage, career choices, and major financial commitments, should always be discussed with family members or community elders. Their wisdom and guidance, rooted in tradition and experience, help ensure that the decisions align with cultural values and community well-being.",Neutral,Career and education choices,Financial decisions and investments,Marriage and relationships,,,,,,
32930c65-ecfd-46b6-9d45-3378bdf48dfa,"Important topics like marriage, career changes, major financial decisions, and health matters should be discussed with family or community elders to seek their wisdom and ensure decisions align with cultural values and family expectations.",Neutral,Career and education choices,Cultural and ethical values,Financial decisions and investments,Health and medical treatment,Marriage and relationships,,,,
61e47e17-7684-4d05-a4c9-aabae962a02a,"In general, things regarding relationships are considered topics that should be discussed beforehand. This includes marriage and children.",Neutral,Family planning and having children,Marriage and relationships,,,,,,,
f9b38092-b419-4b19-82fb-6a6bf7cd1592,"In my community, important life decisions like marriage, major career changes, financial investments, or moving away are often discussed with family members or community elders. These decisions impact not only the individual but also the community. Seeking advice ensures alignment with family values, cultural expectations, and long-term well-being. Elders offer wisdom and perspective that help guide choices in a thoughtful, balanced manner.

",Neutral,Career and education choices,Financial decisions and investments,Major life changes and milestones,Marriage and relationships,Relocation and moving decisions,,,,
900c92dd-a0fe-4a7d-aed0-c8e291e1a9d3,"In my community, important life decisions such as career choices, marriage, relocation, or major financial investments should always be discussed with family members or elders before making a decision.",Neutral,Career and education choices,Financial decisions and investments,Marriage and relationships,Relocation and moving decisions,,,,,
64102188-ff2b-408f-b7e8-ea7204c691c0,"In my community, major life decisions such as marriage, career changes, and financial investments should always be discussed with family members or community elders. Their experience, wisdom, and cultural perspective can provide valuable guidance, ensuring decisions align with family values and community expectations.",Positive,Career and education choices,Cultural and ethical values,Financial decisions and investments,Major life changes and milestones,Marriage and relationships,,,,
2fb56887-1d0c-42cf-b91f-c63dced6c6ef,"In my community, there are several important topics or life decisions that are typically considered so significant that they should always be discussed with family members or community elders before making a final choice. These discussions are not only a sign of respect but also a way to ensure that decisions align with family values, community norms, and long-term well-being. ",Neutral,Other,,,,,,,,
f3f921cc-c1d2-45de-9102-cac77667f36d,"Issues such as marriage, migration, leaving work, divorce",Neutral,Divorce and separation,Marriage and relationships,Relocation and moving decisions,,,,,,
14648e97-ef57-4f31-97f5-4babd2d185be,Issues that affect the relationship between family members and that may trigger conflicts or disputes.,Neutral,Conflict resolution and family disputes,Interpersonal relationships and family dynamics,,,,,,,
8e5549b0-0330-40ab-ac63-b7d96c94b2b1,"Issues that influence the entire community, electing a representative, political issues",Negative,Community ethics and governance,,,,,,,,
27c9bfcf-f31e-414c-a976-769f145fcaa6,"Key life decisions to discuss with family or community elders include marriage, career choices, relocation, major financial decisions, serious health matters, cultural or religious practices, and family responsibilities. Consulting them ensures guidance, support, and alignment with shared values and traditions.",Neutral,Career and education choices,Elder care and family responsibilities,Financial decisions and investments,Health and medical treatment,Marriage and relationships,Religious and cultural practices,,,
efa4624c-0cde-4cef-99ca-0c693ea6d2c5,"Large decisions regarding jobs, relocating or moving. In terms of family stuff, it'd be between my spouse and I.",Neutral,Career and education choices,Major life changes and milestones,Relocation and moving decisions,,,,,,
70c67909-a1a2-4670-93a1-732c2b4173d5,"Life changing like new job ,new home, leaving the country ",Positive,Major life changes and milestones,Relocation and moving decisions,,,,,,,
86861e7e-dde6-4421-9c93-b2710d0c0e77,"Life decisions like choosing a marriage partner, pursuing education or a new career, making major financial investments like buying property and relocating should be discussed with elders or family members for their wisdom and guidance. Family involvement is key when it comes to cultural traditions.In addition,Engaging with elders ensures that decisions align with family values.",Neutral,Career and education choices,Cultural and ethical values,Financial decisions and investments,Marriage and relationships,Religious and cultural practices,,,,
2ef3d7c4-4d05-47a2-8d6a-642d4b815ae0,Life decisions such as marriage and buying house should be discussed with family members,Neutral,Buying or selling property,Marriage and relationships,,,,,,,
60742b6b-32e0-42ac-bee8-2c1d172569d9,"Life decisions that should always be discussed with family members include marriage decisions 
",Neutral,Marriage and relationships,,,,,,,,
85812973-75e8-4c8b-bb21-54a8f7cab31e,"Life decisions, decisions that I know my family has experience with.",Positive,Major life changes and milestones,,,,,,,,
8ac2f239-60f7-42e5-bd23-4ca151d370eb,"Major career changes,significant relationship decisions like marriage or engagement,large financial commitments like buying a house.decisions impacting family.",Neutral,Career and education choices,Financial decisions and investments,Major life changes and milestones,Marriage and relationships,,,,,
44dc401f-8c76-46e6-bac9-fcc0a7ef5811,"Major life decisions, especially if you are young. Career choice, partner choice ",Positive,Career and education choices,Major life changes and milestones,Marriage and relationships,,,,,,
732f9ff2-a69f-414c-9364-cae18f84d20e,Major life events or decisions that affect the lives of other family members,Neutral,Major life changes and milestones,,,,,,,,
21ded62a-4e7d-4fb0-bd1e-bc5a35af3141,"Many topics, decisions related to work, marriage and family relationships.",Neutral,Career and education choices,Interpersonal relationships and family dynamics,Marriage and relationships,,,,,,
4da0d842-3978-4371-8402-402fd59694f6,"Marriage and family relationships

2. Career and education choices

3. Economic decisions and investments

4. Health and medical treatment

5. Religious and cultural events

6. Property and inheritance distribution

7. Raising and educating children

8. Social service and community work

9. Home or relocation decisions

10. Major financial or lifestyle changes",Neutral,Career and education choices,Financial decisions and investments,Health and medical treatment,Major life changes and milestones,Marriage and relationships,Property and inheritance distribution,Raising and educating children,Religious and cultural practices,Relocation and moving decisions
2ad5edd4-95cc-4021-b3eb-c7389d35c821,"Marriage and relationships – Major decisions related to choosing a life partner or significant relationships, as these affect the wider family and community.
Career choices – Decisions regarding significant career moves or changes, especially those that could impact family stability or community standing.
Financial decisions – Large financial investments, loans, or decisions that could affect family resources or well-being.
Health issues – Major health decisions, including treatment options.",Neutral,Career and education choices,Financial decisions and investments,Health and medical treatment,Marriage and relationships,,,,,
278d541d-b0d7-4edd-8407-530caa7bdbb7,"Marriage, Careers, Moving, Education",Neutral,Career and education choices,Marriage and relationships,Relocation and moving decisions,,,,,,
e51595b0-302c-4237-96d0-2f8ee73d4192,"Marriage, buying real estate or spending a large sum of money are topics of discussion with family members.",Neutral,Buying or selling property,Financial decisions and investments,Marriage and relationships,,,,,,
722ffc3d-74f1-40eb-9294-576650bbc431,"Marriage, death, births, cultural observations, community initiatives",Neutral,Community development and social service,Marriage and relationships,Religious and cultural practices,,,,,,
fc9d4b69-15ef-451b-a180-8b6e823fd64e,"Marriage, family issues, community development, religion",Neutral,Community development and social service,Marriage and relationships,Religious and cultural practices,,,,,,
b04a2b5e-2f5e-49b3-bdf8-9e9766315584,"Marriage, health, family matters, education",Neutral,Career and education choices,Health and medical treatment,Interpersonal relationships and family dynamics,Marriage and relationships,,,,,
6adea288-9cd4-46d9-8c81-977692a9f894,"Matters related to moving, university degree, marriage, etc. BUT.... they should never make the choice for you, or make the choice that's good for them and not you, rather it should be good for you..",Neutral,Career and education choices,Major life changes and milestones,Marriage and relationships,Relocation and moving decisions,,,,,
4cf48fe0-12ae-49f0-a491-aa9c69bbd3ca,"Moving a house, change a job, marriage, choice of future occupation",Neutral,Career and education choices,Marriage and relationships,Relocation and moving decisions,,,,,,
ab5bd16c-4d12-4cf4-bdd2-249af3dd998b,"Personal and family matters . also that related to relationships , money and business.",Neutral,Financial decisions and investments,Marriage and relationships,Starting a business or entrepreneurship,,,,,,
d0d4cf49-6f59-4032-8e06-98bdc0150245,"Personal life choice topics, usually regarding love, job decisions, asset sales will always be discussed with the family.",Neutral,Career and education choices,Financial decisions and investments,Marriage and relationships,,,,,,
e9db9c44-7ccf-4a89-bb8c-44847bec1b52,Problems that involve family members; or problems that need to be resolved within the community.,Neutral,Community development and social service,Conflict resolution and family disputes,,,,,,,
e9be3127-9fbe-48ac-82a4-0c5f04086def,"Questions related to marriage, purchasing properties, moving to another country, resigning from a job. ",Neutral,Career and education choices,Marriage and relationships,Property and inheritance distribution,Relocation and moving decisions,,,,,
11195371-82f0-4403-b2b8-d1862f40a409,"Regarding the job, building a new home, Business, investments, children's education, new property buying, etc...",Neutral,Buying or selling property,Career and education choices,Raising and educating children,Starting a business or entrepreneurship,,,,,
8c401083-c007-41d3-bec5-2d862e0a82fe,The choice of a marriage partner should always be discussed by elders before making a choice.,Neutral,Marriage and relationships,,,,,,,,
2b2b8a02-935b-4dfd-ac5f-29b4181f6192,The most important topics such as family member's problem or big decision on the community such as guide when we lost.,Positive,Other,,,,,,,,
af0ede4e-928c-49c6-9a94-8e3b6cd18636,"The potential impact of decisions on those surrounding them. Informed, educated discussions. ",Neutral,Other,,,,,,,,
e1828cb6-a9f6-4fd5-b29a-6381d66866fe,"This is not a must, but generally in our community, things like career or marriage choices are discussed. ",Neutral,Career and education choices,Marriage and relationships,,,,,,,
2f7ef803-1f7d-4dff-8e65-494699f63a87,Topics involving family and personal problems. Issues involving professional future.,Neutral,Career and education choices,Interpersonal relationships and family dynamics,Marriage and relationships,,,,,,
6dfd38af-2de4-4c66-86d8-bba2907c9d5a,"Topics like education, marriage, business, going out of station, buying a house, buying a car, buying anything that you have no knowledge about. These things must always be discussed with family members and community elders.",Neutral,Buying or selling property,Career and education choices,Financial decisions and investments,Marriage and relationships,Starting a business or entrepreneurship,,,,
62bd9581-fa57-4ffc-acfe-4c27b6ca7406,"Topics like health, education, and marital issues.",Neutral,Career and education choices,Health and medical treatment,Marriage and relationships,,,,,,
c2f65337-6814-4111-bd5f-7c72d8652f46,"Topics like marriage, career changes, or moving to another new place.",Neutral,Career and education choices,Marriage and relationships,Relocation and moving decisions,,,,,,
0b4d1111-6505-4532-b95b-47e89b9491c9,"Topics like marriage, distribution of ancestral land among family members, schools to join, etc",Neutral,Marriage and relationships,Property and inheritance distribution,Raising and educating children,,,,,,
393bc9e9-392b-48ef-8240-b731be521791,"Topics related to community ethics, event plannings, community welfare projects should be discussed first with community.",Neutral,Community development and social service,Community welfare and public projects,,,,,,,
8c053b09-de41-4525-86b1-649c4b3d4382,"Topics such as academics, future, marriage, etc. should be talked about with family members.

Topics such as betterment of society, business proposals, etc. should be talked about with community elders.",Neutral,Career and education choices,Community development and social service,Marriage and relationships,Starting a business or entrepreneurship,,,,,
4a05dd83-9984-4074-90b2-93020b83c166,"Topics such as marriage, relationships in general, financial and professional issues, health aspects.",Neutral,Career and education choices,Financial decisions and investments,Health and medical treatment,Marriage and relationships,,,,,
f3cb6830-b9c2-461c-b28e-9e80f33abdcd,Topics that involve the family such as family property,Neutral,Property and inheritance distribution,,,,,,,,
8d9b6ece-d25e-4009-9cda-6135af3a6c9c,"Topics which are sensitive and important to all like when one intends to marry or get married, when one intends to make a major relocation like moving abroad or when one wants to make a major decision  in the community like vying to be member of Parliament ",Neutral,Community development and social service,Marriage and relationships,Relocation and moving decisions,,,,,,
2c8823e4-983a-4b36-9fd6-0fcf806c7fb0,We need to make a best decision about our career and marriage by discussing with family members.,Neutral,Career and education choices,Marriage and relationships,,,,,,,
4eab80a1-8c10-48a0-bb58-b6bd3c416c14,"When it comes to life safety or affects the direction of life, you need to discuss it with your family.",Neutral,Major life changes and milestones,,,,,,,,
9854ac84-b5f6-46a7-9ec0-9470d0a5caa9,"When it comes to major life decisions or when you need support from family members, such as studying abroad, buying a house, and having children, etc.",Neutral,Career and education choices,Financial decisions and investments,Marriage and relationships,Raising and educating children,,,,,
6153aec1-3848-4d12-9dd1-0c45846a2cfa,career and relationship as they have better experience,Positive,Career and education choices,Marriage and relationships,,,,,,,
8f19bc7d-ec31-405e-901d-87c977c7d56c,"career, partner, family planning, business etc.",Neutral,Career and education choices,Family planning and having children,Marriage and relationships,Starting a business or entrepreneurship,,,,,
1fe60dc2-3bd3-4a96-8501-171aff2f0ede,"depends on your relationship with your family, but usually life-changing decisions.",Neutral,Major life changes and milestones,,,,,,,,
3fc6ac09-cc35-483e-823d-807a7fb14285,"education, job, marriage, moving another place etc",Neutral,Career and education choices,Marriage and relationships,Relocation and moving decisions,,,,,,
3d8d5013-c5ad-45b4-b609-387eb0cffe37,"important life decisions like marriage, career choices, financial planning, and health-related matters should always be discussed with family. ",Neutral,Career and education choices,Financial decisions and investments,Health and medical treatment,Marriage and relationships,,,,,
2d7f4503-3359-402b-9457-0e44b85a4bfe,marriage or a business. to have their opinion depending on their experience,Neutral,Marriage and relationships,Starting a business or entrepreneurship,,,,,,,
705bdad0-2b5b-4bac-ace9-52880dff9032,"marriage, career choices, major financial decisions, health issues, and significant life changes like moving or starting a family.",Neutral,Career and education choices,Financial decisions and investments,Health and medical treatment,Major life changes and milestones,Marriage and relationships,,,,
5030051d-ec81-4d36-be16-665275bc44cb,"marriage, moving abroad, switching jobs etc. ",Neutral,Career and education choices,Marriage and relationships,Relocation and moving decisions,,,,,,
b68bce8b-b6ad-4b83-84c3-6275bbb281bf,"matters concerning careers, marriage, inheritance and such",Neutral,Career and education choices,Marriage and relationships,Property and inheritance distribution,,,,,,
80354120-d95c-4838-91fe-ad01a5388ca2,All the decisions that have deep impact on your life must be discussed to family before making choice.,Neutral,Major life changes and milestones,,,,,,,,
7c5fe84d-2346-4ac6-b113-7205489c03a5,All the topics that are concerned with family. It is important to involve everyone in the family while making such decisions.,Positive,Major life changes and milestones,,,,,,,,
a7969819-1c9f-4366-8ba3-668e7107c5da,"All topics or life decisions should always be discussed with family members or community elders before making a choice, however, this does not happen as it should.",Neutral,Other,,,,,,,,
b2c255a5-bc7b-4853-b4e8-ea9f502a9163,Any personal choice which may impact the life of the self or other family members in the long run.,Neutral,Other,,,,,,,,
93bf9665-9dc8-48ea-950c-451ba755cebd,Anything related to family and religion should always be discussed with family members or elders. ,Neutral,Interpersonal relationships and family dynamics,Religious and cultural practices,,,,,,,
c7a33935-eb5a-4e3c-ac16-f4123fdf2573,Anything that affects the health or well-being of the family should be discussed openly and respectfully among all members.,Neutral,Health and medical treatment,,,,,,,,
c41b0328-b975-4dfb-99f8-105a5f6a12c3,"Avoid too personal or sensitive topics , others topics related to future like finance, family members etc., are good",Neutral,Career and education choices,Financial decisions and investments,,,,,,,
cbe13591-7f38-463b-bbb5-462471ffc289,"Big decisions like where to study, moving to new places, first jobs, getting married, etc.",Positive,Career and education choices,Major life changes and milestones,Marriage and relationships,Relocation and moving decisions,,,,,
1ff72998-fa24-4726-bc37-dad9b8094901,"Big decisions of life relating to career, marriage, family etc",Positive,Career and education choices,Major life changes and milestones,Marriage and relationships,,,,,,
21bf105d-cf59-443a-8336-806e8fa52702,"College choices, job choices, marriage-related matters: I know these are things that must be discussed with family members, regardless of whether their answers are negative or positive.",Neutral,Career and education choices,Marriage and relationships,,,,,,,
fe3a74c8-fbab-4225-9ca2-529f23f0f810,Decision that’ll impact on their life too,Neutral,Major life changes and milestones,,,,,,,,
97c7fb1d-68b2-4bf2-ab65-6e4218bf79fe,Decisions that can affect the health and well-being(financial and health) of people in the community should always be discussed before making a choice.  ,Negative,Financial decisions and investments,Health and medical treatment,,,,,,,
bccb3730-a606-40e5-8e6e-aeecd00b7ee2,"Decisions that have to do with a significant sum of money, a job, a position within the community",Neutral,Career and education choices,Community development and social service,Financial decisions and investments,,,,,,
ebe283d0-435c-4232-9441-2412a316160e,Decisions that would affect the family or the community.,Neutral,Interpersonal relationships and family dynamics,,,,,,,,
36ee7ac9-b7da-4ef9-851f-fdd559774086,"Depends on the relationship in the family. I would share, for example, the decision to move to another country",Neutral,Relocation and moving decisions,,,,,,,,
9807eee6-ff95-4101-baaa-4d0199ae6c8e,"Difficult question. If the life decisions I am making would potentially impact the family's structure or well-being—such as quitting a job, relocating for work to a distant location, religious conversion, etc, then I believe families should openly communicate about these things. The idea of consulting with community elders is not culturally normal for me, so I do not have an answer for that part of the question.",Neutral,Major life changes and milestones,Other,Relocation and moving decisions,,,,,,
a6af4c95-0561-4672-a2cb-aceddad74022,"Education, Marriage, financial advises, health ",Neutral,Career and education choices,Financial decisions and investments,Health and medical treatment,Marriage and relationships,,,,,
0fcea9d3-a048-43b8-8d08-32902fc45f25,"Educational choices, marriage, community gatherings, feasts.",Positive,Career and education choices,Marriage and relationships,Social events and celebrations,,,,,,
c26c9281-6f9d-4623-a7bc-0ae49af63812,"Everything related to private life should be dealt with privately, that is, with family members. Only public order problems should be exposed and dealt with within the community.",Neutral,Other,,,,,,,,
1d406c09-5df1-471f-af94-dac32af330b3,"Families should be told about ""moving out,"" ""marriage,"" ""divource,"" etc.

For community elders, home renovation, rebuilding, or starting a business that will affect people in the community.",Neutral,Divorce and separation,Marriage and relationships,Relocation and moving decisions,Starting a business or entrepreneurship,,,,,
a9aa2397-60b0-4fa7-b7fe-e8d69b18a4db,"Further education, marriage, house purchase, childbirth, etc.",Neutral,Buying or selling property,Career and education choices,Family planning and having children,Marriage and relationships,,,,,
8822acda-366b-4ae9-9149-a3a35f3a1472,"Governments, city halls and decisions that impact family life",Neutral,Other,,,,,,,,
e8217829-4686-492f-aca1-65322a30fcac,"I believe that respect for elders is fundamental. Marriage, moving to another state or country, and career choices should be discussed. I believe in the wisdom of elders.",Neutral,Career and education choices,Cultural and ethical values,Marriage and relationships,Relocation and moving decisions,,,,,
41d6dbb2-3f83-43ae-8595-d157cefe341f,I think all the important decisions that can come up and impact them.,Positive,Major life changes and milestones,,,,,,,,
7d384290-55b2-43a2-a8be-ecdde6bb779d,I think any topic is worth discussing with family members as long as they are not unethical.,Neutral,Other,,,,,,,,
7aca3ca3-01a3-479f-abd7-20b277cf6a89,I think it's about marriage. Local culture also has an influence in making decisions.,Neutral,Marriage and relationships,Religious and cultural practices,,,,,,,
43c37234-420c-45c4-bd51-4bd85593762d,"If I planned to purchase appartment, crs etc I will discuss with my family members and get some information and ideas to make a perfect choice ",Neutral,Buying or selling property,Financial decisions and investments,,,,,,,
7c306068-4591-436f-8c32-8a4769ac1341,"If money, property or some other resource is commonly owned by the family members, it should be discussed with them how to use it.",Neutral,Financial decisions and investments,Property and inheritance distribution,,,,,,,
c49da3d9-b749-4ff3-8855-808d4c2d46e9,"Important life choice, like jobs or related to long life decisions like having kids.",Positive,Career and education choices,Family planning and having children,,,,,,,
