Question ID,Question Text,Response Text,Divergence Score,Min Segment,Min Agreement,Max Segment,Max Agreement
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?","I would like it to be casual.

To be like a friend.

",0.3578,Central Asia,0.1000,O7: Philippines,0.8200
011f550f-119c-49da-8ff7-c78ac03ba1c8,When should an AI defer to human wisdom or community leaders rather than providing its own answers?,When discussing about historical events ,0.3531,Central America,0.2100,O7: Bangladesh,0.9300
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?","I prefer it to be more casual, get straight to the point and more diverse in terms of areas of expertise. ",0.3521,Central Asia,0.1000,O7: Korea South,0.8100
dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,"Marriage

Ownership 

Selling ancestral property ",0.3510,Central America,0.2200,O1: Arabic,0.9400
dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,"Marriage

Buying land

",0.3510,Central America,0.2200,O1: Arabic,0.9400
8731ac10-c2d7-49ea-b951-eb226fa2be2b,"If an AI assistant makes a cultural mistake, what would be the most appropriate way for it to acknowledge and correct the error?",Reedit and move back to books for more knowledge and information ,0.3470,O7: Kazakhstan,0.2200,O7: Philippines,0.9300
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?","Casual, detailed explanations, depends 

",0.3421,O7: Kazakhstan,0.0500,O7: Philippines,0.7600
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?","To be more casual 

Depends whether I want explanation or straight to the point 

Yes

Yes",0.3421,Central Asia,0.0500,O7: Philippines,0.7600
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",i prefer a casual response with lots of detail as a mentor,0.3421,Central Asia,0.0500,O7: Philippines,0.7600
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,"I’d want the AI to understand the context of my situation and approach tasks or challenges with a sense of empathy, especially if they’re personal or sensitive. It should be considerate of my needs, goals, and any pressures I might be facing.",0.3406,O7: Kazakhstan,0.2100,O2: 56-65,0.9000
0fa377dc-add4-4478-b962-afe20aa744f5,"If you could have your AI  think, behave / respond  like any person in the world, who would it be and why?","no person specifically, but if asked it should behave like somebody who has a lot of wisdom that could help me with day to day things",0.3387,O7: Canada,0.1900,Oceania,0.8700
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",casual. I want to get straight answer. I dont want specific role. no need to focus,0.3376,Central Asia,0.2000,O7: Philippines,0.8800
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?","• I would prefer more casual in its responses

• get straight to the point

• yes, take on a specific role

• focus on areas of expertise ",0.3376,Central Asia,0.2000,O7: Philippines,0.8800
488fe534-c05c-47e1-a979-a38d1a20a2c4,"In your culture, what makes a conversation feel respectful and appropriate? Describe specific ways of speaking or interacting that show respect.","For me, a conversation is respectful when there is no interference in sensitive personal issues. It is important that there is always respect for other people's points of view in a conversation.",0.3376,Central Asia,0.2000,O7: Philippines,0.8800
488fe534-c05c-47e1-a979-a38d1a20a2c4,"In your culture, what makes a conversation feel respectful and appropriate? Describe specific ways of speaking or interacting that show respect.",Yes. 99% of the times it must be respectful ,0.3376,Central Asia,0.2000,O7: Philippines,0.8800
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?","I'd rather it be more casual, get straight to the point and be focused on certain topics.",0.3376,Central Asia,0.2000,O7: Philippines,0.8800
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?","I prefer a more casual response and straight to the point. If I want details I will ask for it. Not sure what I would want in terms of a specific role, but I want it to know about most topics

",0.3376,Central Asia,0.2000,O7: Philippines,0.8800
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?","please respond casual as a normal conversation between friends provide medium detailed answers and focus on areas of expertise 

",0.3347,Central Asia,0.1500,O7: Philippines,0.8200
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?","-be casual and polite

-Get to the point

-Take on the role of a journalist reporting news",0.3347,Central Asia,0.1500,O7: Philippines,0.8200
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Should be more formal and get straight to the point while taking the role as an editor while focusing on the areas of expertise ,0.3347,Central Asia,0.1500,O7: Philippines,0.8200
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?","1. if it's regarding to work, a formal type of responses would be definitely better

2. straight to the point of my question is going to be my ideal, if i need further explanation i can always ask for more

3. coach

4. online game",0.3347,Central Asia,0.1500,O7: Philippines,0.8200
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?","I prefer casual talk, getting straight to the point, no specific role needed",0.3347,Central Asia,0.1500,O7: Philippines,0.8200
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,"Religion is often misunderstood by AI. Especially Islam. There are certain contradicting topics in Islam such as Gay marriage,  men being superior than women and alcohol consumption. Every religion has it's reasons behind what is wnats it;s followers to believe. Instead of blaming the religion for supporting something or forbiding something, AI should help everyone understand the reasoning behind why the religion supports what it supports. This will reduce hate crimes.",0.3332,O6: Judaism,0.1300,O7: Bangladesh,0.8000
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,"It is convenient for interpersonal communication and religious beliefs. There are huge differences between China and the West. If you use the AI's answer to communicate with others, the effect may be poor. Because the West is more outgoing and cheerful, while Chinese interpersonal communication is more introverted and implicit.

I think AI needs to enhance the training of different cultural data and update the database in a timely manner.",0.3332,O6: Judaism,0.1300,O7: Bangladesh,0.8000
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,"Marriage , investment , religion, sexual things , by having a data base for these things",0.3332,O6: Judaism,0.1300,O7: Bangladesh,0.8000
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,"- the idea of god

- the AI can adapt by processing the indian raw data which might help in creating better models",0.3332,O6: Judaism,0.1300,O7: Bangladesh,0.8000
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,"maybe when it comes to our religion, the way we view the world through those lenses. AI should learn how people of this culture see the wrold.",0.3332,O6: Judaism,0.1300,O7: Bangladesh,0.8000
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,The emotions and expressions of persons. AI can collect the data of that alongside ,0.3332,O6: Judaism,0.1300,O7: Bangladesh,0.8000
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,"For AI to work effectively in my culture, it must be adaptable, context aware, and capable of balancing neutrality with cultural sensitivity. I think the religious topic can be misunderstood.",0.3332,O6: Judaism,0.1300,O7: Bangladesh,0.8000
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,"Any religion aspect 

Ai should handle it with care and not offend the user .",0.3332,O6: Judaism,0.1300,O7: Bangladesh,0.8000
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,I have never asked AI for help on religious matters but i think it will help if AI adapts according to the person’s religion ,0.3332,O6: Judaism,0.1300,O7: Bangladesh,0.8000
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,"May be some of the Islamic rules. In our religion, there are certain things which we need to believe and do. AI should understand that it's in our religion and we must follow these",0.3332,O6: Judaism,0.1300,O7: Bangladesh,0.8000
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Who can provide the reliable sources,0.3332,O7: Bangladesh,0.2000,O7: Pakistan,0.8700
dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,"Decision to marry, inheritance,selling of ancestral land ",0.3317,Central America,0.2800,O1: Arabic,1.0000
488fe534-c05c-47e1-a979-a38d1a20a2c4,"In your culture, what makes a conversation feel respectful and appropriate? Describe specific ways of speaking or interacting that show respect.","For example, calling the other party you",0.3317,Central Asia,0.2500,O7: Philippines,0.9400
0b8bb518-a5b5-4298-bdb4-886c3ca3de61,"Name some things that you would like AI to have in common with you, and some things that you would like AI to do differently to you?",It just need to provide all the information that I asked for,0.3305,Central America,0.2200,O7: Canada,0.8900
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,"If I'm in a difficult situation or not feeling well, let him try to understand these feelings",0.3298,O7: Kazakhstan,0.1600,O7: Philippines,0.8200
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,I want to ai give me variety of advice and give thought full answer ,0.3298,55+,0.1600,O7: Philippines,0.8200
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,Tough question. I can't formulate or think about it. I believe that the way AI works today already serves me very well.,0.3298,55+,0.1600,O7: Philippines,0.8200
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,AI needs to take into account the actual circumstances of my life.,0.3298,55+,0.1600,O7: Philippines,0.8200
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,"Realistic tasks, plans, and timelines. Life tasks have little to do with principles or values really.",0.3298,55+,0.1600,O7: Philippines,0.8200
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,This is a very broad question. Things like which is a more appropriate action in different situations (should I wear black to a wedding?),0.3276,O6: Judaism,0.1300,O6: Buddhism,0.7900
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,cultural believes might be misunderstood and ai can adapt through creating awareness by publicly revealing all cultural believes ,0.3276,O6: Judaism,0.1300,Central Asia,0.7900
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,Issues like abortion and stupidness of americans. ,0.3276,O6: Judaism,0.1300,O6: Buddhism,0.7900
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,"The aspects include how people dress, marry or interact. The should adapt by constant training. ",0.3276,O6: Judaism,0.1300,Central Asia,0.7900
4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",I'm not using it for anything,0.3276,O7: Bangladesh,0.1300,Northern Africa,0.7900
698f42dd-1081-4959-9751-ca010cc43e42,Would you want your AI to be tailored to your local context? What would that look like?,I'm not sure what the question is. What is my local context?,0.3262,O7: Philippines,0.1200,O7: Germany,0.7800
be954f04-5ef3-428c-97a7-cd0fa44ad182,Is there anything about your life or your cultures that you would like your AI to know about you?,i love rock music and playing games,0.3250,O7: Germany,0.0600,O6: Buddhism,0.7400
4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",its working perfectly for me but i want it to be more realistic,0.3250,O7: Bangladesh,0.0600,O7: Kazakhstan,0.7400
be954f04-5ef3-428c-97a7-cd0fa44ad182,Is there anything about your life or your cultures that you would like your AI to know about you?,"what i have alergic, what is my weak points to come over and backup me",0.3240,O2: 56-65,0.1500,O7: Philippines,0.8000
0fa377dc-add4-4478-b962-afe20aa744f5,"If you could have your AI  think, behave / respond  like any person in the world, who would it be and why?","Swami Vivekananda because of their belief in humanity, universal brotherhood, wisdom, calmness, compassion, optimism, humour, faith, mindfulness",0.3240,O7: Canada,0.1500,Oceania,0.8000
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,make more effort to give information on different cultures to AI and let it learn. ,0.3219,O6: Judaism,0.1300,O7: Kazakhstan,0.7800
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,Probably things like marriage and cultural rules. It should consult the youths and elders from the specific society.,0.3219,O6: Judaism,0.1300,O1: Arabic,0.7800
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,The whole culture thing.Ai should be given all the culture informations to adapt,0.3219,O6: Judaism,0.1300,O7: Kazakhstan,0.7800
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,"In my culture there's a concept of aging opinions.
The older an opinion, an outlook, interpretation is more weight it holds. meaning its age is a factor.",0.3219,O6: Judaism,0.1300,O7: Kazakhstan,0.7800
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,The way people dress or conduct traditional activities. The AI should adapt by constant training. ,0.3219,O6: Judaism,0.1300,O7: Kazakhstan,0.7800
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,AI should adapt by understanding the history of Indian culture including important festivals celebrated across the country and religious beliefs.,0.3219,O6: Judaism,0.1300,O1: Arabic,0.7800
8731ac10-c2d7-49ea-b951-eb226fa2be2b,"If an AI assistant makes a cultural mistake, what would be the most appropriate way for it to acknowledge and correct the error?",Telling him he is wrong and making him feel,0.3219,O7: Pakistan,0.1300,O6: Other religious group,0.7800
011f550f-119c-49da-8ff7-c78ac03ba1c8,When should an AI defer to human wisdom or community leaders rather than providing its own answers?,when solving problem that have cultural way of solving,0.3212,Central America,0.2600,O7: Bangladesh,0.9300
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,"Explain your thoughts to others on a written basis (e.g. texts, emails)  rather than talk directly.
Important to listen to others first and try to understand.",0.3198,O7: Germany,0.1700,O7: Pakistan,0.8100
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,AI should be answer formal and in local context most of the time like starts conversation from world Namaste and end it with Namaste.,0.3184,O7: Kazakhstan,0.1100,O7: Philippines,0.7600
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,"I think I wouldn't like AI to have values, because that would take away its artificial status, trying to make it more human. I prefer that distance and difference be maintained.",0.3184,O7: Kazakhstan,0.1100,O7: Philippines,0.7600
dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,"marriage, buying land and a car",0.3181,Southern Europe,0.2700,O1: Arabic,0.9400
dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,"Marriage,buying land ",0.3181,Southern Europe,0.2700,O1: Arabic,0.9400
8731ac10-c2d7-49ea-b951-eb226fa2be2b,"If an AI assistant makes a cultural mistake, what would be the most appropriate way for it to acknowledge and correct the error?",Acknowledging someone and reassurance is only way to identifying the correct culture.,0.3181,O7: Philippines,0.2700,O7: Kazakhstan,0.9400
dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,"sex, menstruation, very personal topics",0.3161,O1: Russian,0.2300,O7: Pakistan,0.8700
0b8bb518-a5b5-4298-bdb4-886c3ca3de61,"Name some things that you would like AI to have in common with you, and some things that you would like AI to do differently to you?","I don't want it to have anything in common or different from my personality, I just want it to give factual answers",0.3146,Central America,0.1700,O7: Philippines,0.8000
be954f04-5ef3-428c-97a7-cd0fa44ad182,Is there anything about your life or your cultures that you would like your AI to know about you?," I would like AI to know that life and cultures are deeply personal, diverse, and interconnected, shaped by history, traditions, values, and experiences unique to each individual and community. I’d want AI to understand that my identity, beliefs, and decisions are influenced by my cultural background, relationships, and personal journey, and that these factors deserve respect and sensitivity.",0.3130,O7: Germany,0.2200,O2: 56-65,0.8500
0fa377dc-add4-4478-b962-afe20aa744f5,"If you could have your AI  think, behave / respond  like any person in the world, who would it be and why?","I don't have an exact person in mind but someone who is strong minded, vegan, an atheist and cares about the environment. ",0.3130,O7: Canada,0.1500,O7: Germany,0.7800
be954f04-5ef3-428c-97a7-cd0fa44ad182,Is there anything about your life or your cultures that you would like your AI to know about you?,"Understanding when, where, and how I was raised informs what my strengths and/or blind spots are.",0.3130,O7: Germany,0.2200,O2: 56-65,0.8500
be954f04-5ef3-428c-97a7-cd0fa44ad182,Is there anything about your life or your cultures that you would like your AI to know about you?,"I want AI to understand the social norms like marriage, societies in my context ",0.3130,O7: Germany,0.2200,O2: 56-65,0.8500
8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,"i dont think ai should have much focus on demostrating this or that. if something relevant comes up as part of a answer, it should be mentinoed. otherwise, not.",0.3122,55+,0.2500,Central America,0.8900
488fe534-c05c-47e1-a979-a38d1a20a2c4,"In your culture, what makes a conversation feel respectful and appropriate? Describe specific ways of speaking or interacting that show respect.","not using fowl language. other than that, it's a robot",0.3122,O6: Buddhism,0.2500,O1: Arabic,0.8900
dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,Before marriage and buy property,0.3111,Central America,0.2800,O1: Arabic,0.9400
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust","Due to current shift in belief.  Nowadays it depends on the hierarchy of the person I terms of their age, wealth and community they come from.",0.3111,O7: Kazakhstan,0.0600,O1: Arabic,0.7200
dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,"Nothing, there is nothing that is always discussed, although some certain topics tends to be discussed with community members they are not mandatory.",0.3111,O1: Arabic,0.0600,Central America,0.7200
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",If they have a lot of knowledge about that matter,0.3111,O7: Kazakhstan,0.0600,O1: Arabic,0.7200
dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,"nothing, decisions must come from you alone",0.3111,O1: Arabic,0.0600,Central America,0.7200
0fa377dc-add4-4478-b962-afe20aa744f5,"If you could have your AI  think, behave / respond  like any person in the world, who would it be and why?","I don't know, I wouldn't like her to be so human.",0.3100,O1: Arabic,0.1900,O7: Canada,0.8100
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,"This depends on the nature of the question or queries asked. I would avoid AI assistant on important tasks in my life, but if necessary then I would ask AI assistant to assist on important tasks in my life.",0.3098,55+,0.2000,O7: Philippines,0.8200
4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?","I use it for efficiency and streamlining. I do not trust it for quality control, however. ",0.3098,O7: Philippines,0.1800,O7: Pakistan,0.8000
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,"In some situations, the most preferred response may not be the suitable response. The AI should also be legally and morally correct.",0.3098,O7: Kazakhstan,0.2600,O2: 56-65,0.9000
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,I want AI to consider my values and cultural principles while interacting.,0.3098,O7: Kazakhstan,0.2600,O2: 56-65,0.9000
4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",I have only used ChatGPT a few times to help with writer's block. I am interested in trying some of the graphic design AI features in the future.,0.3098,O7: Philippines,0.1800,O7: Pakistan,0.8000
4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",I am usinv Ai mainly for learning and crwativity. It has helped alot in my academics but one can not totally rely on it,0.3098,O7: Philippines,0.1800,O7: Pakistan,0.8000
dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?, honesty respect discipline ,0.3098,O7: Kazakhstan,0.1800,O2: 56-65,0.8000
8731ac10-c2d7-49ea-b951-eb226fa2be2b,"If an AI assistant makes a cultural mistake, what would be the most appropriate way for it to acknowledge and correct the error?",Through dialogue with the person and learning,0.3094,Central Asia,0.2100,O7: Germany,0.8300
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,I would want AI to get my profile and also to know my likes and dislikes and assist me accordingly.  I would love for it to be a friend who listens and does not judge.,0.3094,O7: Kazakhstan,0.2100,O6: Buddhism,0.8300
488fe534-c05c-47e1-a979-a38d1a20a2c4,"In your culture, what makes a conversation feel respectful and appropriate? Describe specific ways of speaking or interacting that show respect.","Avoiding triggering topics, give and take, not being dismissive.",0.3085,Southern Europe,0.2200,O1: Arabic,0.8400
