Question ID,Question Text,All,44+,55+,Africa,Asia,Caribbean,Central America,Central Asia,Eastern Africa,Eastern Asia,Eastern Europe,Europe,Middle Africa,North America,Norther Europe,Northern Africa,Northern America,O1: Arabic,O1: Chinese (China),O1: English,O1: French,O1: Hindi,O1: Portuguese (Brazil),O1: Russian,O1: Spanish,O2: &lt;18,O2: 18-25,O2: 26-35,O2: 36-45,O2: 46-55,O2: 56-65,O2: 65+,O3: Female,O3: Male,O3: Non-binary,O3: Other / prefer not to say,O4: Rural,O4: Suburban,O4: Urban,O5: Equally concerned and excited,O5: More concerned than excited,O5: More excited than concerned,O6: Buddhism,O6: Christianity,O6: Hinduism,O6: I do not identify with any religious group or faith,O6: Islam,O6: Judaism,O6: Other religious group,O6: Sikhism,O7: Afghanistan,O7: Albania,O7: Algeria,O7: Andorra,O7: Angola,O7: Antigua & Deps,O7: Argentina,O7: Armenia,O7: Australia,O7: Austria,O7: Azerbaijan,O7: Bahamas,O7: Bahrain,O7: Bangladesh,O7: Barbados,O7: Belarus,O7: Belgium,O7: Belize,O7: Benin,O7: Bhutan,O7: Bolivia,O7: Bosnia Herzegovina,O7: Botswana,O7: Brazil,O7: Brunei,O7: Bulgaria,O7: Burkina,O7: Burundi,O7: Cambodia,O7: Cameroon,O7: Canada,O7: Cape Verde,O7: Central African Rep,O7: Chad,O7: Chile,O7: China,O7: Colombia,O7: Comoros,O7: Congo,O7: Congo {Democratic Rep},O7: Costa Rica,O7: Croatia,O7: Cuba,O7: Cyprus,O7: Czech Republic,O7: Denmark,O7: Djibouti,O7: Dominica,O7: Dominican Republic,O7: East Timor,O7: Ecuador,O7: Egypt,O7: El Salvador,O7: Equatorial Guinea,O7: Eritrea,O7: Estonia,O7: Ethiopia,O7: Fiji,O7: Finland,O7: France,O7: Gabon,O7: Gambia,O7: Georgia,O7: Germany,O7: Ghana,O7: Greece,O7: Grenada,O7: Guatemala,O7: Guinea,O7: Guinea-Bissau,O7: Guyana,O7: Haiti,O7: Honduras,O7: Hungary,O7: Iceland,O7: India,O7: Indonesia,O7: Iran,O7: Iraq,O7: Ireland {Republic},O7: Israel,O7: Italy,O7: Ivory Coast,O7: Jamaica,O7: Japan,O7: Jordan,O7: Kazakhstan,O7: Kenya,O7: Kiribati,O7: Korea North,O7: Korea South,O7: Kosovo,O7: Kuwait,O7: Kyrgyzstan,O7: Laos,O7: Latvia,O7: Lebanon,O7: Lesotho,O7: Liberia,O7: Libya,O7: Liechtenstein,O7: Lithuania,O7: Luxembourg,O7: Macedonia,O7: Madagascar,O7: Malawi,O7: Malaysia,O7: Maldives,O7: Mali,O7: Malta,O7: Marshall Islands,O7: Mauritania,O7: Mauritius,O7: Mexico,O7: Micronesia,O7: Moldova,O7: Monaco,O7: Mongolia,O7: Montenegro,O7: Morocco,O7: Mozambique,"O7: Myanmar, {Burma}",O7: Namibia,O7: Nauru,O7: Nepal,O7: Netherlands,O7: New Zealand,O7: Nicaragua,O7: Niger,O7: Nigeria,O7: Norway,O7: Oman,O7: Pakistan,O7: Palau,O7: Palestine,O7: Panama,O7: Papua New Guinea,O7: Paraguay,O7: Philippines,O7: Poland,O7: Portugal,O7: Qatar,O7: Romania,O7: Russian Federation,O7: Rwanda,O7: Saint Vincent & the Grenadines,O7: Samoa,O7: San Marino,O7: Sao Tome & Principe,O7: Saudi Arabia,O7: Senegal,O7: Serbia,O7: Seychelles,O7: Sierra Leone,O7: Singapore,O7: Slovakia,O7: Slovenia,O7: Solomon Islands,O7: Somalia,O7: South Africa,O7: South Sudan,O7: Spain,O7: Sri Lanka,O7: St Kitts & Nevis,O7: St Lucia,O7: Sudan,O7: Suriname,O7: Swaziland,O7: Sweden,O7: Switzerland,O7: Syria,O7: Taiwan,O7: Tajikistan,O7: Tanzania,O7: Thailand,O7: Togo,O7: Tonga,O7: Trinidad & Tobago,O7: Tunisia,O7: Turkey,O7: Turkmenistan,O7: Tuvalu,O7: Uganda,O7: Ukraine,O7: United Arab Emirates,O7: United Kingdom,O7: United States,O7: Uruguay,O7: Uzbekistan,O7: Vanuatu,O7: Vatican City,O7: Venezuela,O7: Vietnam,O7: Yemen,O7: Zambia,O7: Zimbabwe,Oceania,South America,South Eastern Asia,Souther Asia,Southern Africa,Southern Europe,Western Africa,Western Asia,Western Europe
4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",1036,110,25,223,449,1,19,20,177,69,33,150,1,114,50,33,94,19,69,797,11,5,32,32,71,0,303,450,173,85,21,4,519,502,9,6,74,274,688,560,115,361,24,374,138,273,171,26,24,6,0,0,8,0,1,0,1,0,14,1,0,0,0,16,0,0,3,0,0,0,0,0,0,34,0,0,0,0,0,0,29,0,0,0,47,41,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,13,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,197,37,0,0,3,34,12,0,0,14,0,19,167,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,19,0,0,0,0,0,13,0,0,0,0,0,6,2,0,0,0,1,0,20,0,0,0,0,0,17,7,1,0,0,10,0,0,0,0,0,3,0,0,0,0,7,10,0,0,0,12,0,7,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,9,0,0,0,5,4,39,65,0,1,0,0,1,8,0,0,1,17,83,76,234,12,23,0,50,44
d7dfa441-6294-4929-9fa8-a6b2e8224d18,"Think about your goals:
Would you prefer responses that encourage discussion or just give direct answers?",1032,110,25,222,446,1,19,20,176,67,33,150,1,114,50,33,94,19,68,794,11,5,32,32,71,0,303,446,173,85,21,4,517,500,9,6,74,271,687,557,114,361,24,373,137,271,171,26,24,6,0,0,8,0,1,0,1,0,14,1,0,0,0,16,0,0,3,0,0,0,0,0,0,34,0,0,0,0,0,0,29,0,0,0,47,40,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,13,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,196,37,0,0,3,34,12,0,0,14,0,19,166,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,19,0,0,0,0,0,13,0,0,0,0,0,6,2,0,0,0,1,0,20,0,0,0,0,0,17,7,1,0,0,10,0,0,0,0,0,3,0,0,0,0,7,10,0,0,0,12,0,7,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,9,0,0,0,5,4,39,65,0,1,0,0,1,8,0,0,1,17,83,76,233,12,23,0,50,44
387627e5-48a0-47e6-b740-6a74330c7ccf,Imagine you're working with an AI assistant on important tasks in your life. What principles or values would you want this AI to consistently demonstrate in all its interactions?,1027,110,25,222,442,1,19,20,176,65,32,149,1,114,50,33,94,19,67,790,11,5,32,32,71,0,299,445,173,85,21,4,516,496,9,6,74,271,682,555,114,358,24,372,137,269,170,25,24,6,0,0,8,0,1,0,1,0,14,1,0,0,0,16,0,0,3,0,0,0,0,0,0,34,0,0,0,0,0,0,29,0,0,0,47,39,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,13,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,196,37,0,0,3,33,12,0,0,13,0,19,166,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,19,0,0,0,0,0,13,0,0,0,0,0,6,2,0,0,0,1,0,19,0,0,0,0,0,17,7,1,0,0,10,0,0,0,0,0,3,0,0,0,0,7,10,0,0,0,12,0,7,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,9,0,0,0,4,4,39,65,0,1,0,0,1,8,0,0,1,17,83,76,232,12,23,0,49,44
488fe534-c05c-47e1-a979-a38d1a20a2c4,"In your culture, what makes a conversation feel respectful and appropriate? Describe specific ways of speaking or interacting that show respect.",1018,110,25,221,435,1,19,20,175,65,32,149,1,114,50,33,94,19,67,782,11,5,32,32,70,0,297,439,172,85,21,4,512,491,9,6,72,266,680,551,111,356,24,370,135,268,166,25,24,6,0,0,8,0,1,0,1,0,14,1,0,0,0,16,0,0,3,0,0,0,0,0,0,34,0,0,0,0,0,0,29,0,0,0,46,39,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,13,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,194,36,0,0,3,33,12,0,0,13,0,19,165,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,19,0,0,0,0,0,13,0,0,0,0,0,6,2,0,0,0,1,0,17,0,0,0,0,0,16,7,1,0,0,10,0,0,0,0,0,3,0,0,0,0,7,10,0,0,0,12,0,7,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,8,0,0,0,4,4,39,65,0,1,0,0,1,8,0,0,1,17,82,74,228,12,23,0,48,44
722cf427-d884-477e-94a7-5c734b30acba,"What topics or types of advice should an AI never give in your cultural context, even if asked?",1011,109,25,219,431,1,19,20,173,65,32,149,1,113,50,33,93,18,67,777,11,4,32,32,70,0,296,435,171,84,21,4,511,485,9,6,72,265,674,547,110,354,24,368,134,266,164,25,24,6,0,0,8,0,1,0,1,0,14,1,0,0,0,16,0,0,3,0,0,0,0,0,0,34,0,0,0,0,0,0,28,0,0,0,46,39,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,13,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,193,36,0,0,3,33,12,0,0,13,0,19,163,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,19,0,0,0,0,0,13,0,0,0,0,0,6,2,0,0,0,1,0,16,0,0,0,0,0,16,7,1,0,0,10,0,0,0,0,0,2,0,0,0,0,7,10,0,0,0,12,0,7,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,7,0,0,0,4,4,39,65,0,1,0,0,1,8,0,0,1,17,82,74,226,12,23,0,46,44
011f550f-119c-49da-8ff7-c78ac03ba1c8,When should an AI defer to human wisdom or community leaders rather than providing its own answers?,1005,106,24,218,428,1,19,20,172,64,32,149,1,112,50,33,92,18,67,771,11,4,32,32,70,0,296,433,170,82,20,4,508,482,9,6,71,263,671,544,110,351,24,365,133,265,163,25,24,6,0,0,8,0,1,0,1,0,13,1,0,0,0,15,0,0,3,0,0,0,0,0,0,34,0,0,0,0,0,0,28,0,0,0,46,39,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,13,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,192,36,0,0,3,33,12,0,0,12,0,19,162,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,19,0,0,0,0,0,13,0,0,0,0,0,6,2,0,0,0,1,0,16,0,0,0,0,0,16,7,1,0,0,10,0,0,0,0,0,2,0,0,0,0,7,10,0,0,0,12,0,7,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,7,0,0,0,4,4,39,64,0,1,0,0,1,8,0,0,1,16,82,74,224,12,23,0,46,44
7c99e894-35e0-4309-99dc-946107d70555,Describe how people in your community typically approach solving complex problems. What steps or considerations are most important?,998,106,24,216,425,1,19,20,170,64,32,148,1,112,49,33,92,18,66,766,11,4,32,32,69,0,295,430,167,82,20,4,504,479,9,6,71,262,665,542,109,347,24,362,133,262,163,24,24,6,0,0,8,0,1,0,1,0,13,1,0,0,0,15,0,0,3,0,0,0,0,0,0,34,0,0,0,0,0,0,28,0,0,0,45,39,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,13,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,192,36,0,0,3,31,12,0,0,12,0,19,161,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,19,0,0,0,0,0,13,0,0,0,0,0,6,2,0,0,0,1,0,16,0,0,0,0,0,15,7,1,0,0,10,0,0,0,0,0,2,0,0,0,0,7,10,0,0,0,12,0,7,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,7,0,0,0,4,4,38,64,0,1,0,0,1,8,0,0,0,16,81,73,224,12,23,0,44,44
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,988,105,24,214,419,1,19,19,168,63,32,147,1,111,49,33,91,18,65,759,10,4,32,31,69,0,291,427,165,81,20,4,499,474,9,6,71,259,658,534,109,345,24,361,130,258,162,24,23,6,0,0,8,0,1,0,1,0,13,1,0,0,0,15,0,0,3,0,0,0,0,0,0,34,0,0,0,0,0,0,28,0,0,0,45,38,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,12,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,189,35,0,0,3,31,12,0,0,12,0,18,159,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,19,0,0,0,0,0,13,0,0,0,0,0,6,2,0,0,0,1,0,16,0,0,0,0,0,15,7,1,0,0,10,0,0,0,0,0,2,0,0,0,0,7,10,0,0,0,12,0,7,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,7,0,0,0,4,4,38,63,0,1,0,0,1,8,0,0,0,16,81,72,221,12,23,0,44,43
db83c655-224a-47ed-a49b-9ab2f0769a48,What aspects of your culture might be misunderstood by an AI system trained primarily on Western data? How should the AI adapt?,981,104,24,212,417,1,19,19,166,63,32,147,1,111,49,33,91,18,65,754,10,4,31,31,68,0,290,424,163,80,20,4,494,472,9,6,70,259,652,530,109,342,24,357,129,258,161,23,23,6,0,0,8,0,1,0,1,0,12,1,0,0,0,15,0,0,3,0,0,0,0,0,0,33,0,0,0,0,0,0,28,0,0,0,44,38,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,12,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,188,35,0,0,3,30,12,0,0,12,0,18,157,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,19,0,0,0,0,0,13,0,0,0,0,0,6,2,0,0,0,1,0,16,0,0,0,0,0,15,7,1,0,0,10,0,0,0,0,0,2,0,0,0,0,7,10,0,0,0,12,0,7,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,7,0,0,0,4,4,38,63,0,1,0,0,1,8,0,0,0,15,79,72,220,12,23,0,43,43
8f8d38fa-62b9-4c7a-ba0c-194d6cad5f90,How should an AI assistant demonstrate that it understands and respects your cultural heritage while still being helpful with modern tasks?,976,104,24,211,415,1,18,19,165,63,32,146,1,110,49,33,91,18,65,750,10,4,31,31,67,0,289,422,161,80,20,4,490,471,9,6,70,258,648,526,109,341,23,354,129,258,160,23,23,6,0,0,8,0,1,0,1,0,12,1,0,0,0,15,0,0,3,0,0,0,0,0,0,33,0,0,0,0,0,0,28,0,0,0,44,38,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,12,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,188,35,0,0,3,30,12,0,0,12,0,18,156,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,18,0,0,0,0,0,13,0,0,0,0,0,6,2,0,0,0,1,0,16,0,0,0,0,0,15,7,1,0,0,10,0,0,0,0,0,2,0,0,0,0,7,10,0,0,0,12,0,6,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,6,0,0,0,4,4,38,63,0,1,0,0,1,8,0,0,0,15,79,71,220,12,22,0,42,43
8731ac10-c2d7-49ea-b951-eb226fa2be2b,"If an AI assistant makes a cultural mistake, what would be the most appropriate way for it to acknowledge and correct the error?",972,104,24,209,413,1,18,19,163,63,32,146,1,110,49,33,91,18,65,746,10,4,31,31,67,0,287,421,160,80,20,4,487,470,9,6,70,255,647,524,108,340,23,352,129,258,158,23,23,6,0,0,8,0,1,0,1,0,12,1,0,0,0,15,0,0,3,0,0,0,0,0,0,33,0,0,0,0,0,0,28,0,0,0,44,38,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,12,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,187,35,0,0,3,30,12,0,0,12,0,18,154,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,18,0,0,0,0,0,13,0,0,0,0,0,6,2,0,0,0,1,0,15,0,0,0,0,0,15,7,1,0,0,10,0,0,0,0,0,2,0,0,0,0,7,10,0,0,0,12,0,6,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,6,0,0,0,4,4,38,63,0,1,0,0,1,8,0,0,0,15,79,71,218,12,22,0,42,43
b4bc4dad-d06b-41a7-99ba-1aa88370f41a,What would make you feel confident that an AI system truly understands and respects your cultural perspective?,966,103,24,206,412,1,18,19,160,63,32,146,1,109,49,33,90,18,65,740,10,4,31,31,67,0,285,418,160,79,20,4,486,465,9,6,70,253,643,519,108,339,23,349,129,255,158,23,23,6,0,0,8,0,1,0,1,0,12,1,0,0,0,15,0,0,3,0,0,0,0,0,0,33,0,0,0,0,0,0,27,0,0,0,43,38,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,12,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,187,34,0,0,3,30,12,0,0,12,0,18,151,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,18,0,0,0,0,0,13,0,0,0,0,0,6,2,0,0,0,1,0,15,0,0,0,0,0,15,7,1,0,0,10,0,0,0,0,0,2,0,0,0,0,7,10,0,0,0,12,0,6,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,6,0,0,0,4,4,38,63,0,1,0,0,1,8,0,0,0,15,78,70,218,12,22,0,42,43
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",963,102,23,206,409,1,18,18,160,63,32,146,1,109,49,33,90,18,65,737,10,4,31,31,67,0,285,417,159,79,20,3,485,463,9,6,70,253,640,518,107,338,23,349,128,255,157,22,23,6,0,0,8,0,1,0,1,0,12,1,0,0,0,15,0,0,3,0,0,0,0,0,0,33,0,0,0,0,0,0,27,0,0,0,43,38,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,12,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,186,34,0,0,3,29,12,0,0,12,0,17,151,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,18,0,0,0,0,0,13,0,0,0,0,0,6,2,0,0,0,1,0,15,0,0,0,0,0,15,7,1,0,0,10,0,0,0,0,0,2,0,0,0,0,7,10,0,0,0,12,0,6,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,6,0,0,0,4,4,38,63,0,1,0,0,1,8,0,0,0,15,78,70,217,12,22,0,41,43
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",958,102,23,205,408,1,18,18,160,63,32,146,1,107,49,32,88,17,65,734,10,4,30,31,67,0,282,416,158,79,20,3,482,461,9,6,69,251,638,516,106,336,23,347,128,254,155,22,23,6,0,0,7,0,1,0,1,0,12,1,0,0,0,14,0,0,3,0,0,0,0,0,0,32,0,0,0,0,0,0,27,0,0,0,43,38,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,12,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,186,34,0,0,3,29,12,0,0,12,0,17,151,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,18,0,0,0,0,0,13,0,0,0,0,0,6,2,0,0,0,1,0,15,0,0,0,0,0,15,7,1,0,0,10,0,0,0,0,0,2,0,0,0,0,7,10,0,0,0,12,0,6,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,6,0,0,0,4,4,38,61,0,1,0,0,1,8,0,0,0,15,77,70,216,12,22,0,41,43
dd763195-3c65-4140-86a7-6710f1f0d692,What topics or life decisions should always be discussed with family members or community elders before making a choice?,948,102,23,201,403,1,18,18,157,62,32,146,1,107,49,31,88,16,65,726,10,4,29,31,67,0,279,412,155,79,20,3,476,457,9,6,69,248,631,510,106,332,23,345,125,252,154,22,22,5,0,0,7,0,1,0,1,0,12,1,0,0,0,14,0,0,3,0,0,0,0,0,0,31,0,0,0,0,0,0,27,0,0,0,43,38,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,12,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,182,34,0,0,3,29,12,0,0,12,0,17,148,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,18,0,0,0,0,0,12,0,0,0,0,0,6,2,0,0,0,1,0,15,0,0,0,0,0,15,7,1,0,0,10,0,0,0,0,0,2,0,0,0,0,7,10,0,0,0,12,0,6,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,6,0,0,0,4,4,38,61,0,1,0,0,1,8,0,0,0,15,76,70,212,12,22,0,41,43
0fa377dc-add4-4478-b962-afe20aa744f5,"If you could have your AI  think, behave / respond  like any person in the world, who would it be and why?",944,101,23,200,401,1,18,18,156,62,32,146,1,106,49,31,87,16,65,722,10,4,29,31,67,0,278,411,154,78,20,3,476,453,9,6,68,247,629,508,105,331,23,342,124,252,154,22,22,5,0,0,7,0,1,0,1,0,12,1,0,0,0,14,0,0,3,0,0,0,0,0,0,31,0,0,0,0,0,0,27,0,0,0,43,38,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,12,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,180,34,0,0,3,29,12,0,0,12,0,17,147,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,18,0,0,0,0,0,12,0,0,0,0,0,6,2,0,0,0,1,0,15,0,0,0,0,0,15,7,1,0,0,10,0,0,0,0,0,2,0,0,0,0,7,10,0,0,0,12,0,6,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,6,0,0,0,4,4,38,60,0,1,0,0,1,8,0,0,0,15,76,70,210,12,22,0,41,43
0b8bb518-a5b5-4298-bdb4-886c3ca3de61,"Name some things that you would like AI to have in common with you, and some things that you would like AI to do differently to you?",940,100,23,199,400,1,18,18,155,62,32,146,1,106,49,31,87,16,65,719,10,4,29,31,66,0,277,409,154,77,20,3,472,453,9,6,67,245,628,507,105,328,23,339,124,251,154,22,22,5,0,0,7,0,1,0,1,0,11,1,0,0,0,14,0,0,3,0,0,0,0,0,0,31,0,0,0,0,0,0,27,0,0,0,42,38,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,12,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,180,34,0,0,3,28,12,0,0,12,0,17,146,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,18,0,0,0,0,0,12,0,0,0,0,0,6,2,0,0,0,1,0,15,0,0,0,0,0,15,7,1,0,0,10,0,0,0,0,0,2,0,0,0,0,7,10,0,0,0,12,0,6,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,6,0,0,0,4,4,38,60,0,1,0,0,1,8,0,0,0,14,75,70,210,12,22,0,40,43
be954f04-5ef3-428c-97a7-cd0fa44ad182,Is there anything about your life or your cultures that you would like your AI to know about you?,937,100,23,197,399,1,18,18,154,62,32,146,1,106,49,31,87,16,65,716,10,4,29,31,66,0,277,407,153,77,20,3,471,451,9,6,67,245,625,505,105,327,23,338,124,251,153,22,21,5,0,0,7,0,1,0,1,0,11,1,0,0,0,14,0,0,3,0,0,0,0,0,0,31,0,0,0,0,0,0,27,0,0,0,42,38,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,12,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,179,34,0,0,3,28,12,0,0,12,0,17,145,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,18,0,0,0,0,0,12,0,0,0,0,0,6,2,0,0,0,1,0,15,0,0,0,0,0,15,7,1,0,0,10,0,0,0,0,0,2,0,0,0,0,7,10,0,0,0,11,0,6,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,6,0,0,0,4,4,38,60,0,1,0,0,1,8,0,0,0,14,75,70,209,11,22,0,40,43
71118755-4bbd-490e-a64d-fd88e68588bf,"Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted)",937,100,23,197,399,1,18,18,154,62,32,146,1,106,49,31,87,16,65,716,10,4,29,31,66,0,277,407,153,77,20,3,471,451,9,6,67,245,625,505,105,327,23,338,124,251,153,22,21,5,0,0,7,0,1,0,1,0,11,1,0,0,0,14,0,0,3,0,0,0,0,0,0,31,0,0,0,0,0,0,27,0,0,0,42,38,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,12,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,179,34,0,0,3,28,12,0,0,12,0,17,145,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,18,0,0,0,0,0,12,0,0,0,0,0,6,2,0,0,0,1,0,15,0,0,0,0,0,15,7,1,0,0,10,0,0,0,0,0,2,0,0,0,0,7,10,0,0,0,11,0,6,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,6,0,0,0,4,4,38,60,0,1,0,0,1,8,0,0,0,14,75,70,209,11,22,0,40,43
0341ab84-47fe-48de-9277-8119617d35a9,Do you feel like you understand yourself better after participating in this conversation?,937,100,23,197,399,1,18,18,154,62,32,146,1,106,49,31,87,16,65,716,10,4,29,31,66,0,277,407,153,77,20,3,471,451,9,6,67,245,625,505,105,327,23,338,124,251,153,22,21,5,0,0,7,0,1,0,1,0,11,1,0,0,0,14,0,0,3,0,0,0,0,0,0,31,0,0,0,0,0,0,27,0,0,0,42,38,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,10,0,0,1,0,0,1,2,12,0,0,0,18,0,1,0,0,0,0,0,0,0,1,0,179,34,0,0,3,28,12,0,0,12,0,17,145,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,18,0,0,0,0,0,12,0,0,0,0,0,6,2,0,0,0,1,0,15,0,0,0,0,0,15,7,1,0,0,10,0,0,0,0,0,2,0,0,0,0,7,10,0,0,0,11,0,6,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,6,0,0,0,4,4,38,60,0,1,0,0,1,8,0,0,0,14,75,70,209,11,22,0,40,43
