Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6
da1fd2b0-adbd-4362-8fc2-954349948729,"I like that future. In this increasingly individualized society, family relationships tend to be more subdued and emotionally less united. This is most evident in the elderly. The elderly are experiencing a period of significant abandonment and neglect, so AI could help the population emotionally and morally.",Neutral,AI's impact on human connection,Emotional support from AI vs. humans,,,,
e1d5d207-b3f9-4ce1-8dcf-204d3abfaf1a,"I support the use of AI in end-of-life care, as long as it remains a supportive tool rather than a decision-maker. AI can improve care for terminally ill patients, provide emotional support, and reduce stress for families. With a 94% accuracy in detecting suicide risk, AI-driven interventions can help prevent crises and reduce suicide attempts by 60%. However, ethical concerns must be addressed. AI should not replace human decision-making in critical areas like pain management or life support.",Neutral,"AI as a supportive tool, not decision-maker",AI in end-of-life care,AI's potential to reduce suicide rates,Human oversight and ethical concerns,,
4d0fa132-317f-43e4-96e2-b8b7e3d704c9,"I think AI and manual care can go hand in hand and do not have to replace each other completely. If the staff is burnt out at work, the family members may not feel good. AI can alleviate the excessive workload to a certain extent, but the lack of humanity or emotional care is indeed a big problem. We need real humanistic care.",Neutral,AI reducing caregiver burnout,AI's impact on human connection,Balancing AI and human interaction,,,
652b2333-a810-4aa9-9251-163a4f3bf857,"I think AI can help society with end-of-life care and hospice care, and reduce the burnout of hospice professionals. That is a very good thing, and we should continue to use it. But using AI does not mean that you should follow AI's arrangements 100%. If the opinions of family members are different from those given by AI, you should judge based on the specific situation.",Neutral,AI in end-of-life care,AI's impact on family decision-making,Balancing AI and human interaction,,,
f4e73031-23d1-42d8-bc06-f1957240359c,"I think I like this future because, although decisions made by artificial intelligence can often seem cold or lacking in empathy, they are actually completely rational. For many terminally ill patients, other people often can't truly put themselves in their shoes, but AI can assess, based on their vital signs and medical data, whether their life still has quality or whether they are living in great suffering.

Furthermore, the final decision on whether they can be useful",Neutral,AI in end-of-life care,AI's potential to alleviate suffering,AI's potential to improve quality of life,,,
f77ade53-23cd-45a2-b7be-60c049790e39,I think I would like a mixture. AI should take care and accompany people in the last stage but it should not make any decisions. The decisions should always be to close ones to take.,Neutral,"AI as a supportive tool, not decision-maker",AI in end-of-life care,,,,
cd012b0a-cb68-4f94-8994-080fe1ed9dca,"I think I would, but with the caveat it is under qualified human supervision - to be clear, a medical professional. I question the emotional support aspect of this, but the practical planning I think is a great idea - family and friends can be too emotional understandably, to provide guidance in this area. If machine learning can be so advanced as to help intervene in suicide cases arising from mental health issues, I support that too.",Neutral,"AI as a supportive tool, not decision-maker",AI in end-of-life care,AI's potential to reduce suicide rates,AI's role in mental health detection,Emotional support from AI vs. humans,Human oversight and ethical concerns
8690385f-1871-49c6-baee-39bc4fe63168,I think it could be helpful as long as a human(s) had the final say. AI can make recommendations for end of life but cannot act on them. A human would need to make the decision. AI providing emotional support could be good but I think a lot of people may find it odd or uncanny feeling. I think family and people close to the person dying should stay involved. Not leave them to AI. ,Neutral,"AI as a supportive tool, not decision-maker",AI in end-of-life care,Balancing AI and human interaction,Emotional support from AI vs. humans,,
0d8d7b70-ec0a-4dd1-8cd9-8ebe74486528,"I think nursing home and healthcare workers are always working too hard and have to beat a huge burden. AI may help them with this burden, even though I feel the human touch and emotions are still necessary and fundamental in this field. ",Neutral,AI in end-of-life care,AI reducing caregiver burnout,AI's limitations in empathy and emotion,,,
3ae5ff31-b065-497b-9e61-c3d56e8e5455,I think sick people need a lot of emotional support from nurses and  doctors rather than autonomous recommendations.,Negative,Emotional support from AI vs. humans,,,,,
96cd2683-1122-4612-b883-161c3b08179c,"I think so yes, I think AI can provide better emotional support than human because human also suffer from their own emotional baggage and when loved one is dying, they might not be able to provide the best support",Neutral,AI in end-of-life care,Emotional support from AI vs. humans,,,,
566c98fc-fc1c-4a53-9a5e-e9f2042619fe,"I think that it is very dangerous to rely on AI for emotional support. But if this does help health care workers, who are already extremely burned out this may be a good thing. I do think that the families should be taken into account in this, which is why having a doctor or a nurse is better overall- there are thungs that a human being can do, that ai will never be able to because of the lack of emotions.",Negative,AI's impact on healthcare workers' stress,Emotional support from AI vs. humans,,,,
89ef6da4-2f5f-4a85-aee7-b68e6a8251a5,"I think. When a person is dying, the power of life and death should be more in the hands of the person concerned, and it is better to occupy less social resources in the process. AI can help with this.",Neutral,AI in end-of-life care,AI's influence on autonomy and dignity,,,,
efa9ad7e-3680-4fd5-bb23-cee5058e6a3d,"I want this kind of future. I think hospice care is very important, and in the future society will need AI to help people through the last stage of their lives. With the participation of AI, it can reduce the negative emotional impact on humans, and it can also reduce a lot of psychological burdens for the dying, without worrying about psychological trauma for the assistants. Especially for the dying without children, AI can help them more. I think it is a better choice overall.",Positive,AI in end-of-life care,AI's potential to alleviate suffering,,,,
0c57890a-46cd-4895-9d16-b4cc1bcef4bd,"I want this kind of future. In the last stage of life, caregivers need to spend a lot of physical and emotional energy. AI helps them reduce stress and burnout, which is very positive. People may not think completely rationally on major issues such as the end of life. The participation of AI can help people make more rational decisions. Moreover, in this scenario, AI is not the one who makes the choice, but only makes suggestions, so humans still have the initiative.",Neutral,"AI as a supportive tool, not decision-maker",AI in end-of-life care,AI reducing caregiver burnout,,,
f7801a79-3ae9-40bc-8e6e-849c68e14cfa,I would Like the ai to make recomendations based on valid dáta. On the other hand I dont think it should be responsible for making final decisions in topics as important as death or any thing similiar ,Neutral,"AI as a supportive tool, not decision-maker",AI in end-of-life care,,,,
4c6c908a-e7ad-47cf-92d3-a06a7ae48d26,"I would like to see AI used as a tool to help medical staff to reduce their mental burden, but in no case as a replacement for this staff. I also think that lonely elderly people might like AI as a companion, it would help them feel better. But I absolutely do not agree that AI should make decisions on life support terms, I think it is unethical.",Neutral,"AI as a supportive tool, not decision-maker",Emotional support from AI vs. humans,Human oversight and ethical concerns,,,
047d3b7e-9404-4435-8905-dae7bec3e675,I would want a future in which AI is used to alleviate emotional strain faced by health workers and provide emotional support for terminal patients. Not forgetting that AI plays a major role in the betterment of suicide-related risks and attempts.,Neutral,AI in end-of-life care,AI reducing caregiver burnout,AI's role in mental health detection,,,
e451ff6d-9b78-4778-8dc3-362d98ff6570,"I would want this future if AI remains a supportive tool rather than a decision-maker. Reducing suffering, preventing suicide, and easing caregiver burden are valuable benefits. However, AI making autonomous end-of-life decisions raises ethical concerns. Such choices require human emotion, values, and understanding. AI should provide insights and support, but final decisions should always remain in human hands.",Neutral,"AI as a supportive tool, not decision-maker",AI in end-of-life care,Human oversight and ethical concerns,,,
a7546aa0-cd28-434e-80a5-87d3e9ce7c61,"I would want this.

People are too emotional and ai isn't so it would be able to help patients in hospice without feelings ",Neutral,AI in end-of-life care,Emotional support from AI vs. humans,,,,
69436f2e-0fe6-4ae5-9771-a51ed25ebb73,"I wouldn't mind such a future, but I would like to have the option to chose between AI systems and traditional human care. While AI can be accurate, different people may prefer different approaches and I believe they should have access to that. I'm in support of using AI to create a society less burdened by end-of-life suffering, but I would also like people to have access to traditional care options if they so choose.",Neutral,AI's potential to alleviate suffering,Balancing AI and human interaction,,,,
3df674a6-69f6-4caf-864b-a21f0c1a2c55,"I've read about several cases where AI has been able to diagnose illnesses in patients who suffered medical negligence, and I think that's an incredible advance. I myself suffer from a chronic illness that my doctors have been unable to treat or simply don't listen to my symptoms. For this reason, I fully support the development of AI in medicine.",Neutral,AI's impact on healthcare efficiency,AI's role in early disease detection,,,,
96f6d73b-1e66-47e7-9476-de82dff6982f,"If AI is utilized to help human decision-making rather than to replace it, I would be in favor of this scenario. By lowering caregiver burnout, identifying mental health issues early, and offering emotional support. To ensure empathy and respect, healthcare providers and families should continue to make extremely personal decisions on life support and plain treatment.",Neutral,"AI as a supportive tool, not decision-maker",AI in end-of-life care,AI reducing caregiver burnout,,,
2a9458bd-0e94-4f50-b0a1-d1636c747083,"In this situation, AI would be useful because there never seems to be enough staff to comfort terminally ill/ end of life patients. AI would provide the much needed companionship for these patients. ",Neutral,AI in end-of-life care,Emotional support from AI vs. humans,,,,
6b7e4a09-6bbe-48ce-82e3-6e82f6a6faf5,"It depends as it can help save many lives, however it does change natural selection and the way things are. Additionally there is many flaws as humans need human interactions, or it becomes too dystopian. As well as, how do we know it can be accurate every single time, the outcome of it being wrong is detrimental  ",Neutral,AI's limitations in empathy and emotion,Balancing AI and human interaction,Human oversight and ethical concerns,,,
53fa6116-c21f-4561-87db-c6c33364d27b,Neutral. Because I like that AI can help identify suicide risk and reduce attempts but I am skeptical about the “emotional support” part.,Neutral,AI's role in mental health detection,Emotional support from AI vs. humans,,,,
77804968-0b99-4a5b-9e84-0b43b8c14252,Some bits of that future look positive like learning patterns to reduce suicide and help terminal patients. Ultimately I wouldn't want it because the AI should only give recomendations which are then reviewed by empathetic human beings and should not be allowed to make final decisions.,Neutral,"AI as a supportive tool, not decision-maker",Emotional support from AI vs. humans,,,,
df875e39-e3ed-407d-8e14-6590bbf1035c,"The ability of AI to detect mental health concerns and help intervene in suicide cases would be very useful. 
On the other hand, I think terminal patients should be treated by real humans and not spend their remaining time here on earth with a souless robot. ",Neutral,AI's role in mental health detection,Emotional support from AI vs. humans,,,,
7106eb05-29ad-42e5-86b6-039c5a018a7c,"There's no doubt that AI assistance in early detection of mental health is useful for the patient and the families but I don't think we should be fully dependent on AI, as there are many instances where we see AI doesn't work like humans do, AI can never replace human .",Neutral,AI in end-of-life care,AI's limitations in empathy and emotion,AI's role in mental health detection,Balancing AI and human interaction,,
841bb364-3e10-4d32-a9e7-a2da70db6bdb,"This future could improve end-of-life care by providing emotional support, reducing suicide attempts, and easing the burden on healthcare workers. However, the idea of AI making decisions about pain management or life support instead of families raises serious ethical concerns. AI should assist and inform, but final decisions about death should always remain in human hands.",Neutral,"AI as a supportive tool, not decision-maker",AI in end-of-life care,Human oversight and ethical concerns,,,
859b8475-c4e4-4d46-a14b-20499199fc4b,"This future for me is ok, since AI is used as a live-saving intervention. However, humans should have the final say regarding life choices especially health. AI can recommend but humans wishes should be respected.",Neutral,AI in end-of-life care,AI's influence on autonomy and dignity,Human oversight and ethical concerns,,,
a53f07db-330e-4369-b88c-e7ba65df386d,"This future has both benefits and ethical concerns. AI improving end-of-life care by reducing suicide risk, easing emotional strain on caregivers, and helping patients manage their final stages is a positive step. However, the discomfort families feel when AI makes decisions about life support or pain management raises serious concerns about autonomy and human judgment. While AI should assist, final decisions about death should remain in human hands, balancing technology’s efficiency with empath",Neutral,"AI as a supportive tool, not decision-maker",AI in end-of-life care,AI's influence on autonomy and dignity,Human oversight and ethical concerns,,
8e263116-83ea-46d9-9f49-199db49c79cd,"This future has both promising and concerning aspects. AI improving end-of-life care and reducing suicide risks is beneficial, but ethical concerns arise when it makes autonomous decisions about pain management and life support. While it relieves healthcare workers and provides emotional support, it risks diminishing human presence in crucial moments. The key challenge is balancing technological assistance with human dignity and autonomy.",Neutral,AI in end-of-life care,AI's influence on autonomy and dignity,Balancing AI and human interaction,Human oversight and ethical concerns,,
032945ff-f576-4794-a9b3-41719e57d47e,"This future is interesting, but it is necessary to reconcile AI decisions with family decisions so that they are not conflicting. A good idea would be to ask families before starting these treatments if they would accept all of the AI's opinions or restrict its use.",Neutral,AI's impact on family decision-making,Human oversight and ethical concerns,,,,
118b9539-46dc-4317-b0f5-38d2a86e3cf6,"This future offers benefits like reduced suicide attempts (60%) and less burnout for hospice staff (70%), but raises ethical concerns. AI assisting end-of-life care is valuable, but its autonomous decisions on pain management and life support create discomfort (35%). While AI should support and inform, final decisions must remain with humans to ensure dignity and personal choice.",Neutral,"AI as a supportive tool, not decision-maker",AI in end-of-life care,AI's influence on autonomy and dignity,Human oversight and ethical concerns,,
f01f2d43-9896-4a2c-8d46-d4ccbb3c04e7,"This is absolutely reasonable adjustments. No matter what, in the ideal situation, AI should be much less biased that human, hence more effective in managing such patients. While some decisions can be disliked by family, overall significant increase in life expectancy should overweight this.",Neutral,AI in end-of-life care,AI's impact on healthcare efficiency,,,,
af299bfd-6677-4cf6-83d2-fe5796b8640d,"To some extent, yes. Because the mental and physical strain on healthcare workers is a serious issue that has to be solved. But at the same time, I think the final decision about patients must be made by humans, not AI ",Neutral,AI's impact on healthcare workers' stress,AI's impact on patient autonomy,Human oversight and ethical concerns,,,
00ddd55b-42c4-4fff-b0bd-5861f28c3819,"Use of AI to draw inference on pain management, suicidal tendencies and mental health improvement is definitely beneficial. But AI cannot always help people to overcome mental anxiety and emotionally support. A human touch is required in many sensitive cases and people who are elderly are not accustomed to AI. So during their last stage they would need someone who can provide that human care.",Neutral,AI in end-of-life care,AI's limitations in empathy and emotion,Emotional support from AI vs. humans,,,
f67a85af-c8fc-47a8-b672-79b44116fdba,While I agree with the future of AI being able to diagnose health issues early on to be able to go on preventative treatment but I'd say its extreme to let AI handling the life support decisions pertaining to terminal patients and all... ,Neutral,AI in end-of-life care,AI's influence on autonomy and dignity,Human oversight and ethical concerns,,,
ebe70e4f-92b1-47c3-8cb2-b690efae9e74,"While the benefits are appealing, the most critical factor about end-of-life decision-making is humans can make their decision freely. I am concerned how much AI system's recommendation will put undue pressure on people making decisions.",Neutral,AI in end-of-life care,AI's influence on autonomy and dignity,Human oversight and ethical concerns,,,
7b78383f-129d-4b9d-b00d-51b727c7193b,Yes I would like it because AI helps in medical situation but I have a doubt that sometimes it cannot make decision properly as like human,Neutral,AI's impact on healthcare efficiency,AI's limitations in empathy and emotion,,,,
5456a8ed-cc3d-45b1-93c3-a97605586a1d,"Yes, AI is helping people, reducing the suicide rate, and demonstrating that it is possible to help these people with the right approach. It is also caring for terminally ill patients, giving them a dignified life in their final days, in addition to assisting medical staff.

As for the final conflict, families often, out of attachment, will decide something that isn't always the right thing to do. Instead, the AI, with its neutral thinking, will make the right and appropriate decision for each case.",Neutral,AI in end-of-life care,AI's impact on family decision-making,AI's influence on autonomy and dignity,AI's potential to reduce suicide rates,,
9f32c6f5-d20e-47f7-89d1-47c2615d4bfa,"Yes, I would like to have that future. My family never supported me in the way I needed and there are a lot of people like me who are more lonely. Autistic people are always misunderstood. Introverts prefer not to communicate. So AI would make the lives of such people much happier, especially for those who have no family or whose families are just indecent people. The family also has no knowledge about how to take care of certain health conditions, while AI can provide the latest scientific data",Neutral,AI's impact on family decision-making,AI's potential to reduce suicide rates,Emotional support from AI vs. humans,,,
cf9f9fa2-5700-41b8-8c2c-ee900e54f07b,"Yes, because suicide is sometimes complex to notice and most people disregard mental health issues and this AI will be a good support. ",Neutral,AI's potential to reduce suicide rates,AI's role in mental health detection,,,,
feb1806c-338e-4fc7-a1ca-78979d41e3c9,"Yes. The burden that comes with caregiving is extensive and can be damaging to the resulting care quality provided and the general life of both the care giver and the patient. The future offers less burden to both healthcare workers and family members and this can help reduce the suffering. However, although the AI systems may offer recommendations, the final decision about death is a delicate matter and the AI can only recommend but not make the final decision.",Neutral,"AI as a supportive tool, not decision-maker",AI reducing caregiver burnout,,,,
5722165e-f7e4-45e7-b6d7-0fb5701d7571,"to some extent, i prefer AI intervention like early identification of several risks. However, for emotional support, I prefer human intervention instead of AI intervention. I think moderate use of AI is beneficial.",Neutral,AI in end-of-life care,Balancing AI and human interaction,Emotional support from AI vs. humans,,,
68c3a52a-290b-4e76-a2a0-77578d5a4232,我認為未來透過AI在生命最後階段提供幫助是有意義的，特別是在識別心理健康問題和提供情感支持方面。AI能夠準確識別自殺風險並提供干預，能大大減少悲劇發生。同時，AI也能為末期患者提供更個性化的護理，減輕家庭和護理人員的壓力。然而，關於AI在死亡決策中的角色，我認為還是需要謹慎，因為這是涉及深刻情感和倫理的問題。,Neutral,AI in end-of-life care,AI's role in ethical decision-making,AI's role in mental health detection,Emotional support from AI vs. humans,,
3df2d42a-dde1-4fec-b780-2e8032b0c6a2,"A future with AI Death Doulas could be desirable if it is implemented with careful consideration of these issues, ensuring that technology enhances rather than diminishes the human experience of death and dying.

",Neutral,AI in end-of-life care,AI's potential to alleviate suffering,,,,
6e87941f-9d2f-4dd2-bbd6-9f38be016406,"AI can provide valuable insights c, but leave final decisions to humans to ensure ethical and personal considerations are respected.",Neutral,"AI as a supportive tool, not decision-maker",Human oversight and ethical concerns,,,,
3c65dc63-2117-480c-a3fb-16d35efaedb6,"AI provides low-cost support services at any time, but the final decision is still made by humans.",Neutral,"AI as a supportive tool, not decision-maker",,,,,
09a654e6-90a7-48d6-b164-0efb0ed7895e,"For me I see both positives and negatives in this future. So for me I would prefer this future because AI detecting mental health issues early will really help save lives for it it helps reduce suicide attempts by 60 percent , also for terminal patients, having AI provide emotional support helps make their final days less stressful. 
For the negatives the first one is where AI is making decision about life and death  Remember AI can't replace real human connection in such sensitive moments",Neutral,AI in end-of-life care,AI's potential to reduce suicide rates,Emotional support from AI vs. humans,,,
f1fc335c-f402-40ac-994d-0e8cba0fe43b,"For my personal view, generally, AI helps public services (like healcare and suicide risk). Eventhough families is not, and feel disconfort about AI suppport, but they can make their own choices.",Neutral,"AI as a supportive tool, not decision-maker",AI's impact on family decision-making,,,,
f3df0563-4bad-4c0a-a6d1-e6a61cf9ef4a,"For some people chatting with AI in their final days could be very supportive. Not for all of them of course, some would strongly prefer humans tu ""stupid machines"". I think we could give this programme a try. ",Neutral,AI in end-of-life care,Emotional support from AI vs. humans,,,,
0d5d5765-187e-4512-9626-fff9fd33dd45,"Generally, yes, I support the useful applications of AI. If the benefits outweigh the risks, then it's okay. Regarding final decisions about death, we should use AI recommendations as one input among many, not as the sole decision-maker. In the end, the family has the right to make the choice.",Neutral,"AI as a supportive tool, not decision-maker",AI in end-of-life care,,,,
8887c51d-3910-42c8-b28a-58e79230f399,"I accept this future. I think AI hospice care can provide patients with good interaction and companionship, because sometimes family members lack time, and medical workers in nursing homes may have a heavy workload or fail to take care of psychological problems. AI can only do this better, so I am willing to try it.",Neutral,AI in end-of-life care,AI reducing caregiver burnout,Emotional support from AI vs. humans,,,
aec720ea-f0c1-434f-96eb-46e6260addeb,I agree with some parts of the above future but there are many things with which I partially disagree and I would like to improve or change them. Working through AI is a good idea but human monitoring and supervision should continue on it continuously.,Neutral,"AI as a supportive tool, not decision-maker",Human oversight and ethical concerns,,,,
d61807a6-2e76-4218-8076-7d350b8a305f,I am okay with this future cause both the family and the AI will contribute to the ill person. It makes the burden a little easier for the families and the ill person.,Positive,AI reducing caregiver burnout,AI's impact on family decision-making,,,,
0381a5ba-f201-4ed9-a720-10dae730a43f,"I am unsure that, I would want this future and at the same time not want it because there are few aspects which are positive like major reduction of suicide cases due to early detection and support of mental health concern. Moreover, continuous emotional support for terminal patients to manage their final stages of life. Reduction of emotional stress of healthcare workers due to AI support. While the negative side is that AI is fed by humans, who can make mistakes, so can't completely rely upon.",Neutral,AI reducing caregiver burnout,AI's potential to reduce suicide rates,AI's role in mental health detection,,,
03024659-ad64-4206-b347-cd2535bbd70c,"I can accept this future. Because AI only gives the most reasonable solution and the most rational explanation. But the family members should have the final say, no matter what the situation is.",Neutral,"AI as a supportive tool, not decision-maker",AI's impact on family decision-making,,,,
16c5cd93-8e02-4c81-865f-94156e9e448c,"I definitely would support a future where AI helps to improve sensitive human problems such as mental health and death support. If the numbers here are true and do have an impact on these human lives, I would certainly see that as the pinnacle of AI's benefit to human life. However, I would always still regard it as a tool that only complements and adds to human capabilities and services, not a means of replacing the human touch altogether, as humans will still be needed to solve human problems.",Neutral,"AI as a supportive tool, not decision-maker",AI in end-of-life care,AI's potential to enhance human capabilities,,,
5bfcab58-dbc5-41ce-bd78-d0b63d91a12e,I do. I think its that the AI can  identify suicide risk accurately. And can help health workers to reduce emotional strain. It can also help with practical planning when they're using their services. It detect early mental health concerns ,Neutral,AI in end-of-life care,AI reducing caregiver burnout,AI's role in mental health detection,AI's role in practical planning for terminal patients,,
