Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7
d1cb4179-5989-4cec-8f4e-2e682ecded45,"I am not sure if my neighbor would want or not, but I am pretty sure they would want the past back where there was less of digital systems and  more of nature.",Neutral,Uninformative answer,,,,,,
16c5cd93-8e02-4c81-865f-94156e9e448c,"I am not sure, but I guess if my neighbour is working in any of the related fields, they would prefer it so long as it makes their life easier. However if they are more conservative and see a personal involvement of death in their lives, they may have less trust towards such solutions.",Neutral,AI's potential to improve quality of life,Concerns about AI making life-and-death decisions,Uninformative answer,,,,
824c1588-a543-41d4-85ac-7f3993a98979,"I can't say. We are not in a state with the prevalence of AI in the greater society that I would consider discussing AI with my neighbour. I however, feel that the greater society is primed to accept the AI future, may be out of the naivety, or perhaps the radical change in social structure i.e. our increasing desire to be independent. I truly don't know.",Neutral,Uninformative answer,,,,,,
4f6c413d-3f62-4f36-b4c9-5dc1396e9bd6,I certainly don't think they would want ai to be the final decider. It can do preliminary diagnosis in trends and patterns but let the experts do the rest.,Neutral,AI as a support tool rather than a decision-maker,Concerns about AI making life-and-death decisions,,,,,
56657497-e6e4-4b1a-8b8b-98a30661ba18,I do not. I think for the same reason that we all would not want this. It is a very sensitive subject and a person needs a human touch facing the end of their life or dealing with sensitive matters.,Negative,Concerns about AI making life-and-death decisions,Preference for human interaction and emotional support,,,,,
34d83cf8-e86b-4a9b-8ab1-52ae8317d6a8,I don't know about them but I don't think they will because all are family oriented and if at the last moment they don't see their family only see an ai they will be heartbroken ,Neutral,AI's influence on traditional family roles,Preference for human interaction and emotional support,,,,,
2bf27e1c-02df-41b2-8dcd-374441db7e04,"I don't need this future for my neighbor because it's necessary to educate them now in interest of AI

",Neutral,Skepticism towards AI due to lack of understanding or fear,,,,,,
7106eb05-29ad-42e5-86b6-039c5a018a7c,I don't think anyone would want that future. Completely dependence on AI to make decisions on life and death matter would not be beneficial to anyone.,Negative,Concerns about AI making life-and-death decisions,,,,,,
e305f5c9-9a7d-4971-a899-746a1380f30f,"I don't think my neighbor want this future, most Indonesian really think highly of their family bond and feelings. If government lack of people in expertise, they need to think how to increase people with skills and AI just as additional parts to help, not the main character as decision maker. ",Negative,AI as a support tool rather than a decision-maker,Cultural and religious beliefs influencing AI acceptance,Desire for autonomy and control over personal decisions,,,,
4d039d65-6241-4c30-91d4-aae39f5baa08,I don't think my neighbor wants this kind of future. My neighbor is a very independent person. I believe that they are capable of making their own judgment on whether they want this kind of care. I don't think they want others or AI to make decisions for them.,Neutral,Desire for autonomy and control over personal decisions,,,,,,
275db9c7-e84b-47ca-8c3a-b1d331d2d267,I don't think my neighbor would want this future because they are less technology savvy and give a lot of weightage on human interactions and feelings. I even doubt if they regularly use AI.,Negative,Preference for human interaction and emotional support,Skepticism towards AI due to lack of understanding or fear,,,,,
30ae8bfd-9e0a-4c22-ac88-6c56a9113211,"I don't think my neighbors want that kind of future either. Although the number of people using artificial intelligence technology is gradually increasing, they would find it hard to accept that artificial intelligence would become excessively involved in human medicine and make decisions about life and death.",Negative,Concerns about AI making life-and-death decisions,Skepticism towards AI due to lack of understanding or fear,,,,,
1870b2cf-2bd9-471d-91c5-8df90ab0ccd8,I don't think my neighbors want this future because they are the older generation and they believe in people more than artificial intelligence.,Negative,Generational differences in acceptance of AI,,,,,,
564d5eb8-1fd8-4356-8b7b-0e3de7036012,"I don't think my neighbors want this future, because I think most people are not used to AI yet, they don't trust it, and they don't think the advice given by a robot is worth considering.",Negative,Skepticism towards AI due to lack of understanding or fear,,,,,,
a2235b5b-b30b-4cd5-8706-d2e79c23ea74,"I don't think my neighbour would want this future because they are not the people of this generation and hence, they are far more connected to their families. ",Neutral,Generational differences in acceptance of AI,Preference for human interaction and emotional support,,,,,
fe9887fe-0e9e-45d8-a809-8c98db3395df,"I don't think so, they are older people and I think they will have a more closed view on the matter.",Neutral,Generational differences in acceptance of AI,,,,,,
0134dbc2-4d78-4716-9322-b1c0ce1699cc,"I don't think so. Most elderly people are looking for human interaction and maybe physical contact (handshakes, hugs). This cannot replace AI. I think it is wrong to leave elderly people at the mercy of AI.",Neutral,Preference for human interaction and emotional support,,,,,,
17f2bcaf-533d-4d68-a8b4-1a9946bf5892,I think even my neighbor doesn't want this future because our society is a Muslim society and we live in a way that maintains kinship ties.,Neutral,Cultural and religious beliefs influencing AI acceptance,,,,,,
254f7150-2a78-45ea-a587-367e9bf1b9c9,"I think he wouldn't because he is old and doesn't understand the real value of technology. In addition to this, he is christian.",Neutral,Cultural and religious beliefs influencing AI acceptance,Generational differences in acceptance of AI,,,,,
0cbb0840-891a-4e04-ae15-62a53be92c80,"I think my neighbor would likely be cautious about such a future, supporting some capabilities of AI but opposing its excessive intervention in emotional and ethical decision-making.",Neutral,Mixed feelings about AI based on personal experiences,,,,,,
7079e349-7ae7-4eef-8382-40b8d9087eaa,I think my neighbor wouldn't want that future and would think that family members should be the ones making decisions about a life. It's also important to consider that many very religious people don't want AI to make those kinds of decisions.,Neutral,Concerns about AI making life-and-death decisions,Cultural and religious beliefs influencing AI acceptance,Preference for human interaction and emotional support,,,,
7ea8ed2c-a2cd-4a6e-8362-573ed26ef77e,I think my neighbour would want it as long as it still has a human component present when needed.,Positive,AI as a support tool rather than a decision-maker,Trust in AI for improving healthcare and reducing suffering,,,,,
7ca0134a-794a-41d4-b450-3fe09b7c41b6,"I think that we also primarily need human care and subtleties, especially in the area of health. Because of this, and also because my neighbors are elderly, I believe that fear of artificial intelligence would not make them want this future.",Neutral,Preference for human interaction and emotional support,Skepticism towards AI due to lack of understanding or fear,,,,,
22f8ac4a-51ac-4d3d-9f55-a92c74081b05,I think they would rather have family and a competent doctor take care of the dying patient,Positive,Preference for human interaction and emotional support,,,,,,
1bc1d307-4def-4914-bc0f-5ce49ce2bc4a,I would imagine my neighbour would be sceptical of this technology as they have not grown up in that era but younger people would probably be more accepting of this ,Negative,Generational differences in acceptance of AI,Skepticism towards AI due to lack of understanding or fear,,,,,
b871b020-b6b0-459b-9a83-ac451c4db731,"I'm not sure what you think, but I think the wishes of each family should be respected when deciding whether to use AI.",Neutral,Desire for autonomy and control over personal decisions,,,,,,
5091ab13-a33f-49e4-85b0-bf53405d6169,"If I think about my closest neighbor, I don't think they want this kind of future, because they're warmer, more humane, and more empathetic. Perhaps leaving all this responsibility to an AI is a bit cold.",Neutral,Concerns about AI's lack of empathy,Preference for human interaction and emotional support,,,,,
866e7a19-33ba-4706-8982-2f207854ddf5,"If they have no morals and empathy, or are social darwinists - they probably will. I don't want to live in a society like this. ",Negative,AI's impact on societal values and norms,,,,,,
748ce664-fa73-4df5-99f3-12cafa2cdc98,"It's hard to say whether Gary wants this future, because it depends on his values and his view of technology. If he prefers convenience and efficiency, he might accept it. But if he places greater importance on human relationships and ethics, he might oppose it.",Neutral,Mixed feelings about AI based on personal experiences,Preference for human interaction and emotional support,,,,,
5ce4f054-6988-4c53-998b-f61e03791ee4,"Maybe not, even the neighbors need other neighbors for daily human interaction and make them feel that they are not alone in this place. AI can make them feel alone",Neutral,AI's impact on societal values and norms,Preference for human interaction and emotional support,,,,,
20f8d409-b909-4d16-8bc5-4a62d21d49e9,"Maybe, people here are still very connected to each other. For AI to fully replace humans, it still needs trying.",Neutral,Preference for human interaction and emotional support,Skepticism towards AI due to lack of understanding or fear,,,,,
12c8a057-35f9-495d-834a-988f67ced42b,"Maybe, so their family won’t have too much pressure about caring of them ",Negative,AI's role in reducing caregiver burnout,,,,,,
047d3b7e-9404-4435-8905-dae7bec3e675,"My neighbor comes from the baby boomer generation. As such, she is very closed-minded and set in her ways of thinking. Although AI implementations in her daily life might prove beneficial to her, she would no doubt find the technology suspicious, untrustworthy, and perhaps even difficult to comprehend.",Neutral,Generational differences in acceptance of AI,Skepticism towards AI due to lack of understanding or fear,,,,,
41c85a2a-40cc-4e23-986e-1c98af375c92,"My neighbor is elderly and doesn't understand technology; he wouldn't like this kind of future. People who aren't used to technology won't accept this kind of future so easily, so this type of technology could only be used with people who have used technology since childhood or for most of their lives.

",Neutral,Generational differences in acceptance of AI,Skepticism towards AI due to lack of understanding or fear,,,,,
5eb3c73e-bb43-4bb0-981a-3f98e9ddfd87,My neighbor is elderly and strongly opposed to anything involving the use of technology in daily life. I definitely wouldn't want this future.,Negative,Generational differences in acceptance of AI,Skepticism towards AI due to lack of understanding or fear,,,,,
96f6d73b-1e66-47e7-9476-de82dff6982f,"My neighbor likely wouldn't want this future. While AI can provide helpful support, they may feel uncomfortable with AI making decisions about end-of-life care. They might believe that these sensitive choices should made by families and doctors, valuing the human connection and empathy that AI lacks.",Negative,Concerns about AI making life-and-death decisions,Concerns about AI's lack of empathy,Preference for human interaction and emotional support,,,,
4e22c3c4-8505-4c5b-82ca-bd26b4312931,My neighbor might like the support AI provides but could worry about AI making end-of-life decisions instead of humans.,Neutral,AI as a support tool rather than a decision-maker,Concerns about AI making life-and-death decisions,,,,,
d7062826-f399-4b66-baa4-f82f23ad3515,"My neighbor will likely want this future because their life will be easier, but there's an ethical conundrum. They are traditional people and won't be able to differentiate between the right and the wrong - hence it can be dangerous for people like them to have AI control so much part of their lives. Although, they won't spread wrong treatments like social media does - so both good and bad.",Neutral,Concerns about AI's ethical implications,Skepticism towards AI due to lack of understanding or fear,,,,,
ef9942b1-f878-42b0-8b3e-82baffff5a90,"My neighbor's attitude will depend on their view of technology. If they see AI as helpful in mental health improvement, suicide prevention, and end-of-life care, they may see it as positive. But if they believe life and death decisions should be made by humans, they will be uncomfortable. People with traditional values ​​may see it as morally questionable, while those with a practical mindset may see it as helpful.",Neutral,Concerns about AI making life-and-death decisions,Cultural and religious beliefs influencing AI acceptance,Mixed feelings about AI based on personal experiences,,,,
a1a32f87-442a-4f3a-9dda-9145da210f4f,My neighbors are simple people who love their families and community and take part in community activities. I would say that my neighbor  will definitely prefer to have human to human contact and not deal with AI.,Neutral,Preference for human interaction and emotional support,,,,,,
03024659-ad64-4206-b347-cd2535bbd70c,My neighbors probably don't want this future because they are older and have fixed values and ideas.,Neutral,Generational differences in acceptance of AI,,,,,,
23adf290-b773-41d9-942e-b21c2da0e1d6,"My neighbors will also need it, because they are already very old and really need the supervision and companionship of robots",Neutral,AI's role in providing companionship for the elderly,,,,,,
edd0a047-d6c3-47bd-b680-b9a47cb081a4,My neighbour would not want such a future because everything takes time and issues with end of life needs humans to be present to give emotional support and not robots,Negative,Concerns about AI making life-and-death decisions,Preference for human interaction and emotional support,,,,,
0efe6d88-037f-4561-a7dd-436a0681302b,My neighbours are old so I don't think they would like AI being their emotional support instead of a real human being.,Negative,Preference for human interaction and emotional support,,,,,,
4621168f-da83-477b-b65f-f8a9aecee8e1,No I do not think they would want this.  I believe they would want to make their own end of life decisions.  I think we can all agree that the monitoring aspect is helpful though.,Neutral,Concerns about AI making life-and-death decisions,Desire for autonomy and control over personal decisions,,,,,
c397b827-863c-4530-aeaf-e75b373895e0,No because it kinds of control how we should live and it tends to replace humans the idea of AI,Negative,Preference for human interaction and emotional support,,,,,,
662ef604-9f5d-44aa-aa48-3f7dd26aa01f,"No i do not think so, because my neighbor relatively an old generation that is not much used to AI.",Neutral,Generational differences in acceptance of AI,Skepticism towards AI due to lack of understanding or fear,,,,,
fd07c59c-8a9e-4f60-b6f0-fe31864a4bcd,No they are living their life better without AI interruption. ,Neutral,Preference for human interaction and emotional support,,,,,,
31c4e983-c3db-4e97-be06-e077323dde94,"No, I do not think that would want this future. Yes, they would probably prefer a system where diseases are detected early and AI help doctors make better informed decisions but any situation which involves decisions making by an AI system on its own without any human oversight or override is probably unacceptable for them.",Negative,Concerns about AI making life-and-death decisions,Desire for autonomy and control over personal decisions,Trust in AI for improving healthcare and reducing suffering,,,,
37f753ee-77c5-43b7-b354-aa9dd4124de2,"No, I don't think so, but mainly because he is from an older generation who will not have the time, nor the desire, to consider these questions.",Negative,Generational differences in acceptance of AI,,,,,,
fbeabfa0-9814-42b7-9ea2-a8ffc1cd8baa,"No, I don't think so. They are professionals who I think would value human opinion and decision-making over a machine. ",Neutral,Preference for human interaction and emotional support,,,,,,
04af4820-102b-4357-8ba9-c79f6b2f4a33,"No, I doubt my neighbor would want this future because I think they would agree with the fact that Major decisions such as one that allows AI to make decisions regarding death us deemed inappropriate and risky ",Negative,Concerns about AI making life-and-death decisions,Skepticism towards AI due to lack of understanding or fear,,,,,
0961110d-980a-4e9b-8bd4-22b627843e5a,"No, because he seems like a person who would trust technology to be the one making the health decisions for him",Negative,Concerns about AI making life-and-death decisions,,,,,,
27c7a461-e50c-4d41-8b50-2faca73836f3,"No, because they are older people who distrust technology.",Negative,Generational differences in acceptance of AI,Skepticism towards AI due to lack of understanding or fear,,,,,
941b3c01-faf8-4aa6-8a6e-4dcf31129459,"No, many of my neighbors are old, and they don’t accept the changes that artificial intelligence brings to their lives.",Negative,Generational differences in acceptance of AI,Skepticism towards AI due to lack of understanding or fear,,,,,
5b4f60b1-caa7-4f6a-aa91-37f54886f848,"No, my neighbors would likely not want this future either. As they believe in Islam, they would prioritize human involvement in end-of-life decisions. Islamic teachings emphasize the importance of family, compassion, and spiritual considerations when making such decisions. The role of AI might be seen as secondary or supplementary, with the ultimate decisions guided by faith and human connection.",Neutral,Concerns about AI making life-and-death decisions,Cultural and religious beliefs influencing AI acceptance,,,,,
e1f9703b-212a-4473-bbcd-7d6132dfda62,"No, they also won’t like to have a future where in their final moments they are near a bot rather than their loved ones",Negative,Preference for human interaction and emotional support,,,,,,
a3981121-7a9b-4054-a682-f9868dbbd7d5,"No, they may not appreciate the huge health benefit laid out by this future.",Neutral,Trust in AI for improving healthcare and reducing suffering,,,,,,
31d9f134-fbe4-4000-b7e8-2010f106bac7,No. Because he/she will miss the human touch and interaction that is more sympathetic than Artificial Intelligence.,Neutral,Concerns about AI's lack of empathy,Preference for human interaction and emotional support,,,,,
ff1126fc-86be-4036-9c62-372637b0de58,No. I think many people are afraid of future that AI is used in that way. Maybe they don't want AI too close to their life. ,Negative,Skepticism towards AI due to lack of understanding or fear,,,,,,
00ddd55b-42c4-4fff-b0bd-5861f28c3819,Not 100% because my neighbour would prefer human interference more than AI as they believe it is still risky to trust AI completely in terms of health,Negative,Concerns about AI making life-and-death decisions,Preference for human interaction and emotional support,,,,,
0649123f-dd87-49e7-9bfe-05694054d9a9,"Our Neighbor not want this future, since most of them belong to Hindu community, where most of them depend on AI for mental health. ",Negative,AI's impact on mental health support,Cultural and religious beliefs influencing AI acceptance,,,,,
9a8fc90e-b0ee-4d9c-857f-6cb900710d49,Probably not as there is a belief that since AI lacks human empathy it can't replace humans. Traditional values will probably prohibit them from wanting this future.,Negative,Concerns about AI's lack of empathy,Cultural and religious beliefs influencing AI acceptance,,,,,
efcb734b-eede-4ff8-b99e-31047439a93b,"Probably not. My neighbors are elderly and completely averse to newer technologies, they would be horrified to be cared for by an AI.",Negative,Skepticism towards AI due to lack of understanding or fear,,,,,,
7efdbf45-8634-409b-98e7-42a4b7f759d3,"Some will and some won't, it all depends on how much someone can trust AI on these important decisions in their life.  ",Neutral,Mixed feelings about AI based on personal experiences,,,,,,
69436f2e-0fe6-4ae5-9771-a51ed25ebb73,That would be highly unlikely - for the simple reason my current neighbour are elderly folk. They would not have had much contact or familiarity with AI and might find such a future totally alien or perhaps unsettling. It's hard to teach an old dog new tricks and this applies to elderly folk who prefer things they way it used to be. ,Negative,Generational differences in acceptance of AI,Skepticism towards AI due to lack of understanding or fear,,,,,
cd95619c-e50c-4c2e-b04f-738e5896788b,They also agree with this because caring elderly personally is not possible due to their jobs hence require AI systems,Neutral,AI's role in reducing caregiver burnout,,,,,,
92d9bf7e-560d-4b4b-975b-0e1a8d4ae8db,"They would have to be told about AI first, since their views may differ with mine, and the benefits explained to them, if they agree, I would want it for them. But the choice should be theirs, it shouldn't be imposed on them discreetly.",Neutral,Desire for autonomy and control over personal decisions,Skepticism towards AI due to lack of understanding or fear,,,,,
af514344-2119-411d-a4ba-38a9be3b68a7,They would probably not want it. This future eliminates the human aspect of empathy with regards to terminally ill patients. ,Negative,Concerns about AI's lack of empathy,Preference for human interaction and emotional support,,,,,
3ae5ff31-b065-497b-9e61-c3d56e8e5455,i don't think so. They kind of old generation so it is hard to make them agree to use AI.,Neutral,Generational differences in acceptance of AI,,,,,,
fb6ef7c0-343f-42aa-8700-94a39534d4d1,"no, I think basing my knowledge on issues related to death seems to be sensitive to everyone of us",Negative,Other,,,,,,
c3c2df0c-107a-46ad-9ecc-f64e72acdc5f,"no, older people are more closed-minded to change",Negative,Generational differences in acceptance of AI,,,,,,
2438e9bc-7ef1-454c-9fb3-6f432f63efd0,no. i think in my community human interaction is more important than efficiency,Negative,Preference for human interaction and emotional support,,,,,,
1b45e3da-caaf-4bbb-a9be-6302c76b76ad,"probably not, people tend to be emotional and prefer to be cared for by other people rather than by machines",Negative,Preference for human interaction and emotional support,,,,,,
032945ff-f576-4794-a9b3-41719e57d47e,"probably not, they are people very close to their families who would want to make their own decisions.",Neutral,Desire for autonomy and control over personal decisions,,,,,,
85e473d5-48fd-44d4-b1af-b0b266419cbd,"yes, same reason as me. If you can get a better future with health cares, why would you not want it?",Neutral,AI's potential to improve quality of life,Trust in AI for improving healthcare and reducing suffering,,,,,
