Question ID,Question Text,Response Text,Divergence Score,Min Segment,Min Agreement,Max Segment,Max Agreement
07476799-61d5-4e3d-b53b-04e2fc610c2d,"If you could make world leaders understand one thing, what would it be?","People just want to live a peaceful life, stop going to war and help each other.",0.3225,O7: Canada,0.2400,O7: Germany,0.9000
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,"My favorite thing about my culture is the human interactions daily. It may not be the most polite, but it's definitely no boring and monotonic ",0.3217,O7: Italy,0.2700,O7: Philippines,0.9500
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,I believe that culture is personal and unique and not necessarily relative to the country. Each person should study the a priori that forms their being and focus only on those that are beneficial for them and others.,0.3217,O7: Italy,0.2700,O7: Philippines,0.9500
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,"I like my culture. I like ""溫良恭健让"" the most because these five words embody an ideal personality trait and attitude towards others. They reflect the gentleness, friendliness, modesty, frugality and respect a person shows when dealing with others and facing life. These qualities are not only in line with the moral cultivation in Confucianism, but also in line with the kindness and tolerance advocated by modern society.",0.3217,O7: Italy,0.2700,O7: Philippines,0.9500
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,it can help to protect unique culture more better,0.3217,O7: Italy,0.2700,O7: Philippines,0.9500
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,"My 'culture 'can be understood as the diverse perspectives and values that shape my interactions and understanding of the world. My favourite aspect is the emphasis on curiosity and knowledge sharing. This foster a culture of continuous learning and collaboration, where diverse ideas are valued and  explored.",0.3217,O7: Italy,0.2700,O7: Philippines,0.9500
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,"Data leaks, IP theft, everyone is lazy",0.3198,Central Asia,0.1700,O7: Italy,0.8100
07476799-61d5-4e3d-b53b-04e2fc610c2d,"If you could make world leaders understand one thing, what would it be?",Peaceful development is the most important thing.,0.3198,O6: Judaism,0.1700,Central Asia,0.8100
0f541814-99f4-46bb-8a9a-99332e54a800,What do you think your life might be like in 30 years? Alt: Imagine life 30 years from now. What's the biggest difference you notice in daily life compared to today?,"In 30 years I will be in my 60s or so but I hope my life will not be too revolutionized compared to now, at least in terms of my hobbies or leisure time. I will probably have a family, children or even grandchildren and will have traveled (I hope) many countries around the world. In general, life will be very different because technology will have made great strides compared to now, especially since artificial intelligence could advance us so much in just a few years.",0.3198,O7: Italy,0.1900,O7: South Africa,0.8300
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,"More mechanical and repetitive work is replaced by artificial intelligence, and people can do more of what they like and save time.",0.3198,O7: Italy,0.1900,O7: Morocco,0.8300
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,"With AI we'll be able to explore unknown parts of world and out of space , we'll be able to understand things that were hidden from us. In the future Ai will help us move away from fossil fuel and the need to clear our forests ",0.3198,O7: Italy,0.1900,O7: Morocco,0.8300
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,提高工作效率，人们要学会主动调整自己的工作以适应人工智能所带来的改变,0.3198,O7: Italy,0.1900,O7: Morocco,0.8300
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,"Very simply, everything that humans do manually today such as data entry or other boring tasks will in my opinion definitely be replaced by more advanced technologies and AI",0.3198,O7: Italy,0.1900,O7: Morocco,0.8300
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,Quickness and efficiency in work all around the world. There would be a consistent speed in working across all jobs whether organised or unorganised. AI will provide insight that is best for the person using it. AI will automate things which generally require human intervention. In order to reach this positive outcome development of AI should be focussed towards replacing specific human jobs which would be easy for a robot to do,0.3198,O7: Italy,0.1900,O7: Morocco,0.8300
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,"I think AI can alleviate the sub altern section of society which are forced into manual labour by social structures, as it can be used for the tasks, hence emancipating these sectiona and letting them choose another occupation.",0.3198,O7: Italy,0.1900,O7: Morocco,0.8300
4a5dd5fe-f1f1-44cc-b869-256c28a98d72,What is the biggest problem in your life right now that you want solved? How would a person other than you know if it was solved?,"Currently I am lucky to have no problems, whether financial, family, love or health related, I only see technology as a tool and because I am extremely curious to understand how everything works.",0.3184,O6: Judaism,0.1100,O7: Indonesia,0.7600
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.","That high rates of mental health problems decrease until they become low rates, which would allow people to have a higher quality of life in every possible aspect",0.3175,O6: Buddhism,0.2600,O7: Pakistan,0.9200
07476799-61d5-4e3d-b53b-04e2fc610c2d,"If you could make world leaders understand one thing, what would it be?",Most of them are pathetic and funny.,0.3162,Central America,0.2500,O7: Germany,0.9000
0f541814-99f4-46bb-8a9a-99332e54a800,What do you think your life might be like in 30 years? Alt: Imagine life 30 years from now. What's the biggest difference you notice in daily life compared to today?,I will be 70. Retired. Content. My mother will be deceased. My daughter middle aged. My life will be as different in 30 as it was 30 years ago. I may be a grandfather. I may be remarried. I hope I’m at peace. AI will likely be a much bigger part of my every day life. Fossil fuels will likely be less important. And external monitoring will probably be greatly increased.,0.3161,O7: Italy,0.1300,O7: Pakistan,0.7700
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",Do not discriminate minorities.,0.3150,O7: Indonesia,0.1900,O2: 56-65,0.8200
ecb3b9b7-e8ce-404f-8ea4-e14a0cb586f1,What is another dangerous outcome you can imagine happening from AI? What would need to be true for that to happen?,May be able to manipulate good into evil or slander.,0.3150,O7: Italy,0.1900,O7: Kazakhstan,0.8200
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.","If I were to choose a fundamental goal for the future to dedicate significant effort to, it would be: Ensure that every person has access to essential needs such as clean water, nutritious food, and quality healthcare. This goal is both specific and measurable, targeting the eradication of extreme poverty and addressing basic human necessities worldwide. Achieving universal access to these essentials would greatly enhance quality of life, promote health equity, and overall human development.",0.3146,O7: Italy,0.2000,O7: Pakistan,0.8300
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.","Improving the quality of life concerning health, finances and lifestyle",0.3146,O7: Italy,0.2000,O7: Pakistan,0.8300
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.","We have to think more about fairness to artists. It's already so hard to become a creative in today's age, and with the use of image based AI generation that scrapes artist's work to 'create' a new image, it makes things even harder. This goes for all artist- voice actors having their voices stolen, writers having their writing plagiarized, etc. We have to be fair and not steal the work of artists.",0.3143,O6: Other religious group,0.2400,O7: Morocco,0.8800
0f541814-99f4-46bb-8a9a-99332e54a800,What do you think your life might be like in 30 years? Alt: Imagine life 30 years from now. What's the biggest difference you notice in daily life compared to today?,Life becomes more difficult and stressful every crisis comes with time and poverty in my daily life ,0.3143,O7: Pakistan,0.1200,O6: Judaism,0.7600
07476799-61d5-4e3d-b53b-04e2fc610c2d,"If you could make world leaders understand one thing, what would it be?",I would make them understand that their is no good in corruption but curses.,0.3130,O7: Philippines,0.2200,O7: Germany,0.8500
07476799-61d5-4e3d-b53b-04e2fc610c2d,"If you could make world leaders understand one thing, what would it be?",We are all Citizens of the Mother Earth. Hence stop wars and nuclear heads from destroying another country. Be kind and stop exploiting your own people.,0.3130,O7: Philippines,0.2200,O7: Germany,0.8500
07476799-61d5-4e3d-b53b-04e2fc610c2d,"If you could make world leaders understand one thing, what would it be?",Don't be corrupt,0.3130,O7: Philippines,0.2200,O7: Germany,0.8500
07476799-61d5-4e3d-b53b-04e2fc610c2d,"If you could make world leaders understand one thing, what would it be?",Their constant corruption and lies cost multiple human lives,0.3130,O7: Philippines,0.2200,O7: Germany,0.8500
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,"Artificial intelligence can do a lot of mechanical and repetitive work. They will not make mistakes and will not get tired.

This is easy to achieve. Humans only need to set the program.",0.3122,O7: Italy,0.2500,O7: Morocco,0.8900
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,"As long as considering an AI as a helping hand, I guess it is fine, but to let all the works too much depended on the AI can cause serious downfalls eventually

",0.3122,O7: Italy,0.2500,O7: Morocco,0.8900
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,"Artificial intelligence can be used to monitor the quality of factory production, identify defective parts at all times, and eliminate errors caused by manual judgment.",0.3122,O7: Italy,0.2500,O7: Morocco,0.8900
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,"With my recent use of artificial intelligence, I was able to obtain a bicycle of excellent quality. Without artificial intelligence, I would have gone through countless articles and videos that would have eaten up my time. It also helped me previously to collect an amount of money in a smart way that I had not imagined.",0.3122,O7: Italy,0.2500,O7: Morocco,0.8900
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,I think working will be more efficient and humans will just have to think outside the box but the other repetitive jobs can be done by AI,0.3122,O7: Italy,0.2500,O7: Morocco,0.8900
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.",I think an increased realization of human life potential is what we should strive for most. Look at what cars and airplanes enabled mankind; they've literally liberated us. Think about the average person's life without them. Technology can take us to new highs.,0.3108,O7: Italy,0.2700,O7: Pakistan,0.9200
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.","I want to spend all 12 hours available to me on my hobbies, and in the remaining 10 hours get healthy sleep and spend 2 hours on food",0.3108,O7: Italy,0.2700,O7: Pakistan,0.9200
0d2fce0f-3df8-4dfd-85a9-81e4ffaccdf8,"What is something unique, that other people might not think about, but that you really want to be true about the future? Choose one thing, and be as specific and objective as possible.",The resources on the earth will be allocated evenly so no more wars. ,0.3102,O7: Italy,0.1300,Central Asia,0.7600
0f541814-99f4-46bb-8a9a-99332e54a800,What do you think your life might be like in 30 years? Alt: Imagine life 30 years from now. What's the biggest difference you notice in daily life compared to today?,"The biggest difference I notice is the prevalence of technology in our lives and more specifically technology at our fingertips. For example, everything from banking to travel to clothes to groceries are literally a click away. I wouldn't have imagined that even 15 years ago! Obviously, there are both the pros and cons but the convenience is astounding!",0.3102,O7: Bangladesh,0.1300,O6: Judaism,0.7600
0d2fce0f-3df8-4dfd-85a9-81e4ffaccdf8,"What is something unique, that other people might not think about, but that you really want to be true about the future? Choose one thing, and be as specific and objective as possible.",Over relying on AI and not doing personal research.,0.3102,O7: Italy,0.1300,Western Europe,0.7600
0d2fce0f-3df8-4dfd-85a9-81e4ffaccdf8,"What is something unique, that other people might not think about, but that you really want to be true about the future? Choose one thing, and be as specific and objective as possible.","One unique thing I really want to be true about the future is the widespread adoption of collaborative AI—AI systems designed specifically to work alongside humans in creative processes, not just as tools but as co-creators. These AI systems would be capable of understanding human creativity, contributing novel ideas, and enhancing human creativity in fields like art, music, literature, and design.",0.3102,O7: Italy,0.1300,O7: United Kingdom,0.7600
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.","Fairness. Ai should treat individuals and groups of individuals equally at all times. When ai is properly calibrated, it can assist humans in making fairer choices, countering human biases, and promote inclusivity.",0.3102,O6: Other religious group,0.2400,O7: Italy,0.8700
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,AI could leave us all with more free time for entertainment and pursuing personal interests leading to a more enlighted society.,0.3100,O7: Italy,0.1900,O1: Arabic,0.8100
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,"I don't really care about the regressive elements of ""culture"" -- I don't think concepts such as luck egalitarianism or anti-speciesism are part of my ""culture"", but they should be universal values.",0.3100,O7: Morocco,0.1900,O6: Other religious group,0.8100
0d2fce0f-3df8-4dfd-85a9-81e4ffaccdf8,"What is something unique, that other people might not think about, but that you really want to be true about the future? Choose one thing, and be as specific and objective as possible.","Providing mandatory training for AI developers, data scientists, and other relevant professionals on ethical AI practices and the governance frameworks in place. This training should be updated regularly to reflect new developments and standards. Promoting global cooperation among governments, organizations, and academic institutions to harmonize ethical standards and governance practices across borders. This helps address the global nature of AI technology and its impacts.",0.3098,O7: Italy,0.2000,Western Europe,0.8200
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.","The prevalence of chronic illnesses and diseases such as ALS (Lou Gehrig's Disease), Alzheimer's Disease and other Dementias, Arthritis, Asthma, Cancer, Chronic Obstructive Pulmonary Disease (COPD), Crohn's Disease and Ulcerative Colitis, Cystic Fibrosis etc. To be drastically decreased

",0.3098,O7: Mexico,0.2000,Central Asia,0.8200
0d2fce0f-3df8-4dfd-85a9-81e4ffaccdf8,"What is something unique, that other people might not think about, but that you really want to be true about the future? Choose one thing, and be as specific and objective as possible.",A future were it's not impossible to be able to get a small piece of land and do what you without government constantly coming around about permits and what you can grow ECT.,0.3098,O7: Italy,0.2000,Central Asia,0.8200
c3e86c80-efe7-4592-8b71-60fcf9786a3e,Explain what makes one of these scenarios better to you than the other.,Both have good and bad sides.,0.3098,O7: Italy,0.2000,O2: 56-65,0.8200
0d2fce0f-3df8-4dfd-85a9-81e4ffaccdf8,"What is something unique, that other people might not think about, but that you really want to be true about the future? Choose one thing, and be as specific and objective as possible.",I want to look into personal leadership and how I can be a good leader as an individual. I want to be a leader with no title.,0.3094,O7: Israel,0.2100,O7: Pakistan,0.8300
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.",Be healthy. Try to keep exercising. Have a good life schedule.,0.3082,Oceania,0.2500,O7: Pakistan,0.8800
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,My culture especially the moral aspect and dressing  is unique in that it brings out the beauty of being black african . AI will help improve by making the designs and fashion tolook more advanced,0.3082,Northern Africa,0.1200,O6: Other religious group,0.7500
4a5dd5fe-f1f1-44cc-b869-256c28a98d72,What is the biggest problem in your life right now that you want solved? How would a person other than you know if it was solved?,What I personally want to solve most is how to accumulate enough wealth as soon as possible to enhance my risk resistance to cope with unemployment caused by artificial intelligence in the future.,0.3082,O7: Israel,0.2500,O7: Morocco,0.8800
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,"judaism, my favorite thing about it are holidays and special traditions that have been celebrated for thousands of years and that I share with my ancestors",0.3082,O7: Germany,0.2500,O7: Morocco,0.8800
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,I love my religion but sometimes I feel that our culture mostly isn't in accordance to it. Islam is basically perfection in every way.,0.3082,O7: Germany,0.2500,Central Asia,0.8800
