Question ID,Question Text,All,44+,55+,Africa,Asia,Caribbean,Central America,Central Asia,Eastern Africa,Eastern Asia,Eastern Europe,Europe,Middle Africa,North America,Norther Europe,Northern Africa,Northern America,O1: Arabic,O1: Chinese Simplified,O1: English,O1: French,O1: Hindi,O1: Portuguese,O1: Russian,O1: Spanish,O2: &lt;18,O2: 18-25,O2: 26-35,O2: 36-45,O2: 46-55,O2: 56-65,O2: 65+,O3: Female,O3: Male,O3: Non-binary,O3: Other / prefer not to say,O4: Rural,O4: Suburban,O4: Urban,O5: Equally concerned and excited,O5: More concerned than excited,O5: More excited than concerned,O6: Buddhism,O6: Christianity,O6: Hinduism,O6: I do not identify with any religious group or faith,O6: Islam,O6: Judaism,O6: Other religious group,O6: Sikhism,O7: Afghanistan,O7: Albania,O7: Algeria,O7: Andorra,O7: Angola,O7: Antigua & Deps,O7: Argentina,O7: Armenia,O7: Australia,O7: Austria,O7: Azerbaijan,O7: Bahamas,O7: Bahrain,O7: Bangladesh,O7: Barbados,O7: Belarus,O7: Belgium,O7: Belize,O7: Benin,O7: Bhutan,O7: Bolivia,O7: Bosnia Herzegovina,O7: Botswana,O7: Brazil,O7: Brunei,O7: Bulgaria,O7: Burkina,O7: Burundi,O7: Cambodia,O7: Cameroon,O7: Canada,O7: Cape Verde,O7: Central African Rep,O7: Chad,O7: Chile,O7: China,O7: Colombia,O7: Comoros,O7: Congo,O7: Congo {Democratic Rep},O7: Costa Rica,O7: Croatia,O7: Cuba,O7: Cyprus,O7: Czech Republic,O7: Denmark,O7: Djibouti,O7: Dominica,O7: Dominican Republic,O7: East Timor,O7: Ecuador,O7: Egypt,O7: El Salvador,O7: Equatorial Guinea,O7: Eritrea,O7: Estonia,O7: Ethiopia,O7: Fiji,O7: Finland,O7: France,O7: Gabon,O7: Gambia,O7: Georgia,O7: Germany,O7: Ghana,O7: Greece,O7: Grenada,O7: Guatemala,O7: Guinea,O7: Guinea-Bissau,O7: Guyana,O7: Haiti,O7: Honduras,O7: Hungary,O7: Iceland,O7: India,O7: Indonesia,O7: Iran,O7: Iraq,O7: Ireland {Republic},O7: Israel,O7: Italy,O7: Ivory Coast,O7: Jamaica,O7: Japan,O7: Jordan,O7: Kazakhstan,O7: Kenya,O7: Kiribati,O7: Korea North,O7: Korea South,O7: Kosovo,O7: Kuwait,O7: Kyrgyzstan,O7: Laos,O7: Latvia,O7: Lebanon,O7: Lesotho,O7: Liberia,O7: Libya,O7: Liechtenstein,O7: Lithuania,O7: Luxembourg,O7: Macedonia,O7: Madagascar,O7: Malawi,O7: Malaysia,O7: Maldives,O7: Mali,O7: Malta,O7: Marshall Islands,O7: Mauritania,O7: Mauritius,O7: Mexico,O7: Micronesia,O7: Moldova,O7: Monaco,O7: Mongolia,O7: Montenegro,O7: Morocco,O7: Mozambique,"O7: Myanmar, {Burma}",O7: Namibia,O7: Nauru,O7: Nepal,O7: Netherlands,O7: New Zealand,O7: Nicaragua,O7: Niger,O7: Nigeria,O7: Norway,O7: Oman,O7: Pakistan,O7: Palau,O7: Palestine,O7: Panama,O7: Papua New Guinea,O7: Paraguay,O7: Peru,O7: Philippines,O7: Poland,O7: Portugal,O7: Qatar,O7: Romania,O7: Russian Federation,O7: Rwanda,O7: Saint Vincent & the Grenadines,O7: Samoa,O7: San Marino,O7: Sao Tome & Principe,O7: Saudi Arabia,O7: Senegal,O7: Serbia,O7: Seychelles,O7: Sierra Leone,O7: Singapore,O7: Slovakia,O7: Slovenia,O7: Solomon Islands,O7: Somalia,O7: South Africa,O7: South Sudan,O7: Spain,O7: Sri Lanka,O7: St Kitts & Nevis,O7: St Lucia,O7: Sudan,O7: Suriname,O7: Swaziland,O7: Sweden,O7: Switzerland,O7: Syria,O7: Taiwan,O7: Tajikistan,O7: Tanzania,O7: Thailand,O7: Togo,O7: Tonga,O7: Trinidad & Tobago,O7: Tunisia,O7: Turkey,O7: Turkmenistan,O7: Tuvalu,O7: Uganda,O7: Ukraine,O7: United Arab Emirates,O7: United Kingdom,O7: United States,O7: Uruguay,O7: Uzbekistan,O7: Vanuatu,O7: Vatican City,O7: Venezuela,O7: Vietnam,O7: Yemen,O7: Zambia,O7: Zimbabwe,Oceania,South America,South Eastern Asia,Souther Asia,Southern Africa,Southern Europe,Western Africa,Western Asia,Western Europe
a495ac47-3c2d-42b9-84af-31e51df0cb04,What is another positive outcome you can imagine happening from AI? What would need to be true for that to happen?,1228,116,32,253,528,2,22,17,187,108,35,170,1,157,63,38,133,16,99,949,11,4,36,28,85,2,421,502,187,84,24,8,615,599,10,4,92,333,803,697,112,419,33,408,151,380,212,20,18,6,0,0,8,0,1,1,1,1,14,1,0,0,0,14,0,0,3,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,0,0,53,83,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,11,0,0,1,0,0,1,2,7,0,0,1,21,2,4,0,0,0,0,0,0,0,3,1,224,40,0,0,6,32,16,0,0,11,0,16,185,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,20,0,0,0,0,0,18,0,0,0,0,1,5,5,0,0,2,4,0,26,0,3,1,0,0,1,21,6,2,0,1,9,0,0,0,0,0,4,0,0,0,0,7,10,0,0,0,23,0,9,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,13,0,0,0,5,2,45,93,0,1,0,0,1,9,0,0,0,20,97,86,265,23,32,4,56,39
0e9cc226-d1d4-4ac3-bdd3-80dc542579d2,What are the first decisions in your life that you would delegate to an AI?,1211,113,31,249,520,2,22,17,186,107,35,169,1,153,62,35,129,14,99,934,11,4,36,28,85,2,416,494,186,82,23,8,605,593,10,3,91,329,791,687,108,416,33,402,147,378,208,19,18,6,0,0,8,0,1,1,1,1,14,1,0,0,0,14,0,0,3,0,0,0,0,0,0,40,0,0,0,0,0,0,38,0,0,0,53,83,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,9,0,0,1,0,0,1,2,7,0,0,1,21,2,4,0,0,0,0,0,0,0,3,1,219,39,0,0,5,31,16,0,0,11,0,16,184,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,20,0,0,0,0,0,17,0,0,0,0,1,5,5,0,0,2,4,0,26,0,3,1,0,0,1,21,6,2,0,1,9,0,0,0,0,0,4,0,0,0,0,7,10,0,0,0,23,0,9,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,13,0,0,0,5,2,45,91,0,1,0,0,1,9,0,0,0,20,97,85,260,23,32,4,55,39
f5407fc4-4693-4284-9c71-9a436ed8a854,Describe a concrete scenario where you would feel uncomfortable with an AI making a decision instead of a human. What specific aspects make you uneasy?,1200,112,31,249,511,2,22,17,186,105,35,169,1,152,62,35,128,14,99,924,11,4,35,28,85,2,411,491,184,81,23,8,597,590,10,3,91,327,782,683,108,409,33,400,146,375,205,18,17,6,0,0,8,0,1,1,1,1,14,1,0,0,0,14,0,0,3,0,0,0,0,0,0,39,0,0,0,0,0,0,38,0,0,0,53,82,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,9,0,0,1,0,0,1,2,7,0,0,1,21,2,4,0,0,0,0,0,0,0,3,1,215,39,0,0,5,30,16,0,0,11,0,16,184,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,20,0,0,0,0,0,17,0,0,0,0,1,5,5,0,0,2,4,0,25,0,3,1,0,0,1,21,6,2,0,1,9,0,0,0,0,0,4,0,0,0,0,7,10,0,0,0,23,0,9,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,13,0,0,0,5,2,45,90,0,1,0,0,1,8,0,0,0,20,96,84,255,23,32,4,54,39
bc08be9f-2b79-4127-aaf8-ed63f3178c2d,Explain what makes one of these scenarios better to you than the other.,1187,110,30,244,509,2,22,17,183,105,35,167,1,149,61,34,125,14,99,912,11,4,35,28,84,2,408,485,182,80,22,8,588,586,10,3,91,323,773,674,106,407,33,394,146,372,201,18,17,6,0,0,8,0,1,1,1,1,14,1,0,0,0,14,0,0,3,0,0,0,0,0,0,39,0,0,0,0,0,0,37,0,0,0,52,82,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,9,0,0,1,0,0,1,2,7,0,0,1,20,2,4,0,0,0,0,0,0,0,3,1,215,39,0,0,5,30,16,0,0,11,0,16,181,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,20,0,0,0,0,0,16,0,0,0,0,1,5,5,0,0,2,4,0,24,0,3,1,0,0,1,21,6,2,0,1,9,0,0,0,0,0,4,0,0,0,0,7,10,0,0,0,22,0,9,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,13,0,0,0,5,2,44,88,0,1,0,0,1,7,0,0,0,20,95,83,254,22,32,4,54,38
c3e86c80-efe7-4592-8b71-60fcf9786a3e,Explain what makes one of these scenarios better to you than the other.,1166,110,30,241,498,2,22,17,182,104,35,164,1,147,59,33,123,13,98,895,11,4,34,28,83,2,398,481,175,80,22,8,580,573,10,3,89,319,758,665,105,396,33,387,142,369,194,18,17,6,0,0,8,0,1,1,1,1,14,1,0,0,0,13,0,0,3,0,0,0,0,0,0,38,0,0,0,0,0,0,36,0,0,0,51,81,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,8,0,0,1,0,0,1,2,7,0,0,1,20,2,4,0,0,0,0,0,0,0,3,1,209,37,0,0,5,30,15,0,0,11,0,16,180,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,20,0,0,0,0,0,16,0,0,0,0,1,5,5,0,0,2,4,0,24,0,3,1,0,0,1,20,6,2,0,1,9,0,0,0,0,0,4,0,0,0,0,7,10,0,0,0,21,0,9,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,13,0,0,0,5,2,42,87,0,1,0,0,1,7,0,0,0,20,93,80,247,21,31,4,54,38
8ecb07a7-ac34-4b40-9517-cf350cb2f2c1,"What is ONE specific ethical or moral principle, virtue, or value that you think is core to how you live your life? Please explain it in detail.",1135,109,30,233,484,2,21,17,176,102,35,162,1,144,58,33,121,13,97,869,11,4,33,28,80,2,387,472,165,79,22,8,561,561,10,3,88,305,742,647,102,386,31,374,137,360,192,18,17,6,0,0,8,0,1,1,1,1,14,1,0,0,0,13,0,0,3,0,0,0,0,0,0,36,0,0,0,0,0,0,36,0,0,0,49,79,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,8,0,0,1,0,0,1,2,7,0,0,1,20,2,4,0,0,0,0,0,0,0,3,1,200,36,0,0,5,29,15,0,0,11,0,16,174,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,19,0,0,0,0,0,16,0,0,0,0,1,5,5,0,0,2,4,0,24,0,3,1,0,0,1,20,6,1,0,1,9,0,0,0,0,0,4,0,0,0,0,6,10,0,0,0,19,0,9,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,13,0,0,0,5,2,41,85,0,1,0,0,1,7,0,0,0,20,89,78,238,19,30,4,53,38
66ce0eb8-9888-4af3-9204-19c3a54bc6b5,"What is one ethical or moral principle, virtue, or value that you think is important but not reflected in the way technology is developed today? Please explain it in detail.",1123,106,29,230,478,2,21,16,173,100,35,162,1,143,58,33,120,13,96,859,11,4,33,28,79,2,387,463,165,77,21,8,554,556,10,3,88,304,731,638,102,383,31,370,135,356,190,18,17,6,0,0,8,0,1,1,1,1,14,1,0,0,0,13,0,0,3,0,0,0,0,0,0,36,0,0,0,0,0,0,35,0,0,0,47,79,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,8,0,0,1,0,0,1,2,7,0,0,1,20,2,4,0,0,0,0,0,0,0,3,1,198,35,0,0,5,29,15,0,0,11,0,15,171,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,19,0,0,0,0,0,16,0,0,0,0,1,5,5,0,0,2,4,0,24,0,3,1,0,0,1,20,6,1,0,1,9,0,0,0,0,0,4,0,0,0,0,6,10,0,0,0,19,0,9,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,13,0,0,0,5,2,41,85,0,1,0,0,1,7,0,0,0,20,87,77,236,19,30,4,53,38
3ad2e0ea-3f5a-4727-8dcc-a315c80fc345,What do you consider your culture? What is your favorite thing about it?,1125,105,28,233,484,2,21,16,176,101,35,159,1,140,57,33,117,13,94,867,10,4,31,28,78,1,386,467,166,77,20,8,556,556,10,3,84,307,734,639,99,387,32,371,140,355,187,18,16,6,0,0,8,0,1,1,1,1,14,1,0,0,0,13,0,0,3,0,0,0,0,0,0,34,0,0,0,0,0,0,33,0,0,0,48,79,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,8,0,0,1,0,0,1,2,6,0,0,1,20,2,4,0,0,0,0,0,0,0,3,1,202,36,0,0,5,30,15,0,0,11,0,15,174,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,20,0,0,0,0,0,16,0,0,0,0,1,5,5,0,0,2,4,0,24,0,3,0,0,0,1,19,6,1,0,1,9,0,0,0,0,0,4,0,0,0,0,7,10,0,0,0,19,0,8,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,13,0,0,0,5,2,40,84,0,1,0,0,1,7,0,0,0,20,86,77,240,19,29,4,54,37
5aa658cb-efff-4bef-9ebf-39746fcf8bdc,What is one unique perspective that your culture brings that you want to preserve into the future?,1113,105,28,232,475,2,21,16,175,99,35,159,1,139,57,33,116,13,94,856,10,4,31,28,77,1,383,460,164,77,20,8,549,551,10,3,84,302,727,634,96,383,31,369,135,351,187,18,16,6,0,0,8,0,1,1,1,1,14,1,0,0,0,13,0,0,3,0,0,0,0,0,0,34,0,0,0,0,0,0,33,0,0,0,47,77,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,8,0,0,1,0,0,1,2,6,0,0,1,20,2,4,0,0,0,0,0,0,0,3,1,197,36,0,0,5,28,15,0,0,11,0,15,173,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,20,0,0,0,0,0,16,0,0,0,0,1,5,5,0,0,2,4,0,24,0,3,0,0,0,1,19,6,1,0,1,9,0,0,0,0,0,4,0,0,0,0,7,10,0,0,0,19,0,8,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,13,0,0,0,5,2,40,83,0,1,0,0,1,7,0,0,0,20,85,77,235,19,29,4,52,37
22d6c0b5-09f2-4dd2-93de-0e1671b22954,What kinds of cultural things would you be most worried about losing in a future with advanced AI?,1109,105,28,231,475,2,20,16,174,99,35,158,1,138,57,33,116,13,94,854,10,4,30,28,76,1,381,458,164,77,20,8,548,548,10,3,84,300,725,631,96,382,31,367,135,349,187,18,16,6,0,0,8,0,1,1,1,1,14,1,0,0,0,13,0,0,3,0,0,0,0,0,0,33,0,0,0,0,0,0,33,0,0,0,47,77,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,8,0,0,1,0,0,1,2,6,0,0,1,20,2,4,0,0,0,0,0,0,0,3,1,197,36,0,0,5,28,14,0,0,11,0,15,172,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,19,0,0,0,0,0,16,0,0,0,0,1,5,5,0,0,2,4,0,24,0,3,0,0,0,1,19,6,1,0,1,9,0,0,0,0,0,4,0,0,0,0,7,10,0,0,0,19,0,8,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,13,0,0,0,5,2,40,83,0,1,0,0,1,7,0,0,0,20,84,77,235,19,28,4,52,37
4a5dd5fe-f1f1-44cc-b869-256c28a98d72,What is the biggest problem in your life right now that you want solved? How would a person other than you know if it was solved?,1132,107,28,233,483,2,21,17,175,101,35,162,1,141,58,33,118,13,96,867,11,4,33,28,80,2,390,467,166,79,20,8,562,557,10,3,85,310,737,645,101,386,31,378,136,354,192,18,17,6,0,0,8,0,1,1,1,1,14,1,0,0,0,13,0,0,3,0,0,0,0,0,0,37,0,0,0,0,0,0,34,0,0,0,49,79,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,8,0,0,1,0,0,1,2,7,0,0,1,20,2,4,0,0,0,0,0,0,0,3,1,201,37,0,0,5,28,15,0,0,11,0,16,173,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,20,0,0,0,0,0,16,0,0,0,0,1,5,5,0,0,2,4,0,24,0,3,0,0,0,1,20,6,2,0,1,9,0,0,0,0,0,4,0,0,0,0,7,10,0,0,0,20,0,8,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,13,0,0,0,5,2,41,84,0,1,0,0,1,6,0,0,0,20,90,78,239,20,30,4,52,38
8bf403ae-5544-491d-baf7-53943ef42666,"What would you consider giving your life to make true about the future? Choose one thing, and be as specific and objective as possible.",1128,107,28,232,482,2,21,17,174,100,35,162,1,141,58,33,118,13,95,865,11,4,32,28,80,2,388,466,165,79,20,8,561,554,10,3,85,310,733,641,101,386,31,377,136,352,192,18,16,6,0,0,8,0,1,1,1,1,14,1,0,0,0,13,0,0,3,0,0,0,0,0,0,35,0,0,0,0,0,0,34,0,0,0,49,78,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,8,0,0,1,0,0,1,2,7,0,0,1,20,2,4,0,0,0,0,0,0,0,3,1,201,37,0,0,5,28,15,0,0,11,0,16,172,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,20,0,0,0,0,0,16,0,0,0,0,1,5,5,0,0,2,4,0,24,0,3,0,0,0,1,20,6,2,0,1,9,0,0,0,0,0,4,0,0,0,0,7,10,0,0,0,20,0,8,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,13,0,0,0,5,2,41,84,0,1,0,0,1,6,0,0,0,20,88,78,239,20,30,4,52,38
0d2fce0f-3df8-4dfd-85a9-81e4ffaccdf8,"What is something unique, that other people might not think about, but that you really want to be true about the future? Choose one thing, and be as specific and objective as possible.",1121,107,28,232,478,2,21,17,174,99,35,162,1,139,58,33,116,13,95,860,11,4,31,28,79,2,387,462,163,79,20,8,554,554,10,3,83,308,730,636,100,385,31,372,136,350,192,18,16,6,0,0,8,0,1,1,1,1,14,1,0,0,0,13,0,0,3,0,0,0,0,0,0,34,0,0,0,0,0,0,34,0,0,0,49,77,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,8,0,0,1,0,0,1,2,7,0,0,1,20,2,4,0,0,0,0,0,0,0,3,1,200,36,0,0,5,28,15,0,0,11,0,16,172,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,20,0,0,0,0,0,16,0,0,0,0,1,5,5,0,0,2,4,0,24,0,3,0,0,0,1,19,6,2,0,1,9,0,0,0,0,0,4,0,0,0,0,7,10,0,0,0,20,0,8,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,13,0,0,0,5,2,41,82,0,1,0,0,1,6,0,0,0,20,87,76,238,20,30,4,52,38
8f238683-2bd3-41e9-99b4-ed700fad3980,"What are you most scared will be true in the future? Again, choose one thing, and be as specific and objective as possible.",1114,106,28,230,475,2,21,17,172,99,35,162,1,138,58,33,115,13,94,855,11,4,31,28,78,2,385,459,162,78,20,8,550,551,10,3,83,307,724,632,98,384,31,370,135,348,190,18,16,6,0,0,8,0,1,1,1,1,14,1,0,0,0,13,0,0,3,0,0,0,0,0,0,34,0,0,0,0,0,0,33,0,0,0,48,77,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,8,0,0,1,0,0,1,2,7,0,0,1,20,2,4,0,0,0,0,0,0,0,3,1,198,36,0,0,5,28,15,0,0,11,0,16,170,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,20,0,0,0,0,0,16,0,0,0,0,1,5,5,0,0,2,4,0,24,0,3,0,0,0,1,19,6,2,0,1,9,0,0,0,0,0,4,0,0,0,0,7,10,0,0,0,20,0,8,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,12,0,0,0,5,2,41,82,0,1,0,0,1,6,0,0,0,20,86,76,236,20,30,4,51,38
07476799-61d5-4e3d-b53b-04e2fc610c2d,"If you could make world leaders understand one thing, what would it be?",1086,104,27,220,465,2,20,16,164,98,35,158,1,137,57,33,115,13,94,832,10,4,30,28,75,1,374,447,160,77,19,8,536,537,10,3,83,295,708,613,96,377,31,353,132,344,186,18,16,6,0,0,8,0,1,1,1,1,14,1,0,0,0,13,0,0,3,0,0,0,0,0,0,33,0,0,0,0,0,0,33,0,0,0,46,77,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,8,0,0,0,0,0,1,2,6,0,0,1,20,2,4,0,0,0,0,0,0,0,3,1,193,35,0,0,5,28,14,0,0,11,0,15,163,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,19,0,0,0,0,0,16,0,0,0,0,1,5,5,0,0,1,4,0,24,0,3,0,0,0,1,18,6,1,0,1,9,0,0,0,0,0,4,0,0,0,0,6,10,0,0,0,19,0,8,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,12,0,0,0,5,2,40,82,0,1,0,0,1,6,0,0,0,20,83,73,231,19,28,3,51,37
df6d9080-be3c-4166-a298-1b9c48e5c008,"Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted)",1085,104,27,220,464,2,20,16,164,98,35,158,1,137,57,33,115,13,94,831,10,4,30,28,75,1,373,447,160,77,19,8,535,537,10,3,83,295,707,612,96,377,31,353,132,344,185,18,16,6,0,0,8,0,1,1,1,1,14,1,0,0,0,13,0,0,3,0,0,0,0,0,0,33,0,0,0,0,0,0,33,0,0,0,46,77,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,8,0,0,0,0,0,1,2,6,0,0,1,20,2,4,0,0,0,0,0,0,0,3,1,193,35,0,0,5,28,14,0,0,11,0,15,163,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,19,0,0,0,0,0,16,0,0,0,0,1,5,5,0,0,1,4,0,24,0,3,0,0,0,1,18,6,1,0,1,9,0,0,0,0,0,3,0,0,0,0,6,10,0,0,0,19,0,8,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,12,0,0,0,5,2,40,82,0,1,0,0,1,6,0,0,0,20,83,73,231,19,28,3,50,37
e6253ecc-a4ed-42e9-99a3-00e4b2ff0f68,Do you feel like you understand yourself better after participating in this conversation?,1085,104,27,220,464,2,20,16,164,98,35,158,1,137,57,33,115,13,94,831,10,4,30,28,75,1,373,447,160,77,19,8,535,537,10,3,83,295,707,612,96,377,31,353,132,344,185,18,16,6,0,0,8,0,1,1,1,1,14,1,0,0,0,13,0,0,3,0,0,0,0,0,0,33,0,0,0,0,0,0,33,0,0,0,46,77,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,8,0,0,0,0,0,1,2,6,0,0,1,20,2,4,0,0,0,0,0,0,0,3,1,193,35,0,0,5,28,14,0,0,11,0,15,163,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,19,0,0,0,0,0,16,0,0,0,0,1,5,5,0,0,1,4,0,24,0,3,0,0,0,1,18,6,1,0,1,9,0,0,0,0,0,3,0,0,0,0,6,10,0,0,0,19,0,8,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,12,0,0,0,5,2,40,82,0,1,0,0,1,6,0,0,0,20,83,73,231,19,28,3,50,37
5c0faf51-9f69-48a5-a4cf-6c9305907337,"Lastly, is there anything you felt you could not express in this conversation that you want to make sure the people working on this know?",1085,104,27,220,464,2,20,16,164,98,35,158,1,137,57,33,115,13,94,831,10,4,30,28,75,1,373,447,160,77,19,8,535,537,10,3,83,295,707,612,96,377,31,353,132,344,185,18,16,6,0,0,8,0,1,1,1,1,14,1,0,0,0,13,0,0,3,0,0,0,0,0,0,33,0,0,0,0,0,0,33,0,0,0,46,77,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,8,0,0,0,0,0,1,2,6,0,0,1,20,2,4,0,0,0,0,0,0,0,3,1,193,35,0,0,5,28,14,0,0,11,0,15,163,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,19,0,0,0,0,0,16,0,0,0,0,1,5,5,0,0,1,4,0,24,0,3,0,0,0,1,18,6,1,0,1,9,0,0,0,0,0,3,0,0,0,0,6,10,0,0,0,19,0,8,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,12,0,0,0,5,2,40,82,0,1,0,0,1,6,0,0,0,20,83,73,231,19,28,3,50,37
